00000066.png 572.34,271.68;1374.5,285.73;1361.68,931.27;564.73,917.64;
00002035.png 586.44,264.02;1382.21,283.91;1366.35,922.87;575.29,906.67;
00002068.png 586.95,263.15;1380.16,280.99;1366.05,923.85;575,906.02;
00002102.png 587.33,262.77;1380.27,280.8;1366.2,921.76;576.27,905.34;
00002135.png 587.42,262.3;1381.25,281.2;1366.84,921.76;575.41,904.89;
00002168.png 586.45,261.93;1380.16,280.34;1366.23,921.64;575.09,904.18;
00002202.png 586.06,261.61;1380.5,279.53;1365.2,920.14;575.26,903.77;
00002235.png 586.2,259.93;1382.41,278.22;1366.58,921.04;575.5,904.61;
00002268.png 586.37,260.98;1380.51,279.34;1365.57,920.02;575.13,904.69;
00002302.png 587.42,260.06;1381.19,278.62;1366.04,920.38;574.65,902.87;
00002335.png 586.51,260.98;1380.69,279.81;1366.15,921.06;575.26,904.39;
00002369.png 585.25,260.73;1381.26,278.53;1366.82,918.93;574.87,904.25;
00002402.png 587.35,261.49;1381.92,277.08;1366.92,920.06;575.42,904.7;
00002435.png 583.05,259.87;1385.65,278.51;1369.03,924.01;572.09,905.84;
00002469.png 585.15,260.31;1385.64,277.53;1369.43,923.11;573.75,905.9;
00002502.png 583.07,260.72;1387.72,277.83;1370.11,922.98;573.32,905.63;
00002535.png 584.09,259.77;1387.91,277.72;1371.69,922.43;574.44,905.6;
00002569.png 589.26,260.06;1383.89,277.88;1368.95,920.01;577.57,902.72;
00002602.png 589.85,258.82;1384.7,276.97;1369.96,919.32;578.32,902.29;
00002635.png 589,260.17;1384.03,276.64;1368.69,917.2;578.41,901.84;
00002669.png 586.04,259.4;1387.72,276.41;1371.06,920.85;576.22,903.9;
00002702.png 587.06,260.58;1387.41,276.45;1370.91,920.01;577.28,903.17;
00002736.png 587.58,258.48;1384.27,275.8;1369.19,919.14;577.22,902.11;
00002769.png 587.96,260;1382.38,276.73;1366.74,917.98;578.53,901.72;
00002802.png 588.51,259.93;1380.43,276.11;1368.22,917.88;576.7,902.32;
00002836.png 589.66,259.84;1381.55,276.63;1367.15,918.1;577.28,901.81;
00002869.png 587.2,260.09;1381.29,276.05;1367.09,918.41;577.29,901.71;
00002902.png 585.77,259.01;1381.17,275.13;1367.04,917.93;577.39,901.79;
00002936.png 586.46,259.61;1379.95,277.1;1366.53,917.3;577.15,902.47;
00002969.png 586.8,260.67;1380.81,276.23;1367.25,917.78;576.76,902.33;
00003003.png 585.15,260.36;1379.85,276.08;1366.26,918.15;575.95,903.13;
00003036.png 585.36,259.64;1379.73,275.35;1366.63,916.86;575.64,902.16;
00003069.png 584.15,258.56;1382.04,274.2;1367.59,918.42;575.62,902.88;
00003103.png 585.19,259.43;1379.61,274.19;1366,916.21;576.6,901.54;
00003136.png 583.44,259.83;1378.42,274.43;1364.93,916.77;577.34,900.9;
00003169.png 585.22,260.93;1378.93,274.15;1365.68,915.59;577.33,901.19;
00003203.png 585.68,259.28;1378.4,274.01;1365.56,916.29;576.78,901.42;
00003236.png 586.25,259.3;1379.53,273.74;1367.41,914.28;577.73,899.75;
00003269.png 586.02,259.51;1380.69,273.54;1367.35,915.21;577.57,901.07;
00003303.png 584.01,258.26;1382.37,272.46;1369.55,916.93;576.08,902.29;
00003336.png 586.56,259.93;1381.18,273.79;1370.48,916.87;577.96,903.72;
00003370.png 584.18,258.54;1382.53,274.09;1370.73,915.44;577.62,903.18;
00003403.png 583.36,259.52;1387.51,272.73;1372.59,919.07;576.63,904.26;
00003436.png 587.37,258.22;1385.19,272.8;1371.48,917.05;580.51,902.97;
00003470.png 585.58,258.04;1387.06,270.79;1373.7,917.45;579.65,902.8;
00003503.png 585.07,258.82;1388.4,272.99;1374.64,919.37;578.63,903.37;
00003536.png 586.81,257.08;1388.05,271.27;1374.37,915.78;580.61,902.04;
00003570.png 589.55,257.68;1385.37,272.21;1373.01,915.08;582.74,900.75;
00003603.png 589.78,255.85;1386,270.27;1373.87,913.2;581.81,900.25;
00003636.png 590.23,256.8;1386.26,270.83;1373.99,912.26;583.63,898.63;
00003670.png 590.66,255.74;1386.57,269.81;1374.14,912.77;582.36,898.86;
00003703.png 589.95,256.1;1386.18,270.5;1374.96,913.43;582.13,899.57;
00003737.png 588,254.12;1388.41,268.56;1374.75,913.39;581.65,899.2;
00003770.png 589.06,256.27;1388.34,267.79;1373.92,912.71;583.25,898.01;
00003803.png 590.06,255.09;1387.17,268.96;1374.1,912.9;583.08,899.31;
00003837.png 590.96,254.73;1386.37,268.45;1374.36,913.59;582.93,899.8;
00003870.png 590.02,255.24;1387.13,268.42;1374.44,912.5;582.84,898.77;
00003903.png 590.88,255.7;1388.27,270.68;1374.74,912.84;583.3,900.98;
00003937.png 587.61,254.8;1389.8,269;1376.07,915.35;582.01,901.3;
00003970.png 587.99,254.7;1389.7,269.38;1377.15,914.8;581.9,901.66;
00004004.png 587.89,254.67;1389.6,268.39;1376.18,914.44;582.12,901.59;
00004037.png 589.25,255.91;1387.71,268.96;1375.27,913.31;582.81,899.77;
00004070.png 589.31,255.57;1387.49,268.44;1374.88,911.55;583.31,900.39;
00004104.png 590.13,256.37;1389.45,267.76;1375.19,912.99;582.72,900.37;
00004137.png 589.15,256.73;1386.05,268.96;1375.34,912.53;583.82,901.05;
00004170.png 585.57,256.14;1388.62,268.57;1375.96,914.66;580.28,902.5;
00004204.png 589.24,255.91;1385.88,268.02;1374.45,911.07;584.09,898.45;
00004237.png 588.44,255.82;1384.66,267.51;1375.29,910.47;582.52,900.15;
00004270.png 587.85,256.22;1385.7,267.46;1374.64,910.67;583.21,899.63;
00004304.png 589.05,256.4;1385.43,267.3;1375.33,909.93;583.62,900.22;
00004337.png 588.12,256.17;1384.56,266.87;1374.45,911.79;581.2,900.93;
00004371.png 583.34,257.12;1389.02,267.93;1377.12,913.58;581.47,902.36;
00004404.png 587.49,257.56;1384.97,267.98;1374.78,912.09;582.78,901.7;
00004437.png 585.25,256.77;1386.08,266.84;1375.24,911.4;582.37,901.54;
00004471.png 587.75,257.71;1383.97,267.37;1374.22,911.03;582.89,901.26;
00004504.png 586.53,257.56;1385.02,267.28;1374.65,911.44;583.63,901.81;
00004537.png 583.71,258.13;1389.19,267.66;1377.77,912.16;582.02,903.88;
00004571.png 585.36,257.19;1385.82,266.14;1376.06,912.1;582.9,902.54;
00004604.png 585.98,257.29;1386.5,266.2;1375.61,911.06;582.75,902.4;
00004637.png 587.43,259.09;1384.27,268.18;1373.73,909.23;583.67,901.01;
00004671.png 587.25,260.36;1382.36,268.64;1375.81,910.61;583.55,903.49;
00004704.png 587.23,259.49;1382.67,269.08;1374.45,912.11;582.92,902.19;
00004738.png 586.63,259.24;1383.56,269.11;1375.01,912.43;583.03,903.46;
00004771.png 586.35,259.51;1383.83,267.86;1373.23,911.86;583.14,902.77;
00004804.png 585.88,261.1;1383.15,268.88;1373.65,912.79;581.62,904.42;
00004838.png 582.91,260.65;1381.48,269.55;1372.94,914.66;582.43,905.75;
00004871.png 581.33,261.22;1383.37,270.25;1374,915.04;580.84,906.38;
00004904.png 584.01,262.22;1381.97,270.83;1372.76,914.55;580.26,906.71;
00004938.png 584.32,262.77;1380.91,270.71;1373.2,914.75;582.48,904.94;
00004971.png 583.74,262.33;1380.1,271.28;1371.94,913.98;581.16,905.83;
00005005.png 583.57,263.05;1380.86,271.33;1372.62,914.54;579.84,906.25;
00005038.png 585.06,264.61;1381.69,273.14;1372.82,916.43;580.96,907.95;
00005071.png 583.49,264.38;1380.73,273.16;1372.74,916.49;580.15,908.42;
00005105.png 583.54,263.61;1380.6,271.31;1372.22,914.88;580.22,907.33;
00005138.png 578.11,265.04;1385.83,272.74;1375,921.52;576.7,911.72;
00005171.png 580.18,263.82;1382.33,274.66;1373.3,919.13;579.24,910.62;
00005205.png 581.8,264.69;1382.45,275.46;1373.3,919.29;578.82,911.86;
00005238.png 581.04,265.3;1382.58,274.41;1373.32,920.93;578.44,911.93;
00005271.png 581.43,265.35;1382.13,274.43;1373.88,919.74;578.63,911.38;
00005305.png 581.12,264.86;1382.9,274.12;1373.48,920.73;578.78,912.15;
00005338.png 582.02,263.54;1382.9,274.42;1374.83,921.66;578.77,913.16;
00005372.png 580.66,265.18;1383.73,274.15;1374.41,921.39;578.18,912.85;
00005405.png 581.87,264.47;1384.16,274.27;1374.02,920.92;577.99,911.24;
00005438.png 582.74,264.98;1384.01,275.22;1374.19,922.01;578.27,912.18;
00005472.png 578.78,264.96;1386.79,275.94;1376,924.4;575.8,913.6;
00005505.png 578.76,265.23;1388.53,274.86;1376.75,923.59;576.8,913.44;
00005538.png 583.2,265.17;1383.51,275.59;1374.2,921.83;579.49,911.69;
00005572.png 584.15,265.26;1384.95,275.34;1374.3,921.33;579.74,911.46;
00005605.png 583.19,265.27;1383.7,276.05;1374.04,920.87;579.51,910.35;
00005638.png 584.53,264.95;1385.67,275.13;1375.67,921.62;580.7,911.08;
00005672.png 584.48,264.51;1386.17,274.51;1375,922.52;579.52,911.69;
00005705.png 583.12,264.72;1386.4,276.24;1376.06,923.01;579.03,912.17;
00005739.png 581.23,262.53;1388.26,275.42;1375.94,924.36;578.32,912.71;
00005772.png 584.39,265.31;1385.88,276.04;1374.83,922.72;580.27,910.89;
00005805.png 584.08,263.8;1385.65,274.87;1375.58,921.92;578.66,910.91;
00005839.png 582.6,263.67;1384.95,274.46;1374.75,922.38;578.84,911.21;
00005872.png 584.09,263.31;1384.5,274.41;1374.4,920.9;578.4,910.41;
00005905.png 583.16,262.57;1385.51,274.97;1373.84,920.2;578.81,910.16;
00005939.png 582.28,262.75;1385.25,274.03;1372.69,920.23;579.58,909.81;
00005972.png 582.76,262.24;1384.75,274.55;1373.41,919.33;579.03,908.2;
00006006.png 583.99,263.14;1383.52,273.37;1372.48,919.33;579.68,909.13;
00006039.png 580.31,260.98;1386.33,272.29;1374,919.55;578.16,909.39;
00006072.png 583.07,263.22;1382.95,273.24;1372.64,918.65;579.32,909.5;
00006106.png 581.45,262.36;1386.14,272.9;1375.3,919.4;577.74,909.06;
00006139.png 584.62,262.11;1381.67,272.63;1373.53,916.97;581.05,907.11;
00006172.png 583.95,262.24;1383.58,272.08;1373.29,916.6;579.68,906.82;
00006206.png 585.25,261.65;1382.5,271.29;1374.12,915.94;582.11,905.93;
00006239.png 584.67,261.39;1382.6,271.84;1374.12,915.6;580.47,906.11;
00006272.png 584.4,260.99;1382.6,270.65;1374.72,914.28;580.86,905.85;
00006306.png 584.98,261.82;1383.17,271.17;1373.95,914.84;581.43,906.19;
00006339.png 583.68,260.51;1383.05,270.78;1373.19,915.17;580.7,906.35;
00006373.png 583.49,262.07;1381.54,270.58;1373.08,914.22;580.39,905.12;
00006406.png 584.92,261.61;1380.81,270.73;1372.81,913.11;580.47,904.05;
00006439.png 583.64,261.22;1380.19,270.01;1372.08,913.2;581.32,904.64;
00006473.png 582.48,262.05;1378.93,270.21;1371.29,913.22;579.34,905.24;
00006506.png 582.59,261.8;1379.46,270.56;1371.31,913.65;580.68,904.31;
00006539.png 581.81,263.36;1376.97,269.67;1369.09,912.05;579.65,905.72;
00006573.png 579.26,263.03;1381.51,270.58;1371.76,915.65;577.43,907.76;
00006606.png 578.21,261.66;1381.24,269.55;1371.72,914.38;577.36,906.61;
00006639.png 581.77,263.21;1376.35,270.72;1369.19,912.67;578.18,906.05;
00006673.png 580.87,263.06;1377.57,271.72;1369.28,914.31;578.53,907.33;
00006706.png 578.5,264.14;1379.27,270.91;1370.39,916.5;575.38,909.85;
00006740.png 579.78,264.86;1374.74,271.38;1369.55,914.65;577.64,907.34;
00006773.png 577.17,263.53;1377.35,270.92;1369.17,916.03;576.3,908.86;
00006806.png 579.86,266.27;1375.43,272.6;1369.03,916.23;577.58,909.3;
00006840.png 577.07,265.22;1375.74,272.36;1368.79,915.3;576.31,909.44;
00006873.png 577.82,266.7;1375.03,272.97;1367.41,916.83;576.39,910.53;
00006906.png 575.8,267.1;1375.19,274.63;1367.58,918.82;574.41,911.94;
00006940.png 576.86,269.03;1375.2,275.66;1369.2,919.81;573.86,914.27;
00006973.png 574.78,271.44;1376.78,274.82;1370.03,919.32;573.97,914.02;
00007007.png 573.02,266.7;1375.93,274.16;1367.43,920.32;572.92,912.74;
00007040.png 576.21,270.59;1370.36,276.23;1365.52,917.94;573.88,912.74;
00007073.png 575.87,271.03;1371.1,277.11;1366.75,918.73;575.09,913.1;
00007107.png 577.29,270.75;1371.76,276.99;1366.29,919.43;575.36,912.57;
00007140.png 577.4,270.48;1371.19,276.41;1365.8,918.9;575.59,912.75;
00007173.png 574.23,270.23;1373.39,276.49;1366.74,921.5;573.28,914.92;
00007207.png 575.27,272.81;1372.88,278.71;1368.58,922.35;576.11,915.33;
00007240.png 576.78,272.48;1371.97,278.66;1367.2,921.61;576.49,915.72;
00007273.png 576.67,272.42;1372.13,278.1;1368.31,922.02;576.41,916.13;
00007307.png 574.26,270.7;1375.91,277.09;1368.66,922.51;574.9,917.43;
00007340.png 576.44,270.94;1372.2,278.03;1367.81,919.73;575.62,913.7;
00007374.png 576.9,271.62;1373.56,278.11;1367.96,920.71;575.91,915.27;
00007407.png 577.3,270.7;1371.83,276.9;1367.35,920.69;574.46,915.85;
00007440.png 575.63,272.33;1372.57,276.7;1366.78,919.66;575.54,916.17;
00007474.png 575.28,271.33;1371.96,275.54;1366.54,918.73;574.21,914.64;
00007507.png 574.83,272.96;1371.02,276.44;1366.2,920.27;575.78,915.07;
00007540.png 571.33,268.69;1372.23,275.05;1365.98,918.85;574,915.26;
00007574.png 571.38,271.06;1370.67,275.71;1364.41,919.9;569.73,915.44;
00007607.png 572.39,269.55;1368.75,274.79;1364.29,918.21;572.8,913.61;
00007640.png 573.14,269.54;1367.73,274.41;1363.82,917.78;573.26,915.96;
00007674.png 570.63,268.56;1369.2,272.7;1364.89,916;571.05,912.84;
00007707.png 571.86,270.79;1367.76,273.7;1363.03,916.66;572.85,915.59;
00007741.png 571.51,270.81;1367.73,273.74;1363.04,916.55;571.46,913.87;
00007774.png 571.82,270.31;1367.87,272.86;1362.77,915.52;572.24,911.34;
00007807.png 575.03,271.68;1367.61,272.62;1363.86,914.56;570.77,909.9;
00007841.png 571.88,268.6;1367.58,271.76;1363.19,915.47;570.1,911.13;
00007874.png 569.47,266.48;1368.07,271.3;1363.54,916.61;570.97,912.43;
00007907.png 570.18,266.9;1367.33,272.74;1362.95,914.6;572.22,910.93;
00007941.png 571.31,266.59;1365.36,271.51;1362.09,913.76;572.56,910.35;
00007974.png 569.55,266.92;1364.91,271.22;1361.23,912.99;571.09,910.05;
00008008.png 571.13,266.88;1366.08,271.42;1362.34,914.65;570.15,911.12;
00008041.png 569.43,269.06;1367.5,270.48;1361.05,915.25;571.23,910.34;
00008074.png 570.13,268.24;1363.42,271.73;1361.01,914.22;569.71,910.33;
00008108.png 571.21,264.91;1366.52,270.04;1360.71,914.45;577.26,903.08;
00008141.png 570.73,268.41;1364.43,272.14;1360.7,914.31;572.9,912.15;
00008174.png 570.99,269.27;1366.43,270.29;1363.33,914.04;589.53,908.56;
00008208.png 570.72,265.06;1367.08,270.86;1363.95,913.94;571.58,889.85;
00008241.png 568.34,266.57;1365.97,269.11;1363.22,912.05;569.11,909.77;
00008274.png 569.66,266.41;1366.55,271.13;1360.25,914.22;570.27,911.21;
00008308.png 569.44,267.35;1365.86,270.83;1362.96,913.5;571.51,911.4;
00008341.png 570.54,267.38;1366.04,270.99;1362.07,913.6;582.62,900.21;
00008375.png 568.88,266.89;1364.81,271.14;1363.16,914.27;572.61,911.47;
00008408.png 564.15,270.7;1365.33,274.32;1362.47,913.63;570.41,911.52;
00008441.png 566.16,268.74;1363.29,271.37;1360.61,913.69;568.59,912.11;
00008475.png 568.44,269.25;1362.93,271.5;1360.62,914.88;569.28,913.27;
00008508.png 565.33,267.54;1364.15,270.98;1361.21,915.6;568.25,913.89;
00008541.png 564.29,269.31;1364.04,270.77;1359.78,915.9;567.95,914.79;
00008575.png 566.39,268.84;1365.4,271.46;1360.25,914.84;568.27,913.45;
00008608.png 566.18,270.55;1362.56,271.85;1361.83,914.96;568.67,913.78;
00008641.png 568.05,270.92;1362.59,271.35;1360.55,914.94;569.28,912.94;
00008675.png 566.52,270.38;1364.2,271.72;1362.57,914.37;571.75,913.14;
00008708.png 568.07,270.19;1363.27,271.41;1362.34,915.35;570.67,913.21;
00008742.png 567.61,272.11;1368.03,271.91;1365.14,916.9;571.33,914.81;
00008775.png 568.01,271.36;1366.39,272.19;1363.74,915.12;572.81,914.28;
00008808.png 568.91,270.24;1366.36,272.71;1362.66,916.12;571.5,914.2;
00008842.png 568.72,270.96;1366.11,273.02;1363.76,917.2;571.17,915.47;
00008875.png 570.61,271.66;1365.36,273.74;1363.88,916.51;572.33,915.94;
00008908.png 570.61,271.53;1368.16,272.68;1365.78,917.16;573.22,915.98;
00008942.png 567.75,270.82;1368.72,272.51;1366.56,917.73;573.1,916.23;
00008975.png 569.34,271.06;1369.04,271.93;1367.5,917.57;574.04,915.48;
00009009.png 570.52,270.49;1368.09,271.78;1365.93,915.22;573.24,914.49;
00009042.png 570,270.87;1368.67,270.51;1365.93,914.3;573.53,914.68;
00009075.png 570.23,269.8;1368.82,271.54;1366.58,915.24;574.23,915.12;
00009109.png 570.07,270.72;1367.26,271.73;1367.16,915.83;574.62,915.01;
00009142.png 570.3,270.48;1367.59,270.21;1367.26,913.74;574.83,913.79;
00009175.png 569.89,268.89;1368.08,268.48;1367.17,913.93;573.8,914.72;
00009209.png 568.08,269.14;1368.35,268.05;1367.13,913.86;572.53,913.37;
00009242.png 565.33,267.56;1368.49,267.8;1366.55,915;571.61,914.1;
00009275.png 567.57,267.59;1366.03,267.2;1365.08,912.85;572.25,913.07;
00009309.png 567.5,266.95;1366.04,267.29;1366.02,911.03;572.22,912.81;
00009342.png 567.01,266.95;1366.17,266.56;1364.47,912.03;571.81,911.13;
00009376.png 563.73,268.53;1366.64,266.68;1366.53,914.07;568.62,915.13;
00009409.png 566.57,267.04;1365.02,265.54;1364.69,909.82;572,911.17;
00009442.png 566.14,266.71;1364.69,265.77;1364.4,909.45;572.62,910.58;
00009476.png 565.5,264.41;1365.81,263.67;1365.44,909.14;571.38,910.03;
00009509.png 567,265.34;1364.22,263.36;1364.4,907.74;571.88,909.82;
00009542.png 565.83,264.53;1364.21,262.25;1363.87,908.43;571.28,909.81;
00009576.png 563.93,264.75;1361.9,262.27;1363.33,907.27;568.51,909.77;
00009609.png 563.93,264.95;1361.61,263.21;1362.19,907.85;569.86,910.08;
00009642.png 562.78,264.63;1361.75,262.81;1361.85,908.33;567.95,909.77;
00009676.png 561.18,263.87;1361.23,263.54;1360.07,907.45;566.57,908.28;
00009709.png 557.98,261.57;1362.09,261.33;1361.54,909.1;564.51,909.99;
00009743.png 559.55,262.53;1357.9,261.47;1358.14,907.43;563.69,908.65;
00009776.png 558.09,262.61;1358.47,260.94;1357.64,905.64;564.68,908.01;
00009809.png 557.54,261.79;1357.04,261.59;1357.65,906.57;564.1,908.06;
00009843.png 555.39,260.99;1358.38,260.23;1357.42,907.4;562.18,908.6;
00009876.png 557.36,263.11;1356.34,262.11;1356.64,906.5;562.91,907.56;
00009909.png 556.52,262.35;1355.5,262.09;1355.56,906.29;563.07,907.68;
00009943.png 553.27,263.42;1359.48,261.59;1358.42,909.73;560.74,910.08;
00009976.png 555.36,262.39;1357.8,260.95;1356.17,908.29;560.93,908.89;
00010010.png 556.89,264.25;1356.88,263.78;1357.16,909.09;561.76,909.04;
00010043.png 555.71,265.32;1356.14,263.58;1355.78,908.83;561.41,910.52;
00010076.png 554.96,263.56;1357.4,263.32;1355.65,910.12;560.11,910.42;
00010110.png 556.18,263.93;1354.63,264.03;1354.51,907.73;561.26,909.15;
00010143.png 555.57,264.29;1354.63,262.47;1353.49,908.14;559.85,908.64;
00010176.png 554.77,264.01;1354.36,263.29;1353.73,907.59;558.92,908.74;
00010210.png 552.96,264.02;1352.61,262.75;1352.67,907.8;559.15,909.5;
00010243.png 549.94,262.56;1355.25,262.81;1352.92,910.15;557.38,911.05;
00010276.png 548.83,266.06;1355.04,264.12;1353.45,912.21;556.61,912;
00010310.png 550.72,265.38;1350.37,263.8;1351.1,909.51;556.33,910.93;
00010343.png 550.48,265.22;1350.4,264.84;1351.23,909.12;555.98,911.86;
00010377.png 545.97,266.79;1352.62,264.04;1352.29,912.36;553.45,914.7;
00010410.png 549.87,267.36;1349.55,265.19;1349.91,909.63;555.73,912.16;
00010443.png 550.29,267.18;1348.63,263.81;1349.7,909.03;556.84,911.98;
00010477.png 550.09,266.12;1347.74,264.53;1347.57,908.39;554.09,912.09;
00010510.png 547.75,265.38;1348.98,264.41;1348.88,909.47;554.23,911.56;
00010543.png 547.61,267.07;1346.57,265.09;1347.58,909.32;554.73,912.67;
00010577.png 544.95,268.99;1350.01,264;1349.74,913.07;551.03,914.93;
00010610.png 547.28,268.43;1345.11,266.79;1347.91,909.75;554.89,912.82;
00010643.png 546.99,267.73;1345.27,266.18;1346.71,910.4;552.94,913.24;
00010677.png 545.99,268.16;1345.16,264.89;1347.6,909.84;553.54,913.15;
00010710.png 546.51,267.94;1346.35,265.61;1347.47,910.51;552.84,913.51;
00010744.png 544.02,266.91;1347.17,264.02;1347.68,910.93;551.85,913.92;
00010777.png 546.22,267.25;1345.71,264.4;1347.64,909.2;552.94,912.97;
00010810.png 541.44,267.09;1349.07,263.64;1348.05,911.63;549.07,914.39;
00010844.png 544.97,265.75;1344.55,263.28;1346,908.88;552.76,911.71;
00010877.png 544.15,265.01;1345.53,262.52;1346.74,909.4;551.8,912.39;
00010910.png 543.91,263.98;1344.28,261.43;1346.46,906.65;550.17,911.43;
00010944.png 544.7,264.54;1344.23,261.69;1346.31,907.12;551.08,910.92;
00010977.png 539.94,264.6;1347.59,261.96;1348.49,909.77;548.6,912.74;
00011011.png 539.5,263.03;1347.77,261.3;1346.86,909.02;548.15,911.73;
00011044.png 545.13,261.37;1344.64,261.6;1345.53,904.37;551.17,908.79;
00011077.png 543.13,261.83;1343.42,259.05;1345.59,905.02;550.43,908.55;
00011111.png 543.69,261.62;1344.16,259.13;1345.61,904.75;550.06,907.58;
00011144.png 544.79,261.56;1343.47,258.97;1345.12,903.75;549.91,908.64;
00011177.png 542.61,260.4;1344.07,258.17;1345.33,903.6;552.35,906.97;
00011211.png 544.14,259.84;1344.18,257.67;1345.96,903.35;550.94,906.93;
00011244.png 544.79,260.9;1344.38,257.79;1346.09,903.18;551.59,907.33;
00011277.png 544.46,259.86;1344.6,258.05;1346.07,903.16;552.49,906.01;
00011311.png 545.06,259.27;1344.77,255.8;1344.37,900.68;551.71,906.52;
00011344.png 543.67,257.98;1344.15,256.81;1344.91,900.83;550.64,905.43;
00011378.png 544.37,258.16;1342.74,255.04;1344.92,900.02;550.85,905.54;
00011411.png 543.58,258.89;1343.63,256.36;1345.07,901.34;550.22,905.39;
