00000066.png 467.39,223.04;1267.02,213.75;1300.63,853.72;467.02,880.25;
00003470.png 1074.25,215.69;1382.3,462.89;1425.99,1004.39;1107.53,962.7;
00003503.png 1075.48,204.44;1382.38,454.93;1426.83,998.19;1110.64,954.96;
00003536.png 1080.01,195.82;1383.06,450.33;1428.01,992.7;1115.78,946.72;
00003570.png 1083.86,187.41;1385.04,445.2;1429.81,989.22;1120.08,940.62;
00003603.png 1085.13,185.96;1385.49,446.29;1430.87,993.3;1123.93,943.52;
00003636.png 1090.01,188.4;1383.51,447.81;1429.97,993.5;1129.26,944.7;
00003670.png 1092.09,192;1383.28,453.24;1430.37,999.09;1133.46,950.67;
00003703.png 1093.7,192.63;1384.68,456.18;1433.26,1004.83;1139.37,958.15;
00003737.png 1102.07,188.99;1384.97,452.79;1435.98,1002.64;1148.95,954.44;
00003770.png 1105.41,188.3;1383.58,454.87;1435.17,1001.09;1154.9,952.58;
00003803.png 1106.48,191.6;1379.39,456.36;1432.07,1003.37;1156.51,954.32;
00003837.png 1104.3,189.75;1374.57,456.88;1427.12,1004.32;1155.59,955.56;
00003870.png 1104.2,189.13;1371.12,459.3;1425.9,1006.73;1158.1,958.07;
00003903.png 1108.84,191.41;1371.15,461.43;1425.11,1010.21;1163.78,960.92;
00003937.png 1115.2,195.38;1370.03,465.41;1425.16,1012.76;1171.7,965.56;
00003970.png 1117.24,198.95;1366.53,468.54;1421.5,1016.86;1173.54,970.86;
00004004.png 1115.14,202.97;1359.75,474.6;1413.74,1022.63;1170.79,978.7;
00004037.png 1119.75,205.28;1360.04,476.1;1412.88,1026.78;1175.67,980.61;
00004070.png 1131.99,198.6;1364.45,475.31;1418.44,1026.89;1189.55,979.42;
00004104.png 1144.4,199.27;1370.85,475.62;1422.89,1026.5;1202.4,982.31;
00004137.png 1149.62,196.38;1369.84,474.14;1421.21,1028.54;1203.89,985.4;
00004170.png 1153.45,188.5;1371.27,470.68;1421,1028.99;1208.18,983.69;
00004204.png 1157.28,177.13;1375.22,466.67;1425,1029.03;1213.41,985.71;
00004237.png 1166.27,178.72;1378.94,465.46;1426.44,1022.54;1220.3,976.56;
00004270.png 1164.51,175.31;1378.14,462.75;1426.72,1019.07;1218.95,972.51;
00004304.png 1156.83,172.61;1372.87,460.67;1421.02,1016.03;1209.44,967.92;
00004337.png 1142.41,175.12;1365.89,462.19;1413.26,1016.54;1193.55,972.78;
00004371.png 1119.31,181.4;1351.41,465.46;1398.88,1020.05;1168.2,975.92;
00004404.png 1102.86,187.28;1343.35,466.33;1390.95,1021.89;1151.22,980.7;
00004437.png 1085.11,185.33;1336.07,464.22;1385.31,1024.39;1135.39,988.23;
00004471.png 1059.73,201.69;1322.5,471.38;1373.39,1024.49;1110.72,989.11;
00004504.png 1043.5,206.2;1311.96,469.62;1364.07,1022.55;1093.42,986.6;
00004537.png 1026.58,208.87;1304.15,469.83;1356.7,1019.77;1075.53,987.36;
00004571.png 1009.79,211.23;1296.56,468.92;1350.86,1017.45;1059.58,988.75;
00004604.png 986.24,208.85;1288.49,461.51;1343.69,1016.35;1037.3,996.03;
00004637.png 967.37,215.23;1278.02,461.56;1334.88,1009.07;1019.45,988.9;
00004671.png 943.58,216.77;1267.24,457.55;1324.09,1006.78;994.98,990.46;
00004704.png 924.96,218.37;1260.21,455.98;1319.38,1002.68;978.16,988.35;
00004738.png 905.26,217.63;1254.65,448.44;1316.22,994.94;960.27,985.24;
00004771.png 895.27,215.78;1253.66,442.98;1316.59,987.3;950.04,979.9;
00004804.png 885.68,206.65;1257.85,432.92;1322.95,983.43;944.35,978.35;
00004838.png 873.32,200.78;1259.05,420.96;1325.24,971.9;932.08,970.7;
00004871.png 866.66,202.2;1257.98,417.32;1324.87,962.37;926.12,958.76;
00004904.png 852.57,195.31;1255.28,408.01;1324.4,952.33;912.45,949.42;
00004938.png 842.24,192.53;1254.49,402.5;1322.74,945.9;900.51,943.29;
00004971.png 824.33,193.66;1249.94,396.7;1319.99,939.47;883.43,941.81;
00005005.png 806.76,186.91;1250.21,390.9;1321.07,940.33;867.64,946.6;
00005038.png 799.61,195.41;1245.29,389.86;1317.73,933.58;860.39,936.94;
00005071.png 785.41,204.62;1241.65,392.34;1317.64,933.78;846.66,939.82;
00005105.png 768.45,216.05;1233.94,397.21;1310.45,935.97;829.44,943.78;
00005138.png 751.43,221.43;1226.18,398.33;1301.89,931.5;813.45,942.78;
00005171.png 740.17,226.99;1222.44,398.69;1301.19,932.32;801.23,940.41;
00005205.png 722.35,234.91;1215.63,400.98;1295.98,933.49;783.07,942.47;
00005238.png 706.01,237.74;1211.66,401.36;1294.8,938.51;765.23,951.36;
00005271.png 695.93,250.35;1204.41,408.09;1287.43,936.09;755.46,945.49;
00005305.png 678.94,256.26;1195.71,410.62;1279.98,938.03;736.82,946.7;
00005338.png 655.72,263.47;1183.27,413.7;1269.12,939.38;711.53,948.92;
00005372.png 638.66,265.21;1173.85,413.44;1259.52,936.9;693.63,946.62;
00005405.png 624.11,268.1;1163.94,412.42;1251.16,935.09;677.45,945.81;
00005438.png 612.93,271.11;1161.55,411.3;1249.86,931.32;665.86,939.63;
00005472.png 612.58,268.79;1165.98,407.67;1253.92,923.62;667.26,933.52;
00005505.png 619.01,267.98;1174.03,400.8;1264.5,918.12;671.64,925.82;
00005538.png 629.48,264.82;1190.22,395.22;1279.8,909.44;684.28,918.22;
00005572.png 657.09,262.75;1221.4,385.27;1314.07,903.03;712.74,910.48;
00005605.png 672.18,252.97;1251.09,370.88;1346.21,898.19;730.16,910.74;
00005638.png 693.86,251.28;1272.66,362.62;1367.98,885.18;753.43,896.58;
00005672.png 703.67,243.98;1298.37,346.08;1392.96,870.8;764.96,887.13;
00005705.png 712.27,234.13;1306.1,331.69;1404.88,855.65;775.22,876.13;
00005739.png 713.73,227.59;1315.22,317.7;1416.75,845.19;778.12,870.2;
00005772.png 706.51,223.88;1317.41,306.29;1421.58,835.91;775.74,867.07;
00005805.png 692.04,222.5;1310.99,296.37;1417.94,829.55;762.12,867.1;
00005839.png 679.1,225.94;1306.49,293.55;1413.85,828.09;749.74,871.37;
00005872.png 665.56,233.68;1301.25,292.12;1409.86,827.06;738.9,876.32;
00005905.png 655.84,235.87;1303.8,292.43;1412.29,831.72;728.38,884.16;
00005939.png 659.23,240.08;1305.01,291.72;1416.19,832.73;728.5,885.36;
00005972.png 662.28,243.93;1316.06,291.38;1425.19,835.52;730.33,891.69;
00006006.png 664.6,252.02;1326.78,293.64;1434.84,842.55;729,899.8;
00006039.png 663.1,253.63;1330.75,292.86;1438.54,844.87;724.46,902.68;
00006072.png 654.85,258.59;1334.5,293.9;1442.9,851.12;715.82,911.03;
00006106.png 645.21,259.54;1335.41,289.56;1440.87,855.36;702.52,917.2;
00006139.png 629.75,260.88;1332.04,286.35;1434.84,857.83;682.28,923.05;
00006172.png 612.5,258.64;1326.87,282.7;1427,860.79;667.72,926.23;
00006206.png 596.75,256.01;1312.96,277.38;1413.79,855.02;648.1,923.7;
00006239.png 577.76,253.58;1297.81,269.45;1398.52,849.03;628.06,918.17;
00006272.png 560.57,250.47;1286.91,262.82;1385.01,842.34;610.55,914.2;
00006306.png 549.04,249.45;1282.18,260.49;1379.8,844.04;597.36,913.97;
00006339.png 545.31,249.44;1274.96,258.6;1371.41,839.43;593.29,910.63;
00006373.png 541.6,250.95;1276.57,256.93;1370.44,839.48;586.73,914.28;
00006406.png 542.65,254.97;1282.92,257.83;1378.42,846.35;588.23,920.86;
00006439.png 539.46,259.62;1289.49,256.49;1384.5,853.03;585.99,930.13;
00006473.png 541.15,267.51;1291.67,257.44;1389.05,856.96;587.35,937.65;
00006506.png 532.77,274.21;1289.12,257.43;1387.06,860.57;579.03,946.77;
00006539.png 517.35,279.64;1281.4,254.94;1379.31,859.44;567.05,950.98;
00006573.png 508.93,279.08;1273.66,249.4;1372.32,854.48;559.58,949.81;
00006606.png 496.97,270.42;1261.52,235.65;1361.89,838.92;550.53,937.16;
00006639.png 492.57,263.24;1254.11,222.92;1357.36,823.15;550.23,923.66;
00006673.png 504.14,253.83;1256.67,210.52;1359.2,811.06;554.25,911.95;
00006706.png 500.93,251.92;1261.63,206.99;1362.89,804.86;559.25,904.35;
00006740.png 511.45,243.99;1269.36,198.55;1372.01,796.25;570.51,893.84;
00006773.png 525.51,241.41;1280.48,197.76;1378.4,795.7;579.92,886.65;
00006806.png 530.18,241.81;1284.53,202.92;1379.23,799.41;579.06,886.46;
00006840.png 535.25,241.3;1290.08,211.26;1374.82,808.83;574.76,882.95;
00006873.png 535.22,240.87;1289.22,220.87;1363.07,821.92;560.48,883.21;
00006906.png 524.04,241.74;1278.99,232.94;1339.8,835.12;533.22,881.29;
00006940.png 513.78,239.88;1269.73,241.42;1321.04,845.56;511.5,878.84;
00006973.png 496.63,237.6;1256.39,252.78;1293.36,860.95;476.62,876.55;
00007007.png 483.64,230.74;1244.54,261.71;1267.47,871.04;444.13,869.77;
00007040.png 472.53,230.19;1238.52,269.4;1245.07,887.39;417.56,867.2;
00007073.png 467.15,232.51;1232.34,278.88;1233.97,895.83;405.1,867.07;
00007107.png 462.21,231.64;1236.31,281.86;1228.32,913.66;389.09,874.51;
00007140.png 474.46,247.42;1235.74,297.48;1224.87,919.16;399.21,874.65;
00007173.png 486.84,256.39;1249.83,301.96;1240.49,927.34;413.09,882.41;
00007207.png 497.29,264.29;1258.73,303.48;1251.3,931.37;423.67,888.94;
00007240.png 505.15,275.55;1264.06,304.67;1262.28,930.79;437.71,896.67;
00007273.png 505.79,283.95;1261.86,298.31;1269.46,926.3;448.56,902.85;
00007307.png 498.94,288.69;1253.51,288.52;1268.82,914.13;450.77,904.6;
00007340.png 486.91,290.67;1237.4,276.15;1260.35,901.85;444.8,903.41;
00007374.png 472.35,289.64;1219.61,264.36;1248.57,887.91;435.82,899.57;
00007407.png 457.51,285.03;1212.56,247.25;1245.24,883.27;424.58,901.81;
00007440.png 455.6,288.54;1196.96,245.92;1230.08,870.31;424.47,892.98;
00007474.png 449.16,285.19;1186.11,237.72;1217.52,862.34;415.27,885.23;
00007507.png 432.41,278.49;1163.92,228.95;1190.86,849.99;395.73,872.78;
00007540.png 413.42,267.76;1139.26,215.07;1161.3,835.54;373.89,856.2;
00007574.png 397.76,261.66;1116.14,208.33;1132.4,828.14;353.58,847.12;
00007607.png 395.92,264.29;1101.41,211.26;1114.78,824.79;348.5,841.89;
00007640.png 400.21,269.24;1095.11,214.81;1107.21,820.1;352.62,837.88;
00007674.png 403.8,274.82;1101.63,216.3;1116.73,828.61;360.87,848.54;
00007707.png 419.78,295.97;1099.47,233.4;1120.46,828.7;381.51,854.96;
00007741.png 426.88,307.28;1111.57,233.88;1135.8,834.1;393.52,866.08;
00007774.png 434.14,313.26;1107.33,231.35;1138.57,826.83;405.29,867.18;
00007807.png 434.13,313.18;1101.77,224.07;1133.25,820.46;404.95,865.43;
00007841.png 434.78,312.88;1089.6,219.04;1120.4,810.42;404.41,857.3;
00007874.png 416.85,312.07;1064.92,214.14;1089.92,808.69;384.87,855.75;
00007907.png 398.24,317.84;1037.46,218.46;1057.27,811.31;364.55,856.73;
00007941.png 378.06,324.25;994.91,227.17;1010.47,805.58;339.92,852.27;
00007974.png 366.96,331.13;968.54,231.09;980.92,805.76;329.3,849.79;
00008008.png 361.81,336.12;951.63,234.18;962.71,802.4;323.64,849.53;
00008041.png 364.02,341.8;945.69,233.16;957.14,803.74;328.22,850.14;
00008074.png 376.68,343.66;948.58,231.97;962.9,801.91;342.8,850;
00008108.png 395.94,344.39;962.26,226.82;977.45,799.66;363.71,849.35;
00008141.png 411.51,344.4;974.24,223.79;990.04,799.15;381.66,849.24;
00008174.png 429.03,340.35;992.22,211.48;1009.11,800.97;400.28,851.26;
00008208.png 451.61,345.48;1001.34,213.94;1020.49,795.34;425.77,845.53;
00008241.png 468.25,349.31;1012.15,214.21;1030.73,798.77;443.63,849.48;
00008274.png 476.21,356.38;1016.12,217.81;1035.42,805.78;453.28,857.53;
00008308.png 477.4,365.14;1014.31,221.81;1034.86,817.18;454.58,867.19;
00008341.png 478.56,371.5;1010.99,227.23;1034.12,823.99;456.16,874.66;
00008375.png 476.18,374.7;1005.67,228.52;1027.68,829.3;454.41,880.15;
00008408.png 470.72,375.32;997.81,226.19;1019.77,830.53;448.28,883.55;
00008441.png 471.01,377.18;992.68,225.29;1016.62,831.99;449.53,884.5;
00008475.png 472.51,377.26;990.39,220.96;1014.39,833.75;452.99,885.21;
00008508.png 474.66,377.27;989.45,218.14;1013.26,836.37;455.4,888.18;
00008541.png 482.16,378.78;990.49,214.85;1015.25,836.84;464.58,887.67;
00008575.png 487.35,380.87;990.49,215.58;1014.84,840.79;468.99,890.03;
00008608.png 489.58,383.44;987.13,216.26;1013.83,847.51;473.1,895.15;
00008641.png 486.63,387.53;980.22,216.5;1006.37,854.32;471.1,900.8;
00008675.png 483.55,389.71;970.01,216.21;996.03,859.96;468.11,904.72;
00008708.png 488.31,388.71;965.87,213.47;991.14,856.35;472.6,902.14;
00008742.png 488.71,386.33;961.68,208.08;987.04,853.5;473.85,900.49;
00008775.png 489.76,383.99;953.95,204.95;977.65,850.97;474.99,896.45;
00008808.png 489.26,382.41;948.23,201.47;970.04,850.75;472.65,896.12;
00008842.png 488.57,382.05;940.09,198.05;961.06,851.91;471.88,894.97;
00008875.png 490.25,382.09;938.73,192.96;958.4,859.43;472.96,900.89;
00008908.png 492.07,389.03;926.68,202.06;945.11,860.32;475.01,902.77;
00008942.png 489.28,392.97;913.59,203.39;934.76,865.97;471.07,908.61;
00008975.png 487.16,396.32;905.64,204.02;926.36,872.51;469.09,913.01;
00009009.png 485.88,397.7;899.65,202.49;919.2,874.12;469.31,915.21;
00009042.png 482.54,397.18;890.4,199.23;910.71,877.87;467.32,916.7;
00009075.png 483.02,397.78;883.38,196.73;903.61,879.17;467.22,917.64;
00009109.png 484.1,397.98;878.76,196.06;897.21,881.38;466.25,918.67;
00009142.png 488.3,399.39;876.99,198.52;894.23,884.37;471.53,920.58;
00009175.png 492.77,402.3;874.42,201.37;890.37,888.75;473.61,922.03;
00009209.png 496.06,402.59;870.78,201.47;885.45,890.36;476.42,922.05;
00009242.png 497.58,403.1;868.38,200.53;879.32,889.52;477.42,920.64;
00009275.png 498.99,402.38;860.48,198.36;870.75,886.84;478.19,919.59;
00009309.png 501.55,403.45;855.45,197.95;864.68,883.82;479.58,919.06;
00009342.png 506.15,406.98;852.85,199.48;861.49,885.41;482.79,921.66;
00009376.png 510.8,406.56;854.46,192.4;863.35,894.1;488.58,926.58;
00009409.png 518.54,412.95;852.27,203.54;859.67,892.88;494.42,927.26;
00009442.png 523.87,411.69;856.76,194.64;864.08,902.56;500.41,932.82;
00009476.png 534.31,415.21;858.63,200.19;865.43,898.9;511.29,932.42;
00009509.png 542.63,412.61;867.21,189.28;873.4,905.67;518.91,935.75;
00009542.png 555.26,412.63;871.55,193.63;876.27,900.24;530.55,930.65;
00009576.png 559.67,410.84;876.08,185.04;880.83,904.73;535.51,934.01;
00009609.png 561.79,412.71;869.51,188.3;874.74,898.52;538.09,929.6;
00009642.png 558.99,407.77;864.13,177.73;869.43,900.32;535.39,931.32;
00009676.png 557.42,409.59;856.19,183.18;858.85,894.55;532.61,926.89;
00009709.png 550.28,406.08;844.35,175.96;845.77,896.56;524.78,927.18;
00009743.png 545.6,403.99;832.12,173.03;832.77,891.53;520.21,924.81;
00009776.png 548.32,404.88;835.26,175.08;832.55,899.94;521.11,927.73;
00009809.png 553.23,408.29;837.93,180.2;832.76,904.02;524.81,930.83;
00009843.png 555.65,410.04;837.76,181.73;831.32,910.54;524.69,934.01;
00009876.png 557.37,408.91;836.34,180.14;825.44,915.05;523.03,935.59;
00009909.png 557.13,409.4;833.42,179.27;822.44,913;523.24,937.26;
00009943.png 558.26,407.92;834.43,169.7;821.49,919.38;524.01,937.6;
00009976.png 563.3,408.23;830.96,177.19;816.75,913.19;527.61,933.99;
00010010.png 565.36,408.06;830.19,178.22;815.52,913.21;529.18,933.55;
00010043.png 571.22,408.06;833.78,178.32;818.38,914.93;535.11,934.53;
00010076.png 574.93,409.88;836.5,177.47;817.51,918.61;537.07,935.29;
00010110.png 571.44,404.69;835.53,167.35;814.93,925.45;531.32,940.3;
00010143.png 569.49,408.52;830.19,172.36;808.28,920.43;528.76,937.52;
00010176.png 578,404.85;846,173.19;824.32,917.41;536.14,933.55;
00010210.png 583.73,406.67;858.64,175.69;837.15,915.48;541.98,932.74;
00010243.png 592.46,406.42;878.66,179.27;857.73,909.99;550.35,929.89;
00010276.png 600.36,405.53;900.63,175.8;880.61,914.09;557.77,932.14;
00010310.png 609,406.45;917.22,186.7;897.53,907.51;566.48,927.37;
00010343.png 614.51,406.99;934.99,189.85;915.66,904.4;570.89,925.62;
00010377.png 613.73,406.2;955.12,189.08;934.6,906.49;570.47,925.76;
00010410.png 614.21,400.92;961.79,188.98;944.91,893.89;570.53,918.21;
00010443.png 612.95,397.95;971.07,190.13;954.49,890.02;567.15,914.23;
00010477.png 611.18,394.68;983.56,187.74;966.46,884.55;566.08,910.05;
00010510.png 608.94,387.57;996.23,185.43;981.53,874.6;563.99,902.6;
00010543.png 607.32,381.11;1008.68,179.11;994.16,865.33;562.2,894.57;
00010577.png 606.18,374.49;1019.84,177.13;1008.48,856.07;562.2,886.82;
00010610.png 605.49,369.99;1030.78,177.27;1020.06,849.77;560.34,881.52;
00010643.png 594.93,367.83;1038.73,178.13;1028.53,846.53;551.84,878.02;
00010677.png 586.12,364.98;1039.2,181.98;1030.99,843.81;541.48,875.48;
00010710.png 568.75,361.1;1038.81,179.3;1031.61,850.19;523.36,879.97;
00010744.png 555.14,362.95;1030.8,188.81;1023.43,842.63;509.69,875.89;
00010777.png 535.79,360.4;1030.58,190.72;1022.52,842.14;490.93,873.82;
00010810.png 524.44,358.11;1025.53,193.73;1020.91,837;479.16,873.42;
00010844.png 516.61,356.31;1035.31,198.22;1027.84,842.56;469.26,875.27;
00010877.png 514.83,355.71;1040.96,200.8;1038.33,839.87;469.47,872.84;
00010910.png 505.54,356.58;1048.17,206.4;1047.29,841.41;459.63,875.03;
00010944.png 499.5,354.99;1045.28,211.96;1048.86,838.88;453.64,874.64;
00010977.png 487.24,357.77;1048.13,217.5;1051.27,843.42;442.23,877.52;
00011011.png 474.59,352.54;1041.32,219.88;1045.07,836.84;428.17,874.06;
00011044.png 457.88,345.2;1037.11,219.88;1043.13,831.59;413.06,867.43;
00011077.png 444.12,335.13;1040.11,212.81;1045.4,830.75;397.85,865.42;
00011111.png 440.41,328.83;1036.41,216.76;1042.06,817.73;395.31,853.01;
00011144.png 440.42,318.38;1042.78,210.86;1048.4,806.39;393.64,842.12;
00011177.png 447.27,310.31;1056.84,210.38;1062.4,800.38;398.21,831.87;
00011211.png 452.08,307.23;1065.65,212.46;1072.19,798.16;404.32,827.73;
00011244.png 450.7,307.51;1072.38,216.14;1078.95,801.69;403.38,830.44;
00011277.png 452.49,308.08;1077.17,219.58;1084.79,805.6;403.88,833;
00011311.png 447.8,312.92;1085.35,230.14;1094.8,821.22;398.81,847.51;
00011344.png 444.93,326.99;1078.34,250.1;1088.87,829.02;397.25,855.27;
