00000066.png 578.64,294.24;1262.93,273.3;1288.43,836.74;582.23,853.31;
00002635.png 528.57,739.91;841.49,114.69;1360.19,367.67;1031.11,1007.62;
00002669.png 530.13,745.23;836.13,114.47;1358.82,360.64;1038.18,1006.11;
00002702.png 534.76,752.16;830.01,117.43;1355.63,355.74;1045.41,1004.66;
00002736.png 538.65,759.22;824.37,120.31;1352.97,351.39;1053.36,1006.27;
00002769.png 537.71,770.4;816.46,121.08;1354.4,345.56;1062.25,1011.55;
00002802.png 548.22,777.22;812.84,131.84;1348.5,344.06;1069.73,1007.97;
00002836.png 554.45,786.78;807.51,136.47;1346.54,340.15;1079.17,1008.9;
00002869.png 555.45,799.39;801.91,138.12;1349.61,334.73;1090.56,1014.98;
00002902.png 570.87,806.66;803.53,152.59;1345.31,334.56;1101.97,1011.3;
00002936.png 577,814.04;799.3,154.47;1346,329.48;1109.59,1011;
00002969.png 581.71,816.76;797.87,154.65;1346.28,325.49;1116.52,1010.03;
00003003.png 584.69,824.57;794.49,151.63;1354.7,316.86;1130.11,1013.37;
00003036.png 597.8,824.93;796.89,159.01;1351.64,314.63;1138.45,1005.93;
00003069.png 600,828.74;794.51,154.01;1356.18,306.41;1148.45,1005.91;
00003103.png 610.51,824.76;795.75,155.29;1353.47,300.83;1153.11,995.04;
00003136.png 615.2,824.82;794.27,152.18;1353.29,292.01;1159.36,989.32;
00003169.png 618.78,823.16;789.63,148.69;1352.06,282.86;1164.42,982.49;
00003203.png 623.43,823.74;788.46,146.19;1351.02,274.91;1170.73,976.42;
00003236.png 625.56,827.04;781.98,142.52;1353.09,265.44;1178.95,974.5;
00003269.png 633.2,829.08;780.77,148.66;1347.2,263.79;1184.26,968.87;
00003303.png 637.06,832.71;775.9,149.59;1346.24,256.52;1191.62,966.1;
00003336.png 640.43,835.21;772.91,149.93;1343.98,252.5;1195.59,963.73;
00003370.png 645.34,838.83;767.63,151.41;1340.94,245.56;1201.77,959.96;
00003403.png 650.58,842.46;762.37,153.76;1336.38,239.94;1208.84,954.23;
00003436.png 654.51,846.66;756.97,156.64;1332.38,235;1214.27,951.61;
00003470.png 658.53,851.73;751.2,159.38;1327.4,229.81;1219.11,948.77;
00003503.png 660.15,854.56;742.78,160.34;1320.43,222.59;1222.42,942.75;
00003536.png 663,858.53;735.83,165.98;1313.69,219.21;1225.31,940.4;
00003570.png 666.29,865.02;729.42,170.34;1308.38,215.25;1230.62,937.76;
00003603.png 669.3,871.8;722.55,176.4;1299.69,213.86;1233.26,936.38;
00003636.png 670.9,876.19;715.33,183.33;1291.78,212.5;1235.41,933.35;
00003670.png 671.15,883.74;705.47,192.46;1280.16,212.72;1234.49,929.95;
00003703.png 668.26,892.71;695.81,192.74;1276.71,209.61;1237.91,935.24;
00003737.png 670.16,897.3;689.27,206.38;1261.55,214.08;1234.07,931.22;
00003770.png 669.72,904.72;678.68,213.73;1248.3,214.8;1231.19,929.35;
00003803.png 668.72,915.11;665.59,216.57;1243.75,209.42;1237.05,930.78;
00003837.png 675.5,916.65;661.75,224.7;1232.06,210.06;1236.66,923.57;
00003870.png 680.88,921.91;657.12,226.34;1228.44,202.05;1245.1,920.6;
00003903.png 687.05,919.17;653.63,229.51;1222.7,196.01;1249.28,910.17;
00003937.png 694.12,918.68;650.17,230.07;1219.72,186.14;1257.3,900.56;
00003970.png 702.81,918.34;650.11,229.75;1217.13,178.19;1265.24,891.13;
00004004.png 712.64,918.59;646.62,230.92;1215.21,170.14;1274.19,882.14;
00004037.png 724.53,920.65;646.26,234.55;1214.1,163.04;1284.79,875.77;
00004070.png 731.73,922.62;645.66,237.44;1211.72,160.42;1291.37,870.87;
00004104.png 742.06,923.88;646.11,240.78;1211.78,151.75;1303.05,863.81;
00004137.png 754.17,926.31;646.67,243.81;1210.75,145.81;1313.85,856.27;
00004170.png 764.7,926.94;644.99,246.16;1209.05,139.01;1323.95,848.93;
00004204.png 775.2,927.6;643.69,248.2;1206.82,130.98;1333.38,840.39;
00004237.png 784.49,928.03;642.33,252.74;1203.42,126.25;1341.45,833.41;
00004270.png 793.35,929.54;641.39,254.73;1200.94,120.49;1349.04,827.19;
00004304.png 801.88,932.27;638.43,259.33;1196.73,116.47;1355.28,820.97;
00004337.png 808.73,934.72;636.48,264.93;1192.13,114.64;1360.44,815.92;
00004371.png 815.43,936.56;633.56,268.5;1189.36,109.65;1366.09,810.93;
00004404.png 821.79,940.87;632.49,276.88;1185.17,109.44;1371.12,807.39;
00004437.png 826.64,943.74;630.79,281.79;1180.06,110.53;1372.69,806.24;
00004471.png 832.26,949.39;627.31,290.24;1174.3,111.08;1377.2,804.07;
00004504.png 838.95,952.9;624.77,297.54;1168.46,111.06;1381.47,800.63;
00004537.png 844.87,956.69;621.27,304.61;1160.82,110.48;1385.39,796.89;
00004571.png 849.64,962.78;612.07,308.52;1156.42,102.27;1393,791.67;
00004604.png 859.43,959.99;614.52,316.28;1146.99,104.51;1391.89,783;
00004637.png 865.98,960.31;610.78,320.59;1140.78,99.49;1396.93,774.3;
00004671.png 872.33,959.75;607.87,324.03;1136.38,96;1402.33,765.42;
00004704.png 879.46,962.84;599.73,325.5;1128.62,84.87;1408.88,757.59;
00004738.png 882.63,957.25;598.77,330.41;1117.12,85.03;1405.63,747.31;
00004771.png 886.07,954.59;591.84,331.01;1107.17,77.58;1405.65,737.37;
00004804.png 886.81,951.74;586.31,332.16;1098.33,73.29;1402.87,729.29;
00004838.png 887.82,949.99;577.47,333.24;1087.06,66.97;1400,718.47;
00004871.png 883.88,953.12;561.44,334.96;1073.77,57.67;1399.8,712.65;
00004904.png 880.59,951.06;548.67,337.75;1057.14,53.88;1391.15,703.12;
00004938.png 875.06,947.07;539.58,343.97;1037.74,57.41;1377.19,695.93;
00004971.png 869.98,949.12;526.3,349.21;1019.71,56.88;1366.45,689.26;
00005005.png 865.45,950.62;512.26,355.26;1002.54,57.15;1358.72,684.2;
00005038.png 863.27,952.35;500.29,361.46;987,55.51;1351.59,679.03;
00005071.png 862.28,958.74;486.15,365.3;976.19,48.87;1352.07,673.91;
00005105.png 862.97,952.86;483.78,370.65;963.51,51.98;1344.07,665.38;
00005138.png 866.58,953.84;478.91,376.96;955.06,49.9;1343.74,658.95;
00005171.png 870.51,952.06;476.3,380.09;949.07,49.74;1344.99,653.62;
00005205.png 878.12,952.5;475,386.35;941.78,47.84;1346.32,646.21;
00005238.png 884.71,951.49;472.87,392.37;934.11,45.67;1349.08,637.71;
00005271.png 893.68,956.32;466.16,397.81;929.16,38.94;1357.62,630.89;
00005305.png 898.93,952.81;468.84,405.57;920.26,44.19;1355.32,624.22;
00005338.png 905.09,955.47;464.87,413.86;911.17,45.61;1355.32,618.42;
00005372.png 912.37,955.51;464.5,421.86;903.93,45.13;1358.09,611.07;
00005405.png 917.69,957.54;462.54,430.42;896.77,46.92;1358.47,606.89;
00005438.png 923.9,966.29;454.28,439.28;889.56,46.57;1362.66,604.9;
00005472.png 925.72,966.88;456.69,450.66;881.42,56.25;1357.95,603.63;
00005505.png 928.93,969.42;453.06,458.45;873.14,59.42;1355.96,602.77;
00005538.png 929.33,971.35;449.06,466.29;865.04,63;1353.27,600.01;
00005572.png 932.24,975.35;444.18,472.87;858.78,67.92;1351.54,597.17;
00005605.png 934.76,976.4;440.97,481.82;848.59,69.89;1349.75,593.38;
00005638.png 937.45,976.91;436.86,487.9;839.24,70.15;1345.31,587.83;
00005672.png 941.34,974.16;435.61,489.74;833.68,69.2;1345.93,581.06;
00005705.png 944.24,970.07;430.97,492.63;825.54,64.59;1344.07,572.44;
00005739.png 948.17,964;428.64,494.07;816.34,61.14;1343.14,562.22;
00005772.png 953.04,955.64;427.31,494.09;807.72,54.5;1342.06,547.65;
00005805.png 959.09,948.73;426.55,493.81;800.72,47.96;1341.15,534.28;
00005839.png 966.68,941.04;423.95,494.57;793.31,40.28;1344.59,520.51;
00005872.png 974.03,933.79;425.14,496.88;785.29,36.03;1345.24,508.26;
00005905.png 981.54,928.72;424.4,500.49;779.18,33.41;1346.03,497.64;
00005939.png 991.32,925.12;424.23,503.79;771.38,29.5;1347.96,486.58;
00005972.png 996.4,919.93;426.56,510.48;764.01,31.16;1346.89,477.23;
00006006.png 1002.68,917.26;426.2,517.22;755.88,32.75;1346.76,468.93;
00006039.png 1009.49,915.43;426.48,524.04;748.22,33.58;1346.71,460.91;
00006072.png 1017.17,915.22;426.98,532.09;741.97,37.02;1346.62,455.56;
00006106.png 1023.06,917.72;426.73,546.44;732.18,45.11;1344.24,452.05;
00006139.png 1024.7,917.49;424.07,554.46;722.02,49.23;1341.14,449.17;
00006172.png 1028.08,915.31;421.4,559.04;714.42,49.68;1337.93,442.46;
00006206.png 1031.33,912.12;420.03,565.36;706.02,50.74;1333.56,435.19;
00006239.png 1032.03,910.01;417.14,569.74;696.95,51.73;1330.06,429.77;
00006272.png 1033.91,908.98;414.89,575.24;689.56,54.8;1325.33,425.62;
00006306.png 1037.61,906.42;411.32,579.72;681.45,56.91;1324.14,421.72;
00006339.png 1039.15,904.28;413,585.81;674.1,58.59;1321.6,416.71;
00006373.png 1041.84,904.87;412.74,594.19;669.35,65.19;1317.62,414.72;
00006406.png 1044.95,904.5;411.49,600.6;661.53,69.38;1316.61,412.3;
00006439.png 1047.89,907.3;412.23,610.76;656.28,77.14;1312.69,411.87;
00006473.png 1051.18,909.9;413.32,620.13;650.73,85.38;1310.47,412.34;
00006506.png 1058.15,913.31;409.99,628.86;645.12,90.62;1310.34,413.02;
00006539.png 1061.3,919.87;407.72,641.22;638.11,93.43;1311.83,409.98;
00006573.png 1062.32,919.7;414.63,650.76;634.78,107.41;1304.9,412.43;
00006606.png 1066.3,922.28;412.45,663.6;625.25,115.26;1301.57,411.62;
00006639.png 1069.23,924.06;410.29,671.14;619.07,121.36;1298.17,409.58;
00006673.png 1071.35,925.49;410.4,683.12;612.54,131.88;1293.42,409.41;
00006706.png 1072.85,924.6;409.16,690.64;602.61,136.59;1287.09,405.82;
00006740.png 1075.07,922.12;408.57,697.3;595.29,140.11;1283.46,400.04;
00006773.png 1077.04,917.23;407.77,704.36;585.32,143.64;1277.77,393.94;
00006806.png 1079.23,910.79;408.09,708.2;577.22,144.67;1273.6,386.51;
00006840.png 1084.18,906.01;409.34,711.96;570.55,147.85;1268.75,378.17;
00006873.png 1088.83,902.16;411.53,719.44;563.35,151.72;1265.76,372.16;
00006906.png 1093.82,897.55;414.91,725.18;558.09,156.32;1263.56,366.49;
00006940.png 1098.81,894.19;419.12,733.36;552.95,162.67;1260.62,360.5;
00006973.png 1108.64,892.16;419.19,738.76;546.23,164.46;1261.46,354.47;
00007007.png 1113.8,886.91;427.06,745.05;544.09,169.94;1258.42,348.38;
00007040.png 1123.52,889.13;428.29,756.17;539.16,173;1261.89,342.28;
00007073.png 1124.29,883.73;438.42,762.48;537.1,184.91;1256.28,341.95;
00007107.png 1133.44,880.6;443.42,771.51;533.84,193.64;1254.06,336.72;
00007140.png 1141.28,879.06;450.34,779.85;529.39,200.97;1254.27,332.78;
00007173.png 1151.09,876.37;457.37,788.6;529.21,208.57;1254.27,329.32;
00007207.png 1159.19,874.47;465.5,795.64;527.76,214.57;1255.54,325.05;
00007240.png 1166.16,871.61;471.83,803.55;525.79,223.31;1252.99,320.3;
00007273.png 1173.05,867.57;477.84,808.72;523.6,226.76;1253.79,315.85;
00007307.png 1180.82,863.5;486.1,814.92;521.61,232.63;1254.12,310.87;
00007340.png 1190.22,861.12;492.69,821.26;520.91,239.5;1254.34,306.03;
00007374.png 1197.07,854.19;501.15,824.79;520.72,243.52;1255.6,299.95;
00007407.png 1205.69,845.8;509.87,826.67;520.05,242.76;1255.32,290.32;
00007440.png 1210.62,839.45;515.6,827.54;519.93,244.43;1256.82,282.49;
00007474.png 1216.32,832.37;521.66,827.42;518.97,245.63;1256.93,274.49;
00007507.png 1223.04,824.39;528.04,827.32;517.47,245.95;1256.42,266.85;
00007540.png 1229.77,817.43;534.45,826.83;517.1,244.28;1256.85,257.62;
00007574.png 1233.88,810.63;539.1,827.08;516.19,245.64;1255.41,251.37;
00007607.png 1241.53,805.14;541.17,828.94;513.42,248.29;1257.22,243.41;
00007640.png 1248.33,803.14;545.22,836.35;508.47,248.97;1257.34,235.78;
00007674.png 1248.02,798.2;552.72,838.17;510.76,258.12;1251.49,238.15;
00007707.png 1247.6,798.71;554.27,843.09;506.72,263.43;1247.9,238.49;
00007741.png 1253.66,803.93;549.59,852.29;499.96,264.13;1249.94,235.9;
00007774.png 1247.86,799.76;551.72,849.68;501.55,270.34;1243.35,239.41;
00007807.png 1246.45,798.98;550.69,848.22;500.14,268.23;1241.47,238.38;
00007841.png 1248.71,800.71;545.41,849.14;496.49,261.46;1247.23,233.36;
00007874.png 1244.08,800.52;546.62,842.27;502.54,260.22;1247.01,238.67;
00007907.png 1242.55,806.88;544.29,841.84;507.31,257.88;1250.57,244.47;
00007941.png 1241.17,815.49;542.35,841.89;512.23,258.59;1255.78,253.65;
00007974.png 1245.54,829.79;538.83,847.83;517.19,258.44;1266.4,262.12;
00008008.png 1240.09,841.3;542.73,847.68;530.07,268;1266.77,282.09;
00008041.png 1240.68,850.29;541.58,847.39;537.07,264.85;1275.76,289.04;
00008074.png 1240.26,858.85;539.41,846.7;544.03,263.72;1282.23,297.31;
00008108.png 1241.15,877.56;531.1,850.29;548.67,260.28;1294.61,309.98;
00008141.png 1235.06,880.3;534.72,843.98;557.51,262.11;1295.44,318.86;
00008174.png 1234.79,883.85;534.12,838.75;564.02,256.75;1301.35,321.12;
00008208.png 1233.49,883.74;531.98,830.59;568.16,248.92;1306.54,321.67;
00008241.png 1230.88,883.62;529.64,821.81;573.62,238.64;1311.63,321.95;
00008274.png 1225.59,885.17;526.52,814.29;576.88,232.42;1312.87,323.64;
00008308.png 1222.52,886.48;523.45,808.37;578.64,227.83;1315.08,326.3;
00008341.png 1215.68,886.36;518.79,799.44;582.98,219.48;1316.2,328.97;
00008375.png 1210.08,886.63;514.2,789.1;586.18,209.34;1319.27,330.46;
00008408.png 1202.5,887.14;510.07,777.8;591.48,200.5;1321.06,334.94;
00008441.png 1194.19,888.86;503.87,768.49;595.9,191.59;1324.01,338.92;
00008475.png 1186.76,892.04;497.44,758.48;601.75,183.17;1326.3,343.86;
00008508.png 1178.71,894.16;492.17,746.79;607.63,171.85;1327.86,348.3;
00008541.png 1173.63,900.37;481.23,735.67;610.81,156.94;1336.53,350.19;
00008575.png 1162.42,895.02;482.42,719.02;622.47,148.93;1335.56,355.4;
00008608.png 1156.1,895.25;478.44,703.88;628.63,136.25;1340.09,357.67;
00008641.png 1152.34,900.7;470.52,694.24;635.89,121.93;1350.34,361.05;
00008675.png 1146.08,899.18;473.94,683.26;645.62,119.79;1348.26,367.29;
00008708.png 1140.65,898.69;474.2,671.28;657.03,111.1;1356.25,371.28;
00008742.png 1138.07,897.9;476.69,658.03;669.03,101.31;1363.48,375.71;
00008775.png 1139.45,898.77;477.85,642.99;681.53,88.93;1373.87,378.53;
00008808.png 1134.21,896.7;482.88,631.09;697.04,82.44;1380.03,382.52;
00008842.png 1134.52,896.03;486.96,618.26;711.37,72.59;1390.49,385.6;
00008875.png 1134.79,894.72;491.78,606.95;725.54,64.33;1398.65,389.08;
00008908.png 1133.57,896.79;495.63,597.87;737.6,57.5;1407.76,392.26;
00008942.png 1132.23,898.93;498.78,591.6;748.76,56.19;1411.28,400.2;
00008975.png 1130.1,901.76;501.99,586.92;759.2,54.82;1416.51,408.21;
00009009.png 1131.3,911.08;499.26,585.51;767.25,50.13;1425.57,415.62;
00009042.png 1127.08,909.92;505.74,581.8;775.71,56.97;1424.03,422.08;
00009075.png 1124.77,913.56;507.52,577.87;782.75,55.97;1427.52,428.35;
00009109.png 1123.55,918.88;509.08,575.26;791.81,56.68;1432.32,436.67;
00009142.png 1121.27,923.73;510.19,573.06;798.89,57.52;1434.55,445.64;
00009175.png 1117.18,930.65;509.07,571.42;804.89,58.37;1435.61,454.58;
00009209.png 1112.08,936.09;508.73,570.91;810.09,61.34;1436.42,464.01;
00009242.png 1106.44,940.99;507.85,569.85;814.81,63.96;1436.54,473.54;
00009275.png 1100.61,945.18;505.13,566.59;820.75,65.25;1436.31,481.39;
00009309.png 1095.01,950.93;503.7,564.66;825.49,65.08;1435.75,490.36;
00009342.png 1086.86,955.37;502.28,561;830.5,67.82;1433.92,499.05;
00009376.png 1086.01,959.79;499.14,552.98;835.81,62.42;1438.41,505.73;
00009409.png 1079.45,957.28;503.47,549.89;842.36,63.09;1437.26,509.62;
00009442.png 1075.82,958.39;505.7,542.2;851.3,60.73;1439.56,515.69;
00009476.png 1073.18,962.79;502.54,536.18;859.19,54.08;1446.56,520.33;
00009509.png 1066.52,958.59;509.71,527.17;868.45,55.14;1444,527.72;
00009542.png 1062.81,963.76;504.72,522.68;874.23,51.05;1446.68,533.51;
00009576.png 1055.58,962.37;510.84,515.84;882.01,53.51;1444.24,540.33;
00009609.png 1049.09,965.52;509.06,511.35;887.54,55.11;1441.31,547.93;
00009642.png 1042.06,968.96;508.01,507.63;891.59,55.72;1440.98,555.61;
00009676.png 1034.49,972.9;506.69,503.31;895.42,58.02;1438.76,564.02;
00009709.png 1027.37,973.49;504.84,497.73;900.6,56.87;1436.48,570.8;
00009743.png 1021.1,975.69;504.73,491.72;906.19,56.62;1434.95,577.02;
00009776.png 1015.75,973.95;506.13,486.31;910.89,54.77;1433.83,580.22;
00009809.png 1008.63,972.19;507.48,476.68;917.94,51.76;1432.25,586.29;
00009843.png 1003.14,969.41;509.62,465.66;928.82,46.51;1434.73,589.56;
00009876.png 997.51,964.73;512.76,452.29;939.18,40.62;1435.03,592.76;
00009909.png 993.53,958.49;516.04,437.95;950.22,33.48;1437.64,593.49;
00009943.png 989.45,952.81;520.71,421.98;962.63,24.21;1440.83,594.09;
00009976.png 984.33,948.02;524.2,410.7;972,19.25;1441.09,595.93;
00010010.png 979.91,943.17;527.4,398.47;980.03,12.67;1440.99,598.48;
00010043.png 975.61,940.32;530.3,388.95;990.12,9.16;1442.49,601.35;
00010076.png 975.19,938.86;536.28,383.86;998.86,8.32;1445.16,605.86;
00010110.png 973.49,939.3;538,378.77;1009.16,8.17;1448.41,610.8;
00010143.png 973.66,939.42;543.74,376.89;1013.9,9.11;1450.01,613.54;
00010176.png 973.37,940.68;548.12,373.3;1020.9,10.64;1451.74,618.64;
00010210.png 973,940.4;552.06,370.79;1029.79,11.79;1455.99,624.02;
00010243.png 972.16,942.9;556.47,369.28;1037,13.46;1458.32,629.17;
00010276.png 971.72,944.03;560.67,366.73;1044.25,16.02;1459.32,635.46;
00010310.png 969.59,945.88;565.89,364.5;1053.17,17.74;1461.51,641.21;
00010343.png 967.58,951.74;564.56,360.29;1061.41,15.38;1466.66,647.67;
00010377.png 966.12,946.8;575.64,357.85;1069.4,22.64;1464.68,653.11;
00010410.png 964.85,946.86;581.9,353.25;1078.7,24.58;1466.69,659.21;
00010443.png 963.12,946.79;585.74,347.15;1089.44,23.68;1469.88,665.99;
00010477.png 961.79,945.26;592.18,343.36;1099.19,24.82;1472.03,670.45;
00010510.png 961.17,946.12;595.46,340.24;1104.41,25.83;1471.07,673.34;
00010543.png 958.07,951.71;595.3,336.52;1114.47,23.07;1477.5,681.96;
00010577.png 958.03,951.75;603.4,334.58;1121.37,29.58;1476.57,690.57;
00010610.png 953.79,951.37;608.9,334.56;1128.33,35.87;1473.99,696.94;
00010643.png 950.69,955.42;613.32,332.44;1135.56,41.32;1474.47,705.92;
00010677.png 945.6,956.6;615.58,331.58;1141.95,46.34;1473.41,714.2;
00010710.png 942.65,957.3;619.73,328.36;1149.48,50.71;1471.6,720.99;
00010744.png 938.92,957.96;624.47,323;1158.58,54.4;1471.1,728.08;
00010777.png 936.89,960.32;627.09,317.32;1167.17,53.97;1473.04,737.13;
00010810.png 931.4,956.29;634.91,313.56;1176.41,56.66;1469.97,740.42;
00010844.png 927.54,958.92;633.56,306.07;1186.6,52.39;1475.28,746.26;
00010877.png 927.08,952.88;642.31,302.62;1190.4,55.86;1470.72,747.23;
00010910.png 922.79,949.12;645.2,293.78;1196.51,56.16;1469.31,750.25;
00010944.png 920.34,946.07;648.29,288.91;1202.32,56.71;1467.35,752.94;
00010977.png 914.85,943.89;651.52,287.41;1206.13,58.99;1463.68,755.94;
00011011.png 911.06,941.3;654.35,282.37;1209.89,59.49;1460.77,758.54;
00011044.png 905.65,939.04;654.93,279.31;1212.75,61.66;1456.24,762.05;
00011077.png 901.15,940.36;655.72,277.22;1216.04,64.41;1454.55,767.25;
00011111.png 894.76,944.4;655.72,277.98;1218.76,71.06;1449.46,777.13;
00011144.png 889.02,947.22;657.36,280.79;1221.42,80.25;1444.34,786.32;
00011177.png 881.29,951.83;658.1,281.56;1223.46,87.92;1439.13,796.31;
00011211.png 873.85,956.41;657.72,282.43;1225.89,96.66;1431.77,806.76;
00011244.png 864.48,962.86;652.37,278.73;1230.66,95.38;1432.56,816.17;
00011277.png 858.69,960.25;659.49,280.21;1231.92,107.97;1423.42,823.45;
00011311.png 852.9,963.07;664.73,278.84;1239.58,114.1;1420.34,834.73;
00011344.png 845.37,965.25;668.75,277.75;1245.5,123.51;1414.97,845.08;
00011378.png 839.17,966.11;673.73,276.9;1251.51,130.91;1410.28,856.16;
00011411.png 832.05,966.46;678.27,274.5;1259.04,138.5;1405.37,865.77;
