00000066.png 583.39,311.95;1296.32,292.04;1328.33,879.6;580.35,898.07;
00002535.png 682.02,437.68;1255.99,390.83;1304.23,868.06;706.95,909.47;
00002569.png 678.8,430.26;1258.63,381.52;1306.11,863.13;703.67,904.62;
00002602.png 678.31,426.88;1258.96,378.05;1307.21,861.62;702.76,902.56;
00002635.png 675.17,420.57;1260.4,373.22;1307.52,858.6;699.69,900.33;
00002669.png 673.82,418.6;1260.7,369.65;1307.67,855.73;698.98,897.68;
00002702.png 673.6,414.26;1260.71,366.51;1307.67,852.71;698.08,894.7;
00002736.png 670.24,410.45;1261.15,363.3;1306.2,851.75;694.85,893.95;
00002769.png 669.02,407.98;1258.62,362.47;1303.68,852.03;692.16,892.06;
00002802.png 666.63,406.22;1258.48,359.8;1303.54,850.04;690.07,890.65;
00002836.png 660.71,401.7;1256.31,355.75;1300.14,847.7;684.63,886.71;
00002869.png 660.82,398.21;1255.97,353.02;1300.03,845.73;683.12,884.51;
00002902.png 658.62,394.17;1255.86,350.06;1299.42,845.2;680.27,883.85;
00002936.png 652.38,388.74;1253.42,344.45;1297.64,840.88;674.74,878.89;
00002969.png 650.67,385.31;1252.13,341.39;1295.64,839.23;671.03,878.2;
00003003.png 647.99,381.9;1251.11,338.04;1293.88,837.49;668.76,875.24;
00003036.png 642.29,374.32;1250.99,330.35;1292.99,832.77;663.44,869.96;
00003069.png 639.43,369.47;1250.89,326.64;1292.84,830.8;660.75,868.45;
00003103.png 639.33,365.87;1250.23,323.29;1293.06,827.8;659.59,864.9;
00003136.png 633.17,358.7;1248.57,317.3;1290.11,823.24;654.51,860.68;
00003169.png 629.67,352.97;1249.26,311.34;1290.22,820.39;651.29,856.25;
00003203.png 631.38,348.93;1248.43,308.3;1289.13,817.29;650.6,853.3;
00003236.png 627.18,341.51;1245.84,300.05;1287.31,809.93;647.12,847.15;
00003269.png 623.17,335.12;1247.79,294.94;1287.85,808.14;643.57,844.29;
00003303.png 622.25,332.49;1246.47,291.77;1286.29,805.01;641.81,840.84;
00003336.png 616.81,323.17;1247.41,284.43;1284.97,800.14;637.72,834.8;
00003370.png 615.94,319.97;1245.59,280.26;1285.02,798.24;634.8,833.2;
00003403.png 612.48,313.06;1243.91,274.93;1282.52,793.16;630.1,828.57;
00003436.png 612.08,310.8;1241.65,272.53;1280.04,788.94;629.35,826.35;
00003470.png 608.27,306.92;1243.66,268.17;1281.03,789.13;626.65,824.09;
00003503.png 604.78,301.2;1242.97,262.72;1280.37,786.69;622.64,821.57;
00003536.png 602.83,298.03;1242.19,259.71;1278.84,784.36;620.55,818.99;
00003570.png 598.16,293.28;1243.12,256.7;1278.97,782.86;618.35,817.52;
00003603.png 594.47,287.97;1239.97,250.95;1276.23,779.13;612.65,814.05;
00003636.png 590.98,284.32;1239.5,248.37;1275.65,776.9;609.13,812.01;
00003670.png 589.57,279.74;1238.42,243.07;1275.64,775.73;603.9,809.67;
00003703.png 581.52,273.22;1237.35,236.99;1273.41,772.48;599.19,806.51;
00003737.png 578.65,268.28;1236.53,230.95;1272.87,769.02;596.13,803.68;
00003770.png 574.28,263.76;1236.03,227.66;1271.39,768.18;590.4,802.08;
00003803.png 565.64,258.26;1231.82,222.25;1267,764.45;583.73,799;
00003837.png 562.64,253.42;1228.06,218.89;1265.66,763.24;579.29,798.27;
00003870.png 559.22,252.47;1228.88,217.7;1264.21,763.12;575.74,798.22;
00003903.png 549.82,247.23;1225.41,213.78;1261.11,764.64;566.61,799.3;
00003937.png 548.72,247.69;1224.35,213.16;1258.4,764.32;564.99,797.6;
00003970.png 544.99,245.75;1221.76,213.14;1257.68,763.08;561.87,798.6;
00004004.png 536.36,243;1221.53,210.2;1254.65,767.09;552.71,800.34;
00004037.png 533.07,240.91;1221.11,208.67;1253.5,768.14;549.19,800.71;
00004070.png 532.25,241.22;1219.08,209.49;1252.34,768.73;546.58,801.17;
00004104.png 528.06,238.17;1216.97,208.51;1249.59,769.7;541.36,801.83;
00004137.png 527.52,237.34;1218.9,208.98;1249.44,768.85;540.43,799.82;
00004170.png 527.4,233.99;1218.47,207.5;1250.94,768.8;539.34,800.48;
00004204.png 524.6,232.77;1219.54,205.16;1251.45,769.55;535.94,799.3;
00004237.png 523.9,229.6;1221.52,203.61;1252.21,770.58;535.42,798.97;
00004270.png 523.55,225.31;1222.65,200.51;1252.21,767.96;532.88,796.69;
00004304.png 518.88,223.77;1224.39,199.7;1252.49,770.15;531.24,796.44;
00004337.png 522.33,221.96;1225.12,198.64;1252.92,769.7;530.53,795.72;
00004371.png 519.17,218.92;1227.55,197.87;1253.53,773.09;526.98,797.15;
00004404.png 518.95,220.01;1227.5,198.86;1253.52,774.13;525.3,797.57;
00004437.png 518.43,218.4;1227.34,197.21;1254.54,774.01;524.52,798.43;
00004471.png 518.45,218.9;1231.19,198.96;1256.03,778.27;520.79,799.88;
00004504.png 515.24,215.44;1231.86,198.01;1256.52,780.39;517.1,802.06;
00004537.png 513.7,217.33;1232.14,198.54;1256.8,783.71;516.88,804.11;
00004571.png 510.46,217.37;1234.55,199.91;1259.16,787.93;513.06,807.82;
00004604.png 511.7,217.67;1236.04,199.79;1260.57,791.45;511.41,809.63;
00004637.png 510.43,216.62;1237.01,199.78;1263.57,793.28;510.4,811.29;
00004671.png 508.03,216.74;1241.07,200.11;1265.67,797.18;509.75,815.13;
00004704.png 510.71,217.62;1244.85,199.34;1267.61,799.59;509.9,816.78;
00004738.png 508.18,214.19;1248.16,198.55;1271.14,800.38;510.07,818.01;
00004771.png 511.28,214.61;1252.93,198.96;1276.11,802.82;511.77,819.55;
00004804.png 515.29,215.38;1254.67,199.14;1279.57,803.56;514.27,819.53;
00004838.png 515.94,214.38;1258.59,198.39;1281.47,805.12;514.64,821.3;
00004871.png 515.76,212.83;1263.7,196.48;1287.96,807.39;513.7,824.15;
00004904.png 514.81,211.69;1265.29,194.98;1291.16,807.38;513.32,826.28;
00004938.png 512.8,210.33;1269.52,193.01;1294.77,810.63;512.6,827.66;
00004971.png 509.58,210.24;1273.29,190.75;1299.45,814.23;510.3,833.22;
00005005.png 510.96,210.72;1274.21,190.18;1302.18,815.09;511.34,834.82;
00005038.png 509.6,210.62;1274.33,189.46;1304.19,815.13;508.82,838.19;
00005071.png 505.6,211.75;1277.34,188.98;1308.37,821.69;506.8,843.99;
00005105.png 502.01,211.64;1276.83,188.91;1310.1,822.84;503.84,848.7;
00005138.png 496.57,214.15;1278.17,188.67;1312.36,829.12;499.84,854.68;
00005171.png 494.7,214.92;1277.98,188.48;1313.15,831.23;497.9,859.07;
00005205.png 492,215.6;1279.17,187.21;1315.01,832.07;495.95,860.37;
00005238.png 483.46,218.09;1277.01,187.57;1317.51,837.7;490.27,868.29;
00005271.png 482.41,217.24;1279.6,186.58;1318.71,839.48;488.05,871.65;
00005305.png 479.29,217.43;1280.46,186.29;1320.37,841.21;485.26,873.54;
00005338.png 473.65,214.77;1282.6,184.14;1322.82,844.92;481.1,880.21;
00005372.png 469.81,214.63;1283.61,182.57;1324.76,848.27;477.87,883.22;
00005405.png 463.31,213.16;1286.34,180.83;1327.25,852.62;472.88,887.03;
00005438.png 457.92,212.63;1285.96,180.87;1329.22,857.51;465.62,893.37;
00005472.png 453.55,213.06;1286.62,181.06;1330.29,862.22;461.94,897.78;
00005505.png 451.06,215.52;1285.44,182.78;1330.04,863.52;459.09,899.21;
00005538.png 445.52,212.7;1288.59,182.57;1331.77,870.14;451.33,905.9;
00005572.png 444.19,213.43;1287.16,184.36;1331.08,875.71;447.05,909.42;
00005605.png 440.09,210.66;1290.63,181.54;1333.35,876.2;445,910.13;
00005638.png 432.6,207.18;1292.47,180.71;1334.27,882.84;435.31,915.4;
00005672.png 431.89,207.06;1292.33,180.89;1335.85,886.32;430.33,917.56;
00005705.png 429.77,205.19;1292.15,181.08;1335.36,887.4;426.75,918.71;
00005739.png 420.65,200.37;1295.57,178.95;1335.89,894.27;414.26,923.2;
00005772.png 416.28,197.63;1294.76,178.81;1333.96,897.34;412.01,924.84;
00005805.png 411.5,196.5;1297.45,178.46;1336.99,902.36;405.34,929.26;
00005839.png 404.68,191.53;1301.82,176.12;1339.73,911.82;394.97,935.53;
00005872.png 402.11,191.41;1302.76,176.2;1341.93,913.16;390.17,937.82;
00005905.png 398.58,188.67;1304.29,175.11;1343.87,917.6;388.17,939.82;
00005939.png 395.75,184.46;1309.67,172.04;1348.16,921.37;380.79,943.47;
00005972.png 393.86,181.42;1315.17,168.77;1350.86,923.62;378.32,944.83;
00006006.png 389.93,174.94;1319.89,165.25;1358.19,925.38;374.25,946.02;
00006039.png 389.31,170.36;1324.66,160.92;1360.93,924.36;372.75,946.23;
00006072.png 389.04,165.29;1327.34,157.24;1363.45,925.07;370.89,945.19;
00006106.png 387.7,160.78;1333.61,152.05;1369.23,924.54;370.72,944.17;
00006139.png 384.66,155.39;1338.94,149.67;1373.16,928.58;367.9,946.52;
00006172.png 385.55,155;1339.84,147.58;1373.97,928.43;369.3,945.5;
00006206.png 384.72,150.69;1344.79,143.18;1379.77,929.47;366.22,946.81;
00006239.png 383.41,145.81;1348.42,141.3;1381.92,930.16;364.99,948.05;
00006272.png 382.39,144.81;1350.84,138.11;1384.74,930.51;362.03,949.91;
00006306.png 378.68,139.33;1355.09,131.89;1391.14,932.83;358.78,950.02;
00006339.png 376.75,137.22;1359.54,130.4;1392.89,934.58;355.75,952.67;
00006373.png 375.94,138.54;1360.01,127.72;1395.59,935.65;355.32,954.2;
00006406.png 372.38,131.82;1365.01,122.6;1401.9,933.85;353.75,956.09;
00006439.png 369.83,130.28;1366.98,119.02;1404.79,936.76;353.49,956.4;
00006473.png 368.28,128.75;1368.66,118.21;1408.55,937.34;351.58,958.5;
00006506.png 368.63,125.89;1373.8,112.19;1413.45,936.37;353.99,958.72;
00006539.png 369.92,122.62;1376.32,110.16;1415.31,935.99;353.71,958.33;
00006573.png 367.49,122.05;1377.77,108.43;1417.87,937.05;351.77,960.47;
00006606.png 361.74,120.42;1381.35,104.13;1422.6,939.18;350.25,961.86;
00006639.png 358.94,117.59;1384.78,101;1425.28,941.87;347.72,966.37;
00006673.png 360.29,117.5;1385.82,102.49;1426.9,942.43;346.69,969.96;
00006706.png 355.95,117.04;1388.27,98.12;1432.71,945.81;343.85,973.05;
00006740.png 353.19,115.38;1390.2,95.13;1435.41,948.17;342.23,975.04;
00006773.png 348.46,116.64;1396.2,94.26;1439.61,952.34;342.43,981.62;
00006806.png 352.18,117.43;1397.06,95.63;1442.46,955.38;340.76,984.81;
00006840.png 350.25,117.53;1399.76,95.91;1447.22,958.89;339.28,987.69;
00006873.png 347.63,122.31;1403.04,98.46;1452.37,966;336.52,998.09;
00006906.png 345.86,125.51;1403.52,99.39;1453.6,971.58;335.93,1002.49;
00006940.png 342.61,127.4;1410.45,101.31;1457.38,976.34;337.62,1006.82;
00006973.png 349.63,134.83;1408.43,110.23;1458.15,979.21;340.47,1013.4;
00007007.png 353.05,141.85;1407.27,113.49;1458.6,979.23;344.83,1013.87;
00007040.png 358.81,147.17;1403.95,118.68;1457.34,978.69;351.9,1013.72;
00007073.png 369.18,159.61;1399.97,131.67;1452.9,978.92;362.56,1014.83;
00007107.png 376.23,169.18;1395.55,141.01;1451.22,978.22;371.07,1014.19;
00007140.png 379.2,177.47;1393.46,145.77;1449.89,978.32;374.63,1014.65;
00007173.png 388.67,191.72;1388.42,158.64;1448.01,978.84;386.63,1017.58;
00007207.png 399.81,197.06;1382.4,165.01;1446.48,977.93;391.08,1019.3;
00007240.png 399.99,203.56;1383.21,170.34;1447.44,977.99;396.35,1019.62;
00007273.png 413.4,214.24;1377.36,177.46;1445.3,972.32;407.15,1018.07;
00007307.png 417.79,219.92;1375.46,182.76;1445.59,971.14;413.63,1017.07;
00007340.png 422.04,224.58;1373.43,184.3;1445.37,967.68;419.52,1014.27;
00007374.png 428.04,229.61;1370.24,186.78;1446.53,957.5;428.4,1009.49;
00007407.png 435.81,231.35;1363.69,187.18;1444.45,950.24;432.9,1004.79;
00007440.png 440.22,233.23;1363.52,186.25;1446.37,945.49;439.07,1000.73;
00007474.png 449.33,234.76;1359.45,184.24;1446.66,931.65;450.68,991.31;
00007507.png 453.44,233.02;1358.02,182.31;1447.67,924.52;455.41,984.62;
00007540.png 455.56,232.76;1357.7,182.55;1447.22,915.74;460.39,980.05;
00007574.png 461.81,231.64;1352.84,177.26;1447.37,904.29;466.38,969.75;
00007607.png 463.42,231.49;1348.83,176.65;1446.95,895.45;469.13,964.65;
00007640.png 467.72,231.84;1345.77,175.2;1444.97,885.92;473.57,955.27;
00007674.png 470.3,232.87;1341.45,177.13;1442.12,882.55;477.09,951.48;
00007707.png 472.92,232.2;1339.57,177.65;1439.66,877.77;477.37,947.14;
00007741.png 478.58,233.42;1332.18,178.44;1432.69,866.26;480.96,936.37;
00007774.png 479.71,232.94;1329.44,178.44;1430.71,862.39;481.21,930.19;
00007807.png 481.93,232.74;1326.16,181.1;1425.34,856.28;484.13,924.47;
00007841.png 489.99,233.89;1317.62,184.41;1416.19,846.98;487.34,910.02;
00007874.png 493.72,234.07;1313.69,186.92;1408.85,842.89;491.14,903.73;
00007907.png 494.84,234.95;1308.23,189.2;1405.25,837.08;489.39,896.83;
00007941.png 499.67,233.97;1298.6,191.02;1390.34,825.28;488.09,880.32;
00007974.png 502.77,231.99;1294.9,192.89;1384.85,819.86;487.56,871.14;
00008008.png 505.17,231.89;1290.58,192.54;1378.06,811.86;488.03,860.96;
00008041.png 505.32,226.94;1282.86,193.01;1366.37,799.87;486.43,844.69;
00008074.png 506.4,223.94;1278.2,191.76;1358.55,792.03;485.79,834.37;
00008108.png 508.96,221.08;1273.83,190.76;1353.67,785.38;484.43,824.82;
00008141.png 515.91,214.93;1264.11,187.49;1341.38,766.69;484.72,802.52;
00008174.png 516.81,211.23;1261.86,184.76;1338.59,758.42;485.28,792.06;
00008208.png 520.72,207.91;1257.76,184.22;1332.94,751.5;489.19,782.41;
00008241.png 525.32,203.5;1254.42,182.22;1325.87,735.52;492.24,766.11;
00008274.png 529.42,205.15;1251.35,183.53;1322.15,729.62;494.66,757.59;
00008308.png 530.69,203.7;1250.08,182.76;1319.35,724.86;497.66,750.86;
00008341.png 540.17,203.63;1247.7,184.76;1317.82,711.93;505.93,737.03;
00008375.png 547.18,205.08;1244.26,184.5;1315.71,704.2;510.85,729.21;
00008408.png 551.78,205.3;1243.9,185.92;1314.88,699.3;516.22,723.85;
00008441.png 562.27,208.07;1241.1,188.86;1312.89,686.87;526.15,711.81;
00008475.png 565.58,209.39;1239.45,189.62;1310.37,680.87;532.08,705.84;
00008508.png 574.35,215.04;1234.82,195.69;1307.71,670.23;543.51,696.76;
00008541.png 580.98,217.52;1233.22,196.56;1306.41,665.94;550.06,690.95;
00008575.png 586.75,218.99;1231,198.29;1304.74,659.36;556.57,683.86;
00008608.png 598.14,219.97;1228.54,198.81;1303.96,641.98;571.26,669.9;
00008641.png 603.26,219.42;1227.79,196.97;1303.97,634.52;578.23,661.69;
00008675.png 608.64,217.48;1227.88,195;1303.37,626.16;584.94,653.29;
00008708.png 618.29,212.98;1224.79,189.39;1303.4,605;597.69,633.45;
00008742.png 624.55,210.33;1225.23,186.67;1303.7,594.65;604.67,623.9;
00008775.png 629.75,206.38;1223.44,183.35;1301.8,582.34;610.25,613.74;
00008808.png 635.15,202.88;1219.88,178.05;1297.05,564.13;620.78,594.91;
00008842.png 636.76,197.35;1219.02,174.01;1295.34,555.26;622.24,584.24;
00008875.png 641.62,194.93;1215.29,171.09;1289.9,544.43;627.27,573.98;
00008908.png 646.48,191.78;1205.76,167.55;1280.85,527.5;632.75,556.24;
00008942.png 647.37,186.98;1201.87,165.76;1276.17,518.45;634.53,549.09;
00008975.png 650.66,187.81;1197.61,165.33;1270.92,512.58;637.09,540.43;
00009009.png 655.92,186.41;1192.72,164.54;1262.87,499.93;643.93,526.71;
00009042.png 657.76,186.7;1189.81,165.19;1258.37,494.74;647.67,520.43;
00009075.png 661.58,187.2;1186.61,165.64;1253.91,489.83;649.99,516.12;
00009109.png 663.36,187.37;1178.88,167.41;1245.29,482.49;651.75,505.2;
00009142.png 662.43,187.85;1176.49,169.32;1240.53,479.96;651.22,502.37;
00009175.png 664.93,189.7;1170.42,171.75;1235.14,476.93;652.95,498.37;
00009209.png 665.66,191.66;1163.64,175.51;1225.64,471.86;652.32,492.03;
00009242.png 665.45,193.09;1159.11,178.41;1218.98,470.55;652.35,489.28;
00009275.png 664.79,197.16;1150.43,181.92;1207.96,465.82;649.61,483.84;
00009309.png 663.67,197.24;1147.53,183.38;1203.05,463.58;648.75,479.33;
00009342.png 663.62,197.06;1141.62,184.17;1197.48,459.29;646.7,474.1;
00009376.png 661.88,197.98;1132.33,185.78;1184.37,453.38;644.54,467.33;
00009409.png 661.53,197.18;1127.46,186.47;1178.46,449.12;642.38,463.42;
00009442.png 660.68,196.47;1123.45,185.79;1172.89,445.71;641.81,458.31;
00009476.png 657.63,195.02;1114.72,184.83;1161.74,437.86;638.54,449.63;
00009509.png 657.18,193.22;1111.53,183.38;1157.79,433.14;637.46,444.43;
00009542.png 658.22,191.71;1109.57,182.21;1154.42,428.84;637.24,441.28;
00009576.png 659.38,190.62;1103.87,180.8;1149.16,422.18;640.3,432.65;
00009609.png 657.86,188.53;1104.67,178.18;1149.1,419.11;638.25,429.87;
00009642.png 660.17,188.27;1101.14,178.06;1144.74,413.93;641.95,425.62;
00009676.png 663.05,186.36;1097.06,176.32;1140.35,406.6;644.41,417.76;
00009709.png 664.39,186.29;1095.87,175.55;1139.17,403.39;646.52,415.58;
00009743.png 664.52,185.82;1096.25,175.23;1139.01,402.33;647.69,414.12;
00009776.png 670.6,186.85;1093.47,175.52;1136.65,395.25;654.88,407.47;
00009809.png 671.14,186.51;1094.5,174;1138.38,392.74;657.25,406.78;
00009843.png 677.29,186.81;1094.02,174.66;1136.86,388.99;662.2,403.15;
00009876.png 681.68,187.63;1092.72,173.87;1137.16,383.59;670.65,397.71;
00009909.png 684.34,188.54;1092.26,175.1;1136.51,381.13;674.14,396.68;
00009943.png 687.13,187.35;1091.22,173.97;1136.85,378.24;676.48,393.93;
00009976.png 688.58,189.67;1088.09,174.95;1133.56,372.1;681.19,389.55;
00010010.png 687.97,188.66;1088.11,173.5;1133.59,370.24;680.4,387.57;
00010043.png 690.71,189.31;1085.31,173.94;1130.61,367.15;684.96,385.26;
00010076.png 691.6,187.7;1082.1,171.43;1127.83,361.78;684.72,379.18;
00010110.png 692.73,188.35;1080.07,171.93;1124.52,359.55;685.53,378.21;
00010143.png 690.49,188.88;1075.5,172.56;1121.13,356.22;685.05,374.95;
00010176.png 691.19,189.78;1073.9,173.89;1119.25,356.21;686.32,374.76;
00010210.png 691.22,191.8;1071.96,174.84;1116.8,356.26;685.9,374.34;
00010243.png 690.68,195.99;1067.26,179.71;1111.47,357.74;685.75,375.39;
00010276.png 691.79,199.26;1065.86,183.19;1109.37,358.81;686.46,376.44;
00010310.png 692.68,201.87;1064.94,186.59;1106.88,359.57;687.27,376.86;
00010343.png 694.93,206.34;1061.57,191.7;1103.2,361.85;689.03,378.24;
00010377.png 695.43,208.21;1060.27,194.53;1101.63,363.09;689.37,378.05;
00010410.png 696.18,210.07;1058.75,195.37;1100,362.96;690.83,377.32;
00010443.png 696.12,212;1058.21,198.76;1096.94,364.5;689.51,378.24;
00010477.png 697.09,212.97;1057.26,200.69;1095.56,364.93;690.21,378.08;
00010510.png 699.67,214.82;1055.76,202.99;1092.39,364.1;691.68,375.93;
00010543.png 702.57,214.94;1054.84,205.85;1089.86,363.43;692.95,373.37;
00010577.png 704.99,214.61;1054.07,205.22;1088.68,361.4;693.59,371.85;
00010610.png 705.34,214.42;1054.58,205.3;1087.23,360.28;694.43,369.25;
00010643.png 708.47,211.08;1054.4,204.08;1084.51,356.77;695.97,363.28;
00010677.png 709.53,209.5;1053.41,203.26;1083.83,353.88;697.1,360.13;
00010710.png 710.31,207.76;1053.22,201.8;1082.94,351.57;697.18,356.64;
00010744.png 714.34,202.77;1053.78,198.53;1081.31,344.92;700.13,349.16;
00010777.png 716.28,200.73;1054.75,196.58;1081.08,341.68;702.46,345.06;
00010810.png 716.85,196.78;1056.45,193.17;1081.52,338.62;702.62,341.9;
00010844.png 724.07,193.87;1055.91,190.82;1081.07,332.66;707.94,334.74;
00010877.png 725.16,190.78;1057.5,187.87;1080.81,329.13;708.74,330.69;
00010910.png 727.76,188.86;1058.92,186.92;1081.28,326.19;711.09,327.85;
00010944.png 732.1,184.99;1061.45,182.2;1083.31,321.02;714.67,322.26;
00010977.png 734.13,183.85;1064.36,180.81;1084.62,320.09;716.18,320.25;
00011011.png 739.95,182.82;1067.52,180.7;1089.12,320.05;721.95,319.89;
00011044.png 740.6,182.4;1071.58,180.24;1092.2,319.42;722.94,319.42;
00011077.png 743.17,182.3;1073.97,180.28;1095.51,320.52;725.23,319.62;
00011111.png 747.68,184.3;1079.62,181.89;1100.44,322.39;730.46,322.99;
00011144.png 750.71,186.09;1080.39,183.87;1101.88,323.21;733.53,323.78;
00011177.png 752.24,188.42;1084.3,185.79;1105.21,326.06;734.42,326.13;
00011211.png 754.54,193.79;1086.05,190.61;1109.96,331.31;737.1,332.31;
00011244.png 757.17,196.37;1089.06,193.47;1111.93,334.95;738.53,336.51;
00011277.png 754.12,199.18;1091.56,195.57;1114.63,339.6;737.36,341.33;
00011311.png 755.85,209.19;1094.51,205.68;1118.02,351.1;738.6,352.05;
00011344.png 754.08,213.49;1095.83,209.4;1120.62,356.99;737.56,359.08;
00011378.png 755.92,218.83;1096.84,214.03;1121.95,362.83;739.44,365.04;
00011411.png 753.8,228.86;1099.46,223;1126.85,374.5;738.95,378.53;
