00000066.png 705.17,287.46;1368.82,288.77;1392.16,836.77;684.04,826.84;
00002402.png 98.27,269.43;790.32,238.66;808.69,797.56;75.34,833.41;
00002435.png 94.84,267.98;790.37,237.82;807.51,799.06;72.89,834.92;
00002469.png 97.69,270.51;789.27,241.36;806.27,799.52;72.38,835.23;
00002502.png 100.18,272.62;790.38,243.41;807.64,800.88;76.75,834.69;
00002535.png 104.84,270.94;794.02,243.61;811.68,801.7;81.13,835.76;
00002569.png 119.34,275.15;807.08,246.49;823.47,804.17;94.17,837.21;
00002602.png 129.42,274.81;815.74,248.81;832.02,805.55;105.84,837.84;
00002635.png 139.9,276.27;826.67,250.11;843.43,806.21;117.2,836.89;
00002669.png 153.02,277.27;835.72,253.58;853.65,807.79;129.64,837.82;
00002702.png 179.26,280.07;863.29,256.25;880.94,810.74;157.36,839.53;
00002736.png 195.17,279.13;878.06,259.79;894.71,812.78;172.92,839.92;
00002769.png 210.45,281.23;893.35,259.74;911.01,814.09;188.3,840.62;
00002802.png 244.35,282.38;925.26,260.88;943.71,815.66;222.99,839.63;
00002836.png 262.54,282.18;942.25,261.35;962.47,815.65;242.26,839.63;
00002869.png 282.43,280.96;962.67,262.97;982.53,814.8;262.78,839.55;
00002902.png 322.78,284.5;1002.34,266.66;1023.08,818.46;305.22,839.8;
00002936.png 343.57,286.88;1021.44,268.44;1044.66,820.54;327.26,841.17;
00002969.png 366.2,286.9;1043.83,269.34;1067,823.5;348.33,842.21;
00003003.png 387.16,289.41;1065.89,271.98;1088.4,826.95;369.01,844.98;
00003036.png 427.86,289.93;1111.59,273.8;1135.97,835.35;413.47,851.71;
00003069.png 454.19,294.51;1132.11,279.65;1158.55,836.81;438.5,851.45;
00003103.png 473.65,293.01;1157.62,278.33;1183.15,842.64;459.45,856.6;
00003136.png 524.37,299.93;1202.61,286.7;1230.14,844.39;509.65,856.28;
00003169.png 545.99,300.72;1225.99,289.05;1254.86,848.85;533.48,858.35;
00003203.png 569.75,302.9;1250.06,292.19;1279.65,852.53;557.67,860.71;
00003236.png 591.76,303.3;1275.49,294.64;1305.58,859.63;579.73,864.11;
00003269.png 642.61,306.56;1325.48,300.12;1354.57,863.45;629.8,866.42;
00003303.png 665.15,309.73;1350.85,302.54;1379.37,868.12;652.77,868.53;
00003336.png 689.54,309.35;1373.7,305.61;1403.67,871.4;676.21,868.74;
00003370.png 733.04,310.52;1422.27,309.01;1452.19,882.13;718.44,874.67;
00003403.png 756.4,312.07;1445.11,313.92;1470.92,882.75;742,870.36;
00003436.png 776.89,313.19;1466.17,316.96;1493.64,886.66;762.51,873.12;
00003470.png 797.91,313.18;1490.79,319.55;1514.76,889.79;782.16,872.76;
00003503.png 837.23,312.39;1533.17,324.42;1554.8,899.85;820.47,876.54;
00003536.png 858.7,314.26;1553.6,328.48;1573.5,902.06;839.03,876.26;
00003570.png 876.8,312.39;1573.72,329.38;1592.51,905.55;855.59,876.27;
00003603.png 911.79,309.81;1611.85,330.81;1627.31,907.55;889.19,873.15;
00003636.png 928.78,306.48;1631.18,330.54;1644.65,908.73;905.87,871.09;
00003670.png 943.94,304.26;1647.53,330.49;1660.68,908.86;919.52,869.12;
00003703.png 974.4,299.94;1676.39,329.35;1687.07,906.82;947.03,863.08;
00003737.png 983.25,296.88;1687.8,328.64;1696.5,907.15;956.53,861.19;
00003770.png 992.49,295.08;1695.48,328.04;1704.9,905.76;964.12,859.63;
00003803.png 997.2,292.27;1700.65,326.61;1707.95,903.01;967.03,856.79;
00003837.png 998.96,289.19;1701.59,320.97;1705.66,896.87;966.27,850.37;
00003870.png 991.95,283.79;1696.5,316.75;1700.96,894.53;961.29,847.91;
00003903.png 984.46,282.8;1688.61,313.39;1694.05,890.25;953.63,845.84;
00003937.png 959.91,278.23;1662.79,304.48;1667.83,881.6;929.18,840.13;
00003970.png 940.19,274.65;1645.47,298.71;1652.11,877.08;911.89,836.9;
00004004.png 922.6,272.46;1624.41,294.19;1630.13,870.93;892.82,835.07;
00004037.png 900.34,270.76;1598.77,288.99;1607.86,865.52;870.83,832.41;
00004070.png 846.29,268.9;1542.79,279.52;1554.39,853.49;819.96,828.59;
00004104.png 815.89,267.38;1512.81,274.53;1527.07,846.95;793.75,827.11;
00004137.png 785.61,266.8;1481.33,269.07;1497.23,842.15;762.17,827.08;
00004170.png 720.63,266.45;1413.03,261.12;1433.95,832.22;701.12,828.56;
00004204.png 685,265.5;1379.34,255.62;1402.74,827.71;668.6,830.58;
00004237.png 647.98,268.77;1340.48,252.89;1367.4,824.32;635.28,832.97;
00004270.png 607.82,271.38;1309.54,249.98;1336.27,822.73;598.88,836.85;
00004304.png 537.69,274.64;1230.85,245.2;1263.16,814.18;530.25,840.52;
00004337.png 501.02,276.57;1192.94,245.28;1226.33,812.54;495.93,842.9;
00004371.png 462.63,279.57;1156.86,243.41;1192.14,810.16;459.5,846.57;
00004404.png 388.36,286.22;1084.96,241.27;1122.74,807.2;389.93,854.97;
00004437.png 352.48,286.4;1049.4,238.93;1090.07,810.01;353.44,860.78;
00004471.png 318.36,292.01;1014.13,242.4;1056.35,809.04;321.26,862.03;
00004504.png 248.69,295.07;951.81,239.73;995.12,812.6;252.18,873.56;
00004537.png 219,299.68;920.25,243.76;962.67,813.07;220.15,874.58;
00004571.png 189,302.17;893.53,242.31;936.68,813.19;192.64,877.87;
00004604.png 162.56,302.35;867.92,243.87;912.16,815.72;165.78,881.36;
00004637.png 116.7,301.75;827.56,242.54;871.15,818.21;120.41,883.9;
00004671.png 101.05,299.45;815.03,241.29;857.49,818.48;104.39,886.16;
00004704.png 89.08,298.85;803.69,240.62;846.3,817.39;93.84,883.73;
00004738.png 80.75,294.74;797.03,239.39;837.74,815.6;84.37,879.36;
00004771.png 88.1,293.91;798.6,239.94;839.18,813.77;88.13,875.71;
00004804.png 94.55,291.15;806.04,238.52;846.71,813.71;95.27,874.31;
00004838.png 108.32,288.79;817.62,241.08;855.95,812.03;109.05,870.14;
00004871.png 145.75,286.62;852.09,243.39;888.11,810.9;143.91,863.48;
00004904.png 170.65,284.45;873.24,243.1;910.62,811.12;167.09,860.72;
00004938.png 198.8,283;899.25,246.25;934.31,809.83;195.79,858.06;
00004971.png 261.71,279.8;960.52,249.41;993.79,813.32;257.05,851.56;
00005005.png 295.43,275.3;995.2,250.99;1028.69,818.19;289.32,852.55;
00005038.png 333.09,274.2;1032.03,253.77;1063.93,819.97;325.23,847.05;
00005071.png 376.94,276.11;1070.35,258.37;1100.95,822.24;366.39,845.64;
00005105.png 459.02,275.67;1151.04,265.55;1181.95,830.49;450.67,844.78;
00005138.png 503.23,277;1198.96,269.22;1225.88,837.14;490.85,845.18;
00005171.png 549.72,276.45;1241.03,273.99;1269.77,843.62;535.57,845.48;
00005205.png 642.1,281.28;1337.06,281.18;1363.3,855.14;625.19,846.57;
00005238.png 685.35,280.54;1385.59,286.08;1409.64,865.02;667.75,853.47;
00005271.png 729.56,281.91;1429.29,291.31;1453.5,872.28;710.74,856.86;
00005305.png 775.82,287.78;1471.77,300.63;1495.89,874.05;760.8,854.98;
00005338.png 853.24,292.66;1551.3,308.91;1574.63,884.8;836.55,857.77;
00005372.png 884.86,293.66;1586.45,310.43;1608.06,887.82;869.12,859.42;
00005405.png 916.15,294.66;1618.84,312.48;1637.65,888.4;898.09,859.66;
00005438.png 963.76,295.33;1668.62,315.86;1690.05,895.56;947.51,862.83;
00005472.png 981.11,295.91;1687.06,316.91;1710.4,896.84;965.61,863.96;
00005505.png 993.89,295.28;1703.45,314.95;1724.45,897.09;977.85,865.38;
00005538.png 999.54,294.18;1711.52,310.22;1734.06,893.87;983.82,865.63;
00005572.png 991.19,291.73;1705.72,304.88;1728.66,890.33;975.52,865.7;
00005605.png 974.31,289.82;1687.86,300.31;1710.96,886.69;958.99,864.95;
00005638.png 950.47,289.42;1661.74,294.07;1689.39,879.14;935.21,861.72;
00005672.png 886.67,284.98;1597.57,281.69;1626.41,866.02;873.84,860.04;
00005705.png 843.27,280.57;1557.63,270.94;1588.26,862.53;834.17,859.4;
00005739.png 804.35,281.45;1511.37,268.31;1543.3,849.43;793.42,854.04;
00005772.png 709.88,277.2;1415.61,252.24;1451.19,832.23;702.22,849.07;
00005805.png 659.53,273.32;1365.36,244.64;1404.24,825.63;654.82,848.13;
00005839.png 605.18,271.49;1315.66,236.83;1356.11,818.23;601.52,849.78;
00005872.png 557.63,271.93;1261.19,233.39;1299.72,809.85;555.13,847.64;
00005905.png 451.76,270.47;1160.85,224.33;1203.99,802.45;449.77,850.05;
00005939.png 399.4,272.11;1110.6,221.1;1154.51,800.58;400.42,853.59;
00005972.png 350.09,274.45;1063.39,220.57;1109.07,802.06;350.69,857.85;
00006006.png 270.04,274.1;986.06,218.11;1032.46,797.12;272.27,860.55;
00006039.png 242.62,270.32;961.28,212.17;1007,796.18;245.8,859.34;
00006072.png 223.81,268.19;943.35,212.18;989.46,794.31;229.73,857.86;
00006106.png 217.8,266.61;936.17,210.79;983.48,791.71;225.54,854.04;
00006139.png 232.33,257.51;950.65,210.22;996.59,788.97;239.03,844.09;
00006172.png 255.59,256.31;969.35,211.08;1014.75,788.91;258.98,839.36;
00006206.png 285.63,253.86;998.08,215.02;1040.28,789.96;289.11,835.04;
00006239.png 362.67,243.97;1079.13,217.28;1119.43,795.86;364.38,829.79;
00006272.png 421.69,246.25;1125.19,226.17;1164.57,799.19;415.02,823.59;
00006306.png 472.26,241.75;1178.62,227.84;1217.35,808.28;463.5,824.64;
00006339.png 583.7,245.97;1294.84,246.71;1322.26,819.06;574.88,817.57;
00006373.png 654.66,247.45;1347.76,257.42;1376.92,831.16;629.48,820.17;
00006406.png 702.09,249.89;1408.13,264.21;1431.99,845.62;685.08,824.93;
00006439.png 758.89,255.52;1464.26,277.79;1483.46,854.83;733.51,824.39;
00006473.png 851.38,260.17;1564.48,293.25;1575.34,879.84;821.67,837.81;
00006506.png 890.55,263.97;1604.07,305.01;1611.67,888.01;859.05,838.1;
00006539.png 926.83,266.05;1641.37,311.99;1643.22,897.26;892.16,842.04;
00006573.png 975.34,272.43;1694.5,325.69;1693.31,917.17;932.66,853.93;
00006606.png 987.61,272.74;1709.65,327.44;1707.26,923.54;941.23,857.45;
00006639.png 987.2,269.71;1715.68,327.47;1709.36,925.71;939.95,859.06;
00006673.png 978.64,269.22;1706.74,325.05;1698.76,924.38;929.04,858.19;
00006706.png 935.73,265.99;1664.63,315.46;1655.35,917.13;885.23,854.18;
00006740.png 901.59,264.43;1629.05,309.89;1619.2,909.8;851.28,850.91;
00006773.png 863.34,265.26;1587.31,307.65;1578.05,903.36;814.76,847.83;
00006806.png 772.66,261.06;1490.08,294.68;1484.47,886.52;722.17,842.03;
00006840.png 721.61,259.16;1434.42,289.5;1431.43,877.78;669.04,840.38;
00006873.png 665.52,257.93;1378.37,279;1375.86,866.7;614.8,837.48;
00006906.png 607.73,254.97;1319.08,274.84;1317.75,857.66;562.52,837.02;
00006940.png 494.66,255.95;1207.43,263.34;1205.62,845.02;445.76,836.93;
00006973.png 429.74,254.23;1150.58,257.89;1152.89,840.88;390.16,840.3;
00007007.png 368.37,250.92;1098.49,248.72;1105.5,840.02;332.21,846.79;
00007040.png 278.96,252.5;1009.26,240.84;1022.83,833.27;244.14,849.51;
00007073.png 243.28,250.89;975.59,235.55;990.1,831.5;210.64,852.2;
00007107.png 217.7,253.15;947.04,234.87;962.58,825.32;187.4,849.85;
00007140.png 192,251.73;926.11,229.78;946.51,822.43;168.01,852.27;
00007173.png 193.42,255.21;924.54,230.96;950.18,820.49;171.88,854.04;
00007207.png 205.34,259.48;933.79,233.55;960.66,822.61;184.49,855.19;
00007240.png 220.86,261.7;945.24,236.91;975.4,821.28;202.96,856.66;
00007273.png 260.53,264.97;984.71,240.66;1015.64,823.85;247.73,856.42;
00007307.png 285.23,265.01;1004.31,241.43;1037.53,824.41;272.2,856.26;
00007340.png 308.49,267.69;1027.41,244.16;1060.56,825.25;294.46,857.05;
00007374.png 357.61,270.25;1074.35,250.67;1108.22,829.68;342.9,859.58;
00007407.png 381.35,273.45;1098.46,255.15;1131.23,834.45;368.79,863.29;
00007440.png 403.91,277.32;1119.93,258.85;1155.34,840.81;393.26,866.12;
00007474.png 425.68,278.26;1144.6,261.65;1180.25,848.42;416.11,871.76;
00007507.png 474.83,287.22;1192.01,270.08;1228.23,855.02;464.11,875.77;
00007540.png 498.85,292.2;1213.16,274.3;1251.74,858.72;490.28,880.84;
00007574.png 520.89,296.53;1234.78,277.38;1273.82,861.16;514.37,882.68;
00007607.png 559.16,299.04;1274.73,279.18;1316.7,865.29;556.26,886.95;
00007640.png 579.92,302.68;1290.3,279.76;1334.95,863.65;575.69,887.93;
00007674.png 593.04,300.66;1305.31,277.31;1351.96,862.32;590.67,887.62;
00007707.png 601.43,299.01;1320.82,273.98;1368.08,862.85;604.64,888.25;
00007741.png 621.96,300.88;1339,270.63;1392.68,858.65;627.91,888.01;
00007774.png 629.38,300.8;1345.37,267.62;1402.24,856.61;637.34,889.77;
00007807.png 636.06,301.15;1353.8,266.05;1407.94,853.46;646.2,888.57;
00007841.png 642.61,298.37;1359.89,260.72;1423.55,844.7;659.65,886.13;
00007874.png 647,296.56;1364.44,254.22;1429.91,840.75;664.33,885.03;
00007907.png 647.73,294.03;1366.02,250.33;1432.61,836.16;668.87,882.17;
00007941.png 654.74,293.53;1367.38,248.11;1435.75,828.23;673.63,877.35;
00007974.png 651.89,286.4;1368.91,235.64;1441.51,818.11;678.21,873.1;
00008008.png 653.87,286.12;1367.51,231.98;1441.76,811.98;680.99,867.56;
00008041.png 653.05,285.06;1363.71,229.46;1440.25,806.16;683.97,863.57;
00008074.png 654.1,279.58;1361.12,221.66;1438.72,793.16;685.06,854.95;
00008108.png 652.31,275.5;1358.1,215.38;1440.04,787.76;683.41,850.91;
00008141.png 649.71,273.14;1354.59,211.98;1436.6,782.15;683,846.91;
00008174.png 647.6,268.03;1348.36,206.27;1432.9,769.13;681.44,837.16;
00008208.png 646.23,265.66;1344.58,202.37;1429.55,765.52;680.18,833.65;
00008241.png 644.17,263.2;1339.57,200.32;1426.4,759.91;678.17,829.41;
00008274.png 642.6,263.43;1335.54,199.33;1422.47,756.8;676.64,825.06;
00008308.png 637.92,259.49;1328.23,196.21;1414.03,748.6;670.3,817.61;
00008341.png 632.84,258.64;1323.27,195.59;1409.41,747.05;665.88,815.78;
00008375.png 631.76,257.65;1318.19,196.51;1403.32,743.08;663.48,813.19;
00008408.png 626.17,252.55;1308.83,192.2;1395.27,734.19;656.08,801.65;
00008441.png 624.48,250.9;1303.31,190.48;1390.14,727.82;653.42,796.26;
00008475.png 623.54,244.38;1300.02,186.32;1385.49,721.23;650.19,788.91;
00008508.png 622.39,240.34;1296.47,182.29;1382.23,716.13;647.16,779.26;
00008541.png 620.66,230.14;1286.16,176.12;1368.92,697.64;642.22,760.67;
00008575.png 616.22,226.08;1282.44,171.58;1364.76,691.75;636.05,752.45;
00008608.png 615.56,218.06;1277.73,166.57;1358.47,680.85;633.79,739.06;
00008641.png 616.34,205.32;1268.84,157.69;1345.68,659.16;631.3,713.78;
00008675.png 617.39,198.11;1265.32,151.14;1341.26,647.68;629.64,698.79;
00008708.png 618.4,189.81;1262.65,145.78;1337.14,637.06;630.91,686.15;
00008742.png 621.76,187.23;1257.36,145.18;1330.58,628.95;627.9,676.45;
00008775.png 626.37,180.69;1251.96,142.84;1322.55,612.89;632.63,655.99;
00008808.png 628.86,178.71;1247.89,141.18;1318.35,607.49;631.8,648.25;
00008842.png 631.63,177.29;1246.7,142.88;1314.78,601.77;633.39,639.91;
00008875.png 637.61,180.79;1241.43,150.72;1307.38,595.95;636.03,631.24;
00008908.png 639.16,184.91;1237.68,155.53;1304.66,595.76;635.41,628.94;
00008942.png 640.1,189.07;1235.9,161.79;1301.45,597.34;635.41,630.33;
00008975.png 644.02,204.36;1229.1,178.04;1293.35,602.73;637.06,632.87;
00009009.png 644.04,213.7;1225.2,189.05;1288.92,607.5;638.57,636.82;
00009042.png 645.98,223.12;1220.99,198.03;1285.16,611.8;636.8,640.66;
00009075.png 645.44,235;1214.33,211.49;1279.55,616.64;638.72,645.91;
00009109.png 647.12,255.47;1209.28,232.85;1273.88,628.65;640,656.14;
00009142.png 649.91,268.48;1203.74,245.7;1270.16,634.36;640.11,662.46;
00009175.png 648.27,277.8;1201.1,253.73;1268.73,639.25;639.88,668.89;
00009209.png 653.09,301.95;1192.38,277.13;1261.05,648.73;643.89,679.86;
00009242.png 653.25,311.72;1188.5,286.31;1259.67,651.89;645.11,683.58;
00009275.png 654.7,320.86;1186.61,295.46;1256.54,655.85;647.36,688.91;
00009309.png 653.31,330.44;1179.5,306.36;1254.51,659.44;645.77,694.69;
00009342.png 655.93,344.14;1177.01,316.62;1253.12,661.54;650.83,698;
00009376.png 656.61,348.06;1174.67,319.7;1252.06,660.56;652.34,698.78;
00009409.png 656.41,353.11;1171.66,324.71;1250.35,660.4;654.81,698.65;
00009442.png 662.93,354.76;1169.34,324.38;1250.11,649.23;662.03,689.97;
00009476.png 663.48,354.99;1167.79,322.83;1249.97,644.66;664.37,685.6;
00009509.png 666.58,352.6;1166.65,321.54;1249.33,635.28;669.12,677.07;
00009542.png 667.75,346.9;1167.69,315.37;1249.63,626.93;671.44,667.83;
00009576.png 673.17,337.64;1165.41,305.2;1249.06,605.72;678.65,647.25;
00009609.png 676.35,332.98;1165.85,300.01;1248.75,594.22;683.17,637.38;
00009642.png 679.64,327.32;1164.81,294;1248.28,583.91;688.78,625.95;
00009676.png 685.29,316.47;1163.39,282.76;1247.3,563.82;695.03,606.22;
00009709.png 689.04,310.91;1163.97,277.27;1247.03,554.15;699.35,595.06;
00009743.png 691.14,303.97;1164.11,270.31;1247.4,543.58;702.55,585.5;
00009776.png 699.12,294.64;1164.08,260.84;1248.1,525.37;710.66,566.94;
00009809.png 701.68,289.07;1165.19,255.08;1248.44,517.45;713.82,557.11;
00009843.png 704.88,283.79;1166.43,251.38;1248.68,508.96;717.8,549.38;
00009876.png 706.12,280.22;1164.71,248.92;1247.89,502.47;720.01,541.79;
00009909.png 709.88,275.9;1164.86,244.45;1246.44,493.98;723.11,531.3;
00009943.png 711.27,277.13;1165.02,246.57;1245.69,492.71;725.63,529.76;
00009976.png 713.3,277.96;1162.44,247.95;1242.95,490.28;726.44,527.64;
00010010.png 717.38,284.52;1158.98,253.92;1239.08,491.12;728.43,526.87;
00010043.png 716.4,285.74;1158.32,256.59;1237.24,490.99;727.73,527.42;
00010076.png 716.74,289.26;1157.02,260.75;1236.72,493.93;728.35,528.69;
00010110.png 716.77,294.15;1155.39,266.15;1234.61,497.39;729.1,530.94;
00010143.png 720.21,301.46;1154.72,274.71;1233.8,502.8;732.04,535.5;
00010176.png 720.94,306.2;1154.26,279.81;1233.4,506.2;732.58,538.62;
00010210.png 720.73,310.63;1154.67,283.68;1233.79,510.08;732.45,542.05;
00010243.png 724.39,321.35;1152.44,295.2;1231.82,517.04;735.7,548.24;
00010276.png 722.56,325.52;1153.58,300.01;1232.77,519.78;737.08,552.05;
00010310.png 725.1,331.43;1153.06,306.18;1232.6,523.46;738.06,555.94;
00010343.png 727.08,336.77;1152.03,310.66;1233.44,527.1;739.54,558.93;
00010377.png 730.22,345.68;1154,319.98;1234.92,533.54;742.71,565.44;
00010410.png 731.64,350.03;1155.48,324.74;1237.17,537.84;746.41,569.33;
00010443.png 731.9,354.45;1156.69,328.22;1238.7,539.87;749.05,572.6;
00010477.png 737.25,362.8;1157.55,334.49;1239.65,544.64;751.35,578.21;
00010510.png 737.75,365.55;1157.65,337.92;1240.97,546.63;753.27,580.01;
00010543.png 737.21,367.99;1156.51,340.14;1240.59,547.39;754.09,580.63;
00010577.png 734.96,368.92;1156.16,341.25;1240.82,548.43;752.01,582.42;
00010610.png 734.78,373.74;1153.35,344.71;1238.02,548.72;752.11,584.01;
00010643.png 733.47,373.98;1152.21,344.78;1236.84,548.37;750.89,582.83;
00010677.png 733.08,374;1151.31,344.19;1236.53,546.47;749.77,582.35;
00010710.png 729.15,372.99;1147.62,343.14;1233.09,543.97;746.07,580.51;
00010744.png 727.53,370.9;1148.07,340.45;1232.63,541.06;744.11,578.93;
00010777.png 725.66,369.61;1146.9,338.31;1232.56,539.76;742.74,577.12;
00010810.png 726.39,366.13;1146.99,335.74;1233.55,537.46;741.55,574.89;
00010844.png 725.68,364.9;1147.67,333.58;1234.18,535.33;741,573.23;
00010877.png 724.84,361.62;1149.76,331.3;1236.31,534.66;741.46,573.15;
00010910.png 725.11,359.56;1152.03,329;1238.59,534.47;740.77,572.47;
00010944.png 727.22,353.92;1159.33,324.39;1245.67,533.25;742.26,570.65;
00010977.png 729.33,350.98;1164.26,321.32;1252.17,531.91;743.34,569.03;
00011011.png 729.24,348.24;1167.84,318.01;1257.26,533.07;744.71,570.42;
00011044.png 733.09,340.38;1180.21,311.37;1270.13,532.46;747.22,569.34;
00011077.png 733.08,336.23;1187.3,306.39;1278.66,534.12;747.31,569.97;
00011111.png 735.27,334.99;1192.2,305.7;1283.3,534.59;749.08,568.72;
00011144.png 739.13,327.81;1200.7,298.42;1292.39,534.05;749.75,569.5;
00011177.png 742.43,312.25;1219.65,282.76;1313.13,530.15;751.88,564.72;
00011211.png 740.8,304.17;1228.06,276.02;1322.23,531.49;749.87,564.95;
00011244.png 739.69,298.29;1236.27,269.66;1331.94,534.36;747.99,566.04;
00011277.png 739.32,289.72;1250.8,263.94;1347.41,544.48;737.99,575.58;
00011311.png 733.65,288.47;1255.85,262.32;1354.64,552.78;731.44,584.04;
00011344.png 727.35,287.75;1262.8,261.9;1363,565.09;722.35,594.73;
00011378.png 718.6,288.11;1269.27,261.89;1370.85,577.36;712.01,607.54;
00011411.png 700.23,292.03;1277.08,267.2;1381.54,608.32;684.76,639.03;
00011444.png 690.74,297.16;1280.98,271.24;1386.34,628.71;670.86,657.3;
00011478.png 678.51,299.13;1286.11,274.11;1394.57,647.22;653.87,676.74;
00011511.png 652.33,305.49;1292.03,282.39;1402.82,686.95;619.06,715.59;
