00000033.png 746.79,216.21;1268.37,207.75;1286.18,867.86;757.11,880.19
00001801.png 588.66,428.95;983.27,99.1;1408.55,591.47;1012.51,933.38
00001835.png 577.89,430.32;970.69,95.09;1399.14,583.61;1007.66,930.17
00001868.png 574.77,430.6;965.85,94.79;1397.08,581.16;1006.05,927.91
00001901.png 564.79,432.09;952.84,91.67;1389.28,575.15;1002.52,925.44
00001935.png 556.59,432.73;941.97,89.86;1381.25,567.3;999.37,921.56
00001968.png 547.93,432.72;931.88,84.87;1373.81,558.82;995.58,916.64
00002002.png 541.26,435.76;920.67,84.96;1369.79,553.63;994.79,915.83
00002035.png 534.28,438.6;910,83.81;1364.3,548.24;992.56,913.93
00002068.png 528.82,441.95;900.11,83.54;1358.36,542.81;993.26,911.6
00002102.png 523.67,447.47;890.48,82.67;1354.68,536.95;994.08,911.2
00002135.png 521.91,449.38;886.71,84.21;1352.61,533.17;994.29,909.89
00002168.png 519.14,453.84;879.46,84.62;1350.3,529;997.36,907.96
00002202.png 516.18,458.38;872.12,85;1350.91,524.35;1001.43,908.91
00002235.png 514.21,464.8;865.75,86.58;1348.5,518.12;1005.21,908.83
00002268.png 513.7,471.6;861.14,87.58;1349.88,513.78;1010.68,907.72
00002302.png 514.99,475.44;856.42,89.1;1348.46,508.77;1015.28,907.61
00002335.png 517.34,482.71;852.04,91.49;1353.12,504.03;1023.03,905.25
00002369.png 517.71,487;850.67,93.1;1351.32,501.24;1026.48,905.14
00002402.png 519.63,492.78;845.83,94.4;1352.43,496.03;1033.95,903.77
00002435.png 519.42,500.51;839.48,98.72;1351.37,490.39;1038.35,903.22
00002469.png 518.89,507.73;832.4,100.29;1351.52,486.09;1044.5,902.96
00002502.png 517.84,514.99;825.95,102.72;1346.05,480.45;1050.07,901.09
00002535.png 519.77,523.43;819.93,108.98;1349.48,476.2;1056.15,902.13
00002569.png 519.91,532.75;813.27,112.41;1346.88,471.42;1062.14,901.58
00002602.png 518.4,542.2;805.62,118.6;1344,467.58;1068.2,902.6
00002635.png 517.84,547.53;804.74,121.21;1345.72,466.32;1072.07,904.16
00002669.png 517.51,555.35;794.64,125.06;1341.39,461.93;1076.44,903.55
00002702.png 518.74,564.57;789.43,129.63;1343.56,457.14;1082.38,903.21
00002736.png 520.37,570.63;783.12,130.66;1341.25,449.85;1091.84,900.52
00002769.png 521.38,578.57;777.62,133.03;1343.6,443.51;1096.92,898.47
00002802.png 523.55,581.34;772.96,132.06;1345.1,433.72;1104.76,893.6
00002836.png 525.5,583.96;767.39,129.69;1346.76,423.47;1111.74,886.8
00002869.png 528.78,587.97;763.42,129.08;1343.43,413.16;1119.77,881.67
00002902.png 530.49,588.39;759.98,127.92;1342.92,407.12;1123.45,875.14
00002936.png 532.64,588.05;755.54,124.85;1343.94,396.01;1131.23,865.85
00002969.png 536.1,589.07;752.11,124.24;1342.98,382.66;1136.41,857.94
00003003.png 538.38,589.48;745.69,117.86;1341.97,369.03;1142.76,847.78
00003036.png 540.83,588.67;741.78,115.47;1343.3,357.44;1149.6,838.13
00003069.png 542.56,589.45;735.27,112.82;1341.29,345.54;1155.14,830.02
00003103.png 544.86,590.37;729.58,110.8;1338.25,333.35;1160.28,821.09
00003136.png 547.13,591.12;723.83,107.86;1335.06,323.13;1165.79,812.3
00003169.png 545.97,592.18;721.51,106.89;1333.96,318.06;1168.82,807.27
00003203.png 549.37,593.77;715.53,107.1;1331.02,305.42;1172.85,796.26
00003236.png 549.64,594.76;707.06,104.3;1328.93,295.1;1178.18,790.65
00003269.png 550.94,596.87;700.78,102.22;1326.66,284.02;1183.46,782.74
00003303.png 552.61,598.66;694.55,103.23;1323.08,273.15;1187.73,775.31
00003336.png 554.04,600;688.38,102.29;1319.44,263.6;1191.06,767.32
00003370.png 554.79,603.35;680.87,102.43;1315.99,253.25;1195.99,758.96
00003403.png 556.45,604.67;677.52,103.13;1313.87,248.85;1196.42,755.36
00003436.png 557.8,608.29;672.23,103.6;1308.87,238.95;1202.76,747.84
00003470.png 560.34,613.62;664.8,105.57;1307.8,230.74;1206.01,741.94
00003503.png 561.6,617.74;658.56,107.47;1299.14,222.02;1211.46,734.37
00003536.png 564.34,621.44;653.12,111.46;1296.97,216.51;1215.35,729
00003570.png 567.75,627.16;647.26,115.03;1294.88,207.79;1219.59,721.48
00003603.png 570.83,632.38;640.07,117.89;1290.64,198.79;1226.21,716.62
00003636.png 574.71,635.75;635.89,121.51;1285.93,189.99;1229.38,709.35
00003670.png 575.91,637.32;631.82,123.36;1283.39,186.06;1231.1,705.62
00003703.png 578.9,642.28;625.63,126.57;1278.09,177.86;1236.65,698.78
00003737.png 583.08,647.95;618.71,131.08;1273.84,170.15;1239.88,691.27
00003770.png 586,653.16;611.92,135.42;1267.89,161.87;1243.69,682.55
00003803.png 588.33,657.58;605.49,139.15;1260.88,152.48;1249.14,676.37
00003837.png 593.12,661.18;599.03,144.2;1254.53,145.14;1250.62,666.98
00003870.png 596.73,663.84;590.96,146.52;1248.04,135.43;1254.01,655.42
00003903.png 599.77,669.71;585.57,150.79;1241.09,126.1;1258.27,647.29
00003937.png 602.33,670.41;582.03,153.14;1238.33,122.09;1259.64,643.3
00003970.png 606.36,674.69;576.51,157.89;1230.76,114.45;1262.63,635.58
00004004.png 610.08,679.87;569.51,163.64;1223.83,106.98;1266.48,626.36
00004037.png 613.84,684.67;563.19,168.49;1213.78,98.21;1267.58,617.84
00004070.png 616.09,688.46;555.03,176.12;1202,93.64;1268.01,610.15
00004104.png 617.32,690.78;548.42,181.05;1194.98,86.27;1269.62,600.63
00004137.png 619.03,699.73;541.01,190.83;1184.67,83.29;1267.89,596.11
00004170.png 621.71,704.94;532.15,196.21;1175.2,77.53;1268.22,591.18
00004204.png 621.75,707.88;529.31,200.4;1170.59,75.03;1267.58,588.24
00004237.png 622.8,713.45;519.82,205.61;1162.7,72.35;1267.76,581.24
00004270.png 625.13,719.35;513.9,214.74;1151.77,68.52;1265.81,576.46
00004304.png 627.24,724.4;507.61,222.07;1143.47,65.99;1265.7,570.94
00004337.png 629.6,731.72;501.46,230.91;1133.62,63.54;1265.25,566.45
00004371.png 632.7,739.2;495.96,241.38;1123.25,63.19;1264.84,563.03
00004404.png 635.55,746.43;489.5,250.46;1116.39,62.49;1265.44,559.21
00004437.png 637.07,748.83;487.03,255.94;1110.96,60.36;1264.06,555.09
00004471.png 641.33,756.14;482.17,267.18;1102.17,59.43;1264.44,550.48
00004504.png 645.36,763.17;476.32,273.96;1092.67,58.86;1265.62,548.07
00004537.png 648.51,769.71;473.17,284.52;1081.59,56.32;1265.91,540.44
00004571.png 652.98,774.87;466.15,294.29;1073.54,52.72;1263.88,536.18
00004604.png 657.47,782.57;462.72,304.05;1062.15,51.46;1263.51,529.32
00004637.png 662.3,785.94;454.73,312.33;1051.44,47.17;1261.4,522.17
00004671.png 666.12,790.6;451.12,319.87;1041.94,43.48;1260.09,515.03
00004704.png 667.72,793.34;447.35,323.39;1037.11,41;1260.79,511.25
00004738.png 671.06,795.18;442.59,331.8;1025.65,39.03;1257.81,503.42
00004771.png 674.55,799.18;436.37,339.24;1016.31,34.2;1255.79,495.41
00004804.png 679.22,804.23;431.56,347.96;1005.57,32.1;1254.54,488.17
00004838.png 682.45,807.21;426.5,357.54;994.81,30.81;1252.46,482.06
00004871.png 685.6,811.71;422.99,366.09;984.37,31.2;1249.44,477.78
00004904.png 690.05,814.59;418.56,375.08;975.35,30.92;1246.93,472.92
00004938.png 692.51,822.54;414.5,386.33;964.47,32.61;1245.81,468.94
00004971.png 694.29,825.75;411.98,390.76;959.79,31.8;1243.35,466.46
00005005.png 697.35,831.46;409.51,401.73;949.27,35.43;1240.81,464.11
00005038.png 700.59,837.33;405.27,412.36;940.95,36.01;1238.51,461.02
00005071.png 705.81,842.87;401.73,421.3;931.44,39.85;1235.72,455.98
00005105.png 707.78,849.4;398.68,433.41;921.49,40.05;1232.95,455.42
00005138.png 711.71,857.09;395.49,444.54;911.09,46;1231.93,451.88
00005171.png 717.04,862.32;390.35,456.73;908.96,43.75;1232.78,446.34
00005205.png 722.13,864.91;393.26,465.49;895.4,48.78;1226.37,446
00005238.png 723.88,867.54;394.12,470.24;891.48,48.93;1225.79,444.06
00005271.png 729.45,872.81;390.24,480.54;883.02,51.1;1223.77,440.36
00005305.png 735.76,875.95;390.16,490.18;875.88,51.66;1221.73,435.74
00005338.png 741.69,879.17;389.11,499.31;866.5,52.59;1220.51,429.07
00005372.png 748.14,883.27;388.19,507.49;858.63,52.88;1219.82,422.8
00005405.png 754.86,884.68;388.93,516.47;850.57,53.24;1217.88,417.72
00005438.png 761.74,886.24;388.62,525.9;841.85,53.52;1214.69,411.9
00005472.png 768.45,889.22;388.56,534.02;832.82,52.99;1214.21,404.22
00005505.png 772.39,888.85;388.45,538.91;828.75,53.46;1212.6,400.55
00005538.png 781.25,892.12;388.55,548.48;818.96,55.33;1210.35,393.72
00005572.png 788.27,893.3;389.84,557.48;810,54.62;1208.99,386.03
00005605.png 795.49,891.88;389.58,565.89;801.14,54.43;1206.14,378.38
00005638.png 803.7,893.92;392.77,575.22;792.84,57.34;1203.71,372.81
00005672.png 811.97,895;394.66,583.94;784.43,57.19;1202.46,364.87
00005705.png 820.93,896.73;394.42,594.03;778.67,52.87;1202.09,352.39
00005739.png 823.3,894.62;397.19,597.37;770.52,58.17;1197.33,353.68
00005772.png 831.51,894.91;398.66,605.35;761,58.24;1193.52,344.26
00005805.png 838.46,892.88;401.64,613.65;750.65,59.13;1189.78,336.71
00005839.png 845.84,892.63;402.25,621.23;741.12,59.94;1186.55,328.72
00005872.png 853.01,892.03;404.67,630.4;732.08,63.06;1183.62,321.71
00005905.png 861.61,891.02;406.84,637.36;723.99,61.95;1179.92,314.19
00005939.png 869.23,887.2;410.83,643.57;716.72,63.05;1176.04,305.89
00005972.png 876.69,885.85;413.57,649.57;708.12,62.94;1172.23,296.81
00006006.png 881.03,882.69;415.29,652.63;704.12,62.61;1170.58,292.5
00006039.png 888.97,881.82;417.54,659.38;694.7,62.93;1166.83,282.79
00006072.png 896.74,877.47;421.89,666.22;686.22,64.84;1162.42,275.76
00006106.png 904.23,876.78;424.93,673.6;677.47,67.01;1158.91,267.43
00006139.png 912.46,875.44;428.32,682.42;669.39,69.54;1155.05,261.79
00006172.png 919.98,874.36;432.82,691.05;660.55,74.3;1150.31,256.15
00006206.png 927.17,871.85;436.15,699.21;651.99,78.25;1144.44,249.32
00006239.png 933.32,871.51;438.74,707.36;643.04,81.75;1139.08,244.07
00006272.png 936.01,871.3;439.94,712.31;637.33,84;1135.93,242.87
00006306.png 941.35,870.9;441.82,722.33;628.5,91.12;1128.93,239.48
00006339.png 946.73,871.37;443.9,731.36;618.59,95.87;1121.92,235.18
00006373.png 952.6,872.8;447.05,740.74;610.57,102.11;1117.04,231.96
00006406.png 958.38,872.75;450.79,751.45;602.88,110.85;1110.54,230.87
00006439.png 964.01,873.46;454.6,760.84;594.81,116.8;1104,228.15
00006473.png 969.65,873.73;458.23,770.46;586.32,123.43;1099.7,225.52
00006506.png 975.72,873.85;461.52,779;579.51,129.79;1093.93,223.81
00006539.png 978.77,873.75;462.87,783.15;576.72,132.76;1091.92,222.16
00006573.png 985.23,875.44;465.48,793.1;569.77,139.25;1086.31,219.38
00006606.png 990.13,873.72;471.5,801.09;562.71,146.51;1080.7,218.38
00006639.png 995.29,873.56;475.9,808.83;557.06,153.73;1075.97,217.46
00006673.png 1000.87,874.78;479.64,817.49;551.1,160.57;1071,216.7
00006706.png 1006.4,874.86;483.57,825.23;545.71,167.76;1066.37,214.87
00006740.png 1011.41,874.96;488.42,833.31;540.98,173.97;1062.02,214.05
00006773.png 1013.26,875.55;490.09,838.02;539.28,178.29;1061.04,214.51
00006806.png 1018.49,876.49;494.95,844.69;535.46,185.08;1057.2,214.27
00006840.png 1024.41,877.94;498.48,852.08;531.87,190.35;1055.03,214.06
00006873.png 1028.09,878.92;502.2,858.84;529.86,197.19;1051.81,215.37
00006906.png 1035,882.54;504.19,866.9;526.97,203.13;1050.63,212.84
00006940.png 1036.17,882.88;510.32,870.88;526.87,208.29;1048.93,218.2
00006973.png 1039.67,883.67;511.97,874.31;525.64,213.35;1048.23,219.71
00007007.png 1041.31,885.69;513.22,878.58;523.47,216.83;1046.59,220.55
00007040.png 1041.39,886.52;513.85,880.84;522.86,218.14;1045.82,221.62
00007073.png 1041.93,887.51;513.71,883.01;523.24,220.83;1045.25,223.14
00007107.png 1041.13,889.28;513,884.44;522.39,220.95;1043.75,222.68
00007140.png 1039.31,889.51;511.26,882.89;520.87,220.08;1044.1,223.9
00007173.png 1036.44,888.8;507.62,882.43;520.87,219.05;1043.48,224.63
00007207.png 1033.61,891.88;503.47,879.87;520.63,217.46;1044.64,221.48
00007240.png 1028.6,891.08;500.33,876.59;521.87,213.2;1044.55,226.84
00007273.png 1023.36,891.4;495.37,872.83;523.28,210.77;1045.86,227.71
00007307.png 1020.13,892.92;492.94,871.46;523.73,208.73;1046.42,229.38
00007340.png 1015.1,894.61;488.15,867.75;527.01,206.04;1048.94,232.08
00007374.png 1009.3,897.82;482.9,864.16;528.52,203.7;1050.09,236.12
00007407.png 1003.87,902.02;477.68,859.8;532.52,200.02;1053.42,238.96
00007440.png 996.92,905.05;471.89,856.27;534.99,196.36;1055.46,243.68
00007474.png 988.96,907.99;464.03,851.24;539.44,192.26;1057.93,247.27
00007507.png 981.33,911.09;458.35,846.06;543.34,190.09;1060.96,253.26
00007540.png 973.89,914.62;451.71,841.07;548.98,185.64;1065.1,258.72
00007574.png 971.08,917.4;448.36,837.58;551.49,183.2;1067.46,260.42
00007607.png 964.66,920.22;442.75,832.16;557.85,179.28;1071.75,266.04
00007640.png 956.52,924.07;436.95,826.65;562.74,177.18;1074.48,271.56
00007674.png 948.71,928.41;431.83,822.64;568.68,175.06;1079.05,279.68
00007707.png 941.54,931.82;426.25,817.77;574.37,172.34;1082.56,284.96
00007741.png 933.3,935;420.89,811.85;580.34,170.88;1085.74,291.33
00007774.png 925.64,939.78;414.54,806.58;586.63,167.33;1090.04,297.04
00007807.png 920.81,941.19;411.64,803.71;589.57,165.64;1091.15,301.87
00007841.png 912.11,946.47;404.65,796.93;594.54,164.1;1094.11,307.55
00007874.png 902.74,949.17;398.29,792.31;601.63,162.12;1097.28,315.27
00007907.png 893.02,952.91;390.8,785.57;607.15,159.59;1101.15,323.38
00007941.png 882.44,958.84;383.3,778.65;612.84,155.71;1103.97,325.97
00007974.png 871.35,958.05;376.73,771.2;618.23,153.31;1104.24,338.23
00008008.png 860.15,960.5;369.61,762.2;624.58,150.82;1106.09,344.38
00008041.png 848.15,963.01;361.29,754.33;629.03,146.74;1107.4,350.78
00008074.png 843.09,962.59;357.54,748.46;632.15,142.99;1108.41,352.66
00008108.png 830.63,961.67;350.05,739.08;636.54,139.35;1108.44,359.22
00008141.png 819.54,961.08;343.8,728.87;641.26,134.83;1109.08,363.67
00008174.png 810.75,960.09;336.6,717.4;648.58,127.81;1110.88,366.93
00008208.png 801.42,957.55;334.78,707.26;654.36,124.97;1114.22,371.06
00008241.png 793.23,955.69;330.77,696.41;662.34,121.3;1117.1,374.73
00008274.png 786.76,952.82;328.97,684.39;669.74,113.78;1119.7,376.93
00008308.png 780.51,949.17;326.34,673.44;677.46,108.88;1122.73,378.41
00008341.png 778.39,946.26;326.49,667.48;680.82,104.81;1124.84,377.29
00008375.png 775.08,942.49;324.71,659.09;689.44,100.52;1130.19,375.3
00008408.png 770.37,938.26;327.19,647.49;696.55,95.64;1132.02,380.74
00008441.png 766.86,934.3;326.8,637.39;703.86,89.8;1136.67,381.02
00008475.png 762.67,928.96;329.49,628.35;711.38,85.94;1140,382.17
00008508.png 760.17,925.42;330.28,616.02;720.8,79.78;1143.44,382.92
00008541.png 758.61,919.63;331.55,607.68;726.69,75.08;1147.7,382.51
00008575.png 755.72,918.63;332.08,600.91;733.86,71.95;1151.38,384.39
00008608.png 755.3,916.16;334.2,596.8;737.42,72.04;1153.59,384.82
00008641.png 750.92,914.64;334.14,589.27;744.98,68.09;1159.85,383.87
00008675.png 750.74,911.33;334.69,581.06;751.34,65.36;1160.16,389.57
00008708.png 746.19,908.57;337.89,574.75;758.72,63.39;1162.23,391.83
00008742.png 743.36,906.71;337.97,569.1;763.6,62.79;1165.29,394.93
00008775.png 742.71,904.8;338.01,565.57;770.49,61.37;1171.18,395.13
00008808.png 739.64,905.07;340.92,559.36;777.34,60.89;1171.87,400.41
00008842.png 739.03,904.22;343.3,557.73;781.24,62.13;1172.63,404.29
00008875.png 738.74,905.22;345.38,553.9;788.18,62.45;1177.14,408.15
00008908.png 738.35,904.63;349.48,550.06;795.42,64.49;1180.75,411.89
00008942.png 739.18,906.36;350.06,548.84;804.99,64.4;1187.9,414.72
00008975.png 738.35,905.95;356.98,545.59;810.76,68.66;1188.95,422.8
00009009.png 737.8,908.03;360.77,543.54;819.63,70.53;1194.78,428.25
00009042.png 737.54,910.09;364.09,540.75;829.08,73.83;1198.37,433.72
00009075.png 736.54,908;369.01,537.43;836.07,75;1201.65,440.32
00009109.png 735.98,909.66;371.21,536.43;839.89,77.25;1204.57,443.44
00009142.png 734.07,909.66;373.23,530.95;847.85,78.45;1210.31,447.33
00009175.png 733.08,909.95;376.09,528.3;856.64,79.47;1211.67,454.45
00009209.png 729.96,910.94;377.79,523.26;864.05,81.67;1215.7,461.05
00009242.png 725.74,908.51;379.86,517.66;871.38,83.53;1218.56,466.51
00009275.png 720.08,909.11;381.22,510.01;878.79,83.12;1218.64,473.02
00009309.png 713.94,905.93;380.3,504.12;884.98,82.97;1218.47,478.64
00009342.png 705.2,901.2;378.62,494.85;893.61,83.08;1220.19,482.21
00009376.png 703.1,902.61;378.09,492.74;894.4,84.88;1218.25,487.12
00009409.png 695.23,902.4;375.96,485.98;898.97,85.43;1221.03,490.73
00009442.png 687.68,897.06;375.96,477.99;902.85,85.5;1214.52,498.08
00009476.png 677.76,895.05;373.11,469.37;906.68,85.8;1211.89,503.43
00009509.png 670.21,890.47;371.54,459.71;911.96,85.9;1208.74,505.87
00009542.png 660.91,888.53;369.22,452.52;916.15,87.56;1207.45,513.4
00009576.png 654.82,884.13;368.94,445.73;920.59,88.06;1205.97,518.16
00009609.png 649.05,881.63;369.07,436.83;927.22,86.86;1206.29,522.58
00009642.png 645.31,877.77;369.5,433.26;929.74,89.63;1202.66,522.44
00009676.png 639.68,874.93;372.02,425.62;937.3,90.05;1204.76,530.86
00009709.png 636.14,871.37;375.96,417.94;946.17,91.2;1207.27,536.34
00009743.png 631.95,870.64;378.46,410.08;954.37,91.93;1210.26,542.19
00009776.png 630.27,866.67;384.77,405;964.81,96.1;1211.14,548.54
00009809.png 630.2,866.59;388.89,399.78;974.52,99.62;1216.77,557.44
00009843.png 628.6,864.41;397.6,395.14;986.11,102.66;1219.72,564.13
00009876.png 627.5,862.52;402.08,392.35;991.59,105.74;1223.04,566.1
00009909.png 629.12,861.29;408.27,387.11;1002.55,109.34;1227.84,574.54
00009943.png 628.63,858.27;415.76,379.99;1015.4,110.68;1232.19,580.86
00009976.png 628.61,857.47;423.6,373.88;1027.2,113.61;1237.93,588.41
00010010.png 629.42,854.07;431.25,369.79;1038.75,118.46;1241.96,595.24
00010043.png 629.11,850.98;440.11,364.68;1050.87,122.08;1245.18,601.38
00010076.png 628.05,850.39;446.19,358.87;1062.21,127.83;1248.49,608.46
00010110.png 627.17,848.05;453.07,354.1;1070.86,131.86;1251.09,618.08
00010143.png 625.99,845.86;456.16,351.51;1074.58,133.14;1252.63,620.01
00010176.png 624.86,843.09;462.18,348.54;1083.32,138.91;1254.31,629.08
00010210.png 621.44,842.34;468.5,341.79;1093.78,143.32;1256.35,637.21
00010243.png 621.25,837.58;476.56,337.38;1103.76,149.06;1256.95,643.85
00010276.png 619.64,834.65;483.18,331.2;1112.84,155.47;1256.3,652.77
00010310.png 614.54,832.16;489.41,327.62;1121.36,161.77;1258.03,662.93
00010343.png 610.84,830.14;494.64,320.19;1128.95,169;1259,671.67
00010377.png 606.37,825.79;500.7,315.27;1139.72,175.19;1255.55,680.57
00010410.png 605.44,823.08;505.58,314.19;1144.3,179.88;1256.64,686.68
00010443.png 599.45,819.89;509.26,307.08;1151.14,186.27;1252.92,694.37
00010477.png 594.41,815.78;513.88,301.34;1158.89,193.89;1250.16,703.31
00010510.png 586.6,813.11;519.37,295.39;1165.24,202;1247.05,713.28
00010543.png 582.95,807.35;524.32,290.27;1171.34,209.92;1241.73,721.48
00010577.png 579.29,800.59;531.1,284.74;1175.43,216.09;1239.47,729.27
00010610.png 573.52,795.99;535.77,276.02;1184.69,224.08;1233.22,736.81
00010643.png 567.18,787.13;541.43,269.29;1191.7,229.97;1231.31,745.81
00010677.png 565.47,784.76;546.33,266;1194.61,233.27;1227.07,746.98
00010710.png 560.19,778.32;553.95,258.94;1203.07,240.05;1223.88,754.19
00010744.png 557.85,768.69;561.02,250.98;1210.1,244.58;1220.67,761.76
00010777.png 553.03,760.81;568.08,242.31;1216.5,250.66;1215.03,767.2
00010810.png 550.34,753.16;573.21,232.91;1225.29,255.63;1213.55,773.76
00010844.png 546.69,743.04;582.97,225.16;1231.4,262.21;1207.19,778.35
00010877.png 542.16,731.62;589.15,217.36;1235.96,269.01;1200.54,782.57
00010910.png 535.51,721.39;596.47,206.29;1242.97,272.95;1194.43,786.53
00010944.png 535.29,715.92;597.86,201.26;1244.04,275.14;1190.95,788.58
00010977.png 529.88,702.8;606.02,190.61;1249.85,278.71;1184.08,791.83
00011011.png 525.16,689.28;613.73,178.39;1255.15,281.96;1176.85,792.74
00011044.png 520.6,675.51;619.42,167.67;1258.14,286.23;1169.72,794.08
00011077.png 514.73,663.25;626.12,155.72;1265.25,288.74;1163.8,796.26
00011111.png 512.17,651.34;631.99,148.36;1267.2,294.1;1155.51,796.17
00011144.png 509.07,638.47;640.7,138.32;1271.14,299.55;1146.78,800.05
00011177.png 506.74,636.87;643.39,137.02;1269.9,302.97;1144.46,801.49
00011211.png 501.98,627.54;652.65,131.47;1274.66,311.39;1138.87,807.61
00011244.png 503.73,619.68;661.08,126.67;1281.76,319.17;1133.18,812.07
00011277.png 503.32,614.04;671.78,124.25;1288.54,329.73;1129.12,819.31
00011311.png 502.14,609.49;681.89,122.13;1291.86,340.14;1124.69,826.89
00011344.png 501.86,603.19;692.22,122.63;1298.69,352.42;1121.85,835.08
00011378.png 503.55,600.22;702,122.93;1304.06,363.41;1115.61,844.96
00011411.png 503.86,598.08;710.6,123.72;1309.43,377.31;1112.56,852.22
00011444.png 503.15,596.01;716.1,123.84;1312.01,382.63;1109.44,858.26
00011478.png 500.29,593.26;725.17,124.21;1314.93,393.58;1106,868.99
00011511.png 500.21,588.69;733.53,122.68;1320.27,405.68;1099.9,876.85
00011544.png 501.31,581.86;741.83,123.15;1322.04,416.69;1091.52,881.21
00011578.png 502.42,572.6;751.01,120.65;1324.54,425.77;1084.19,885.01
00011611.png 501,566.5;760.22,115.51;1328.75,431.82;1081.72,888.96
00011644.png 500.93,556.4;767.37,111.39;1326.64,438.5;1075.14,888.13
00011678.png 503.66,547.19;776.97,106.56;1328.9,439.87;1069.78,888.23
00011711.png 502.88,541.45;781.14,104.21;1335.88,445.57;1066.04,889.36
00011745.png 503.87,528.66;789.89,94.37;1339.73,447.55;1061.79,886.89
00011778.png 503.72,513.27;796.56,85.61;1339.76,449.7;1059.55,880.83
00011811.png 508.51,504.03;809.47,79.2;1348.07,450.25;1054.57,880.75
