00000066.png 624.2,280.87;1177.46,254.42;1229.35,814.14;639.18,850.94;
00003269.png 1191.65,347.95;1456.79,460.45;1487.05,974.93;1207.53,992.08;
00003303.png 1190.65,344.55;1457.9,460.09;1489.46,977.64;1207.23,994.09;
00003336.png 1189.08,345.01;1451.17,460.5;1482.91,979.26;1205.91,996.88;
00003370.png 1184.37,343.56;1441.45,462.65;1474.72,981.64;1203.13,999.15;
00003403.png 1183.51,349.81;1435.2,467.45;1467.75,982.32;1204.96,998.58;
00003436.png 1182.89,340.9;1431.04,463.46;1464.79,986.95;1201.2,1004.3;
00003470.png 1182.87,338.18;1427.98,464.26;1461.94,989.62;1200.52,1005.45;
00003503.png 1182.86,337.85;1424.82,465.9;1458.86,992.29;1199.82,1008.3;
00003536.png 1187.08,339.37;1424.32,469.74;1456.68,995.88;1205.6,1011.78;
00003570.png 1191.8,339.7;1421.54,468.79;1453.34,996.62;1214,1012.49;
00003603.png 1194.7,339.66;1419.01,469.56;1449.96,993.22;1217.3,1007.47;
00003636.png 1196.48,336.16;1416.76,470.76;1449.2,997.51;1214.55,1014.14;
00003670.png 1197.57,336.03;1414.01,472.5;1445.07,998.97;1218.03,1015.74;
00003703.png 1207.44,334.22;1417.22,470.79;1447.21,997.04;1230.21,1015.56;
00003737.png 1215.01,330.22;1417,467.18;1450.07,995.74;1232.81,1013.96;
00003770.png 1220.52,324.65;1414.38,462.97;1447.2,993.44;1246.27,1013.67;
00003803.png 1212.62,322.2;1409.51,459.96;1443.17,989.05;1233.6,1007.67;
00003837.png 1211.02,319.96;1404.59,459.13;1438.64,987.67;1234.12,1007.64;
00003870.png 1206.19,321.3;1394.67,458.13;1430.04,986.31;1229.76,1008.53;
00003903.png 1205.84,324.35;1383.47,461;1420.15,983.88;1233.7,1005.89;
00003937.png 1200.09,321.7;1380.21,459.98;1418.45,987.25;1229.35,1010.78;
00003970.png 1198.4,319.53;1373.4,458.35;1415.15,986.75;1230.11,1011.04;
00004004.png 1198.15,319.86;1366.57,458.55;1409.81,986.63;1233.41,1011.5;
00004037.png 1198.73,319.16;1365.41,459.56;1408.41,987.1;1235.08,1011.75;
00004070.png 1197.1,319.29;1360.16,461.42;1405.05,990.65;1236.12,1014.76;
00004104.png 1197.14,325.44;1352.02,464.42;1398.37,989.45;1242.34,1014.07;
00004137.png 1198.26,321.35;1351.66,463.57;1400.15,989.83;1242.74,1014.12;
00004170.png 1204.27,317.3;1353.88,459.89;1403.86,984.62;1251.59,1007.75;
00004204.png 1209.41,309.45;1354.46,455.95;1405.94,981.42;1255.96,1002.27;
00004237.png 1205.61,307.31;1349.37,454.35;1400.72,979.36;1253.38,998.45;
00004270.png 1196.19,306.45;1340.99,454.38;1393.08,980.05;1244.59,998.27;
00004304.png 1185.93,304.59;1334.91,454.14;1386.39,978.44;1233.15,995.33;
00004337.png 1175.92,306.37;1328.07,454.97;1379.71,977.94;1221.53,992.29;
00004371.png 1167.8,309.78;1324.43,456.83;1372.79,973.51;1216.33,985.4;
00004404.png 1155.36,306.68;1319.65,457.54;1370.11,977.46;1199.78,989.68;
00004437.png 1138.47,316.27;1309.62,463.45;1359.28,979;1180.68,992.95;
00004471.png 1124.08,322.06;1303.46,466.32;1353.72,984.24;1164.68,997.12;
00004504.png 1106.01,331.25;1296.42,474.74;1346.28,990.94;1148.26,1005.11;
00004537.png 1097.02,340.83;1292.29,478.25;1342.36,997.51;1135.53,1009.99;
00004571.png 1087.88,341.07;1289.5,481.5;1341.41,1002.26;1126.35,1016;
00004604.png 1074,346.96;1287.21,485.9;1341.48,1005.94;1117.54,1020.53;
00004637.png 1069.48,355.22;1286.19,488.29;1339.91,1002.99;1114.87,1015.3;
00004671.png 1066.02,350.5;1287.56,488.38;1342.95,1008.67;1104.72,1022.41;
00004704.png 1051.74,353.91;1284.81,488.99;1341.85,1008.38;1096.27,1021.65;
00004738.png 1033.34,355.92;1278,488.77;1336.6,1008.81;1079.77,1022.76;
00004771.png 1021.36,355.93;1272.47,487.58;1331.04,1007.34;1064.83,1022.33;
00004804.png 1010.84,354.16;1265.6,485.16;1323.11,1005.01;1052.66,1020.64;
00004838.png 990.66,358.23;1258.79,485.16;1317.65,1004.99;1034.46,1021.06;
00004871.png 975.03,360.51;1255.17,482.49;1318.38,1004.15;1017.21,1022.49;
00004904.png 954.5,357.61;1251.1,477.86;1316.82,1000.72;1003.29,1021.07;
00004938.png 947.93,353.4;1250.72,474.39;1316.36,996.59;997.51,1019.43;
00004971.png 937.32,357.29;1252.1,469.99;1320.94,990.8;994.07,1013.47;
00005005.png 930.41,353.89;1257.43,463.29;1329.55,985.42;988.7,1009.06;
00005038.png 927.37,351.49;1260.07,457.56;1335.14,978.28;983.32,1006;
00005071.png 913.27,348.21;1259.64,450.67;1335.79,970.73;971.93,998.13;
00005105.png 901.6,346.54;1255.89,445.13;1333.34,964.1;960.31,990.28;
00005138.png 887.83,340.55;1248.9,433.71;1327.8,949.89;941.39,976.13;
00005171.png 867.69,332.33;1243.88,422.63;1323.21,936.59;924.51,961.31;
00005205.png 860.64,329.48;1242.91,415.25;1322.62,929.16;917.6,954.73;
00005238.png 848.55,325.94;1237.54,405.78;1320.32,917.08;909.76,941.52;
00005271.png 827.89,317.19;1234.99,396.65;1317.95,909.48;887.92,936.69;
00005305.png 812.77,315.96;1231.68,391.59;1313.87,905.26;871.82,932.36;
00005338.png 801.31,313.71;1228.09,383.48;1311.01,895.68;852.15,924.05;
00005372.png 795.33,311.4;1233.14,376.58;1317.56,890.31;847.07,917.74;
00005405.png 797.6,310.46;1241.02,372.74;1324.05,884.99;850.21,912.78;
00005438.png 806.27,308.33;1258.7,364.29;1341.76,878.73;858.47,906.45;
00005472.png 812.39,308.33;1268.87,359.48;1352.74,872.03;865.99,901.1;
00005505.png 814.93,308.2;1279.33,352.92;1365.63,867.66;865.99,896.92;
00005538.png 815.02,310.9;1287.06,350.23;1374.64,865.07;865,895.92;
00005572.png 812.68,311.86;1291.34,346.32;1379.4,861.44;862.09,896.12;
00005605.png 804.53,313.52;1292.8,341.96;1381.98,862.44;853.46,896.09;
00005638.png 793.35,316.42;1288.7,339.61;1377.7,861.84;842.48,897.92;
00005672.png 786.18,321.56;1283,340.05;1372.3,861.58;831.63,898.69;
00005705.png 774.08,322.75;1274.87,340.45;1362.61,860.24;816.71,899.86;
00005739.png 764.11,325.31;1270.82,337.96;1357.68,858.92;805.55,898.04;
00005772.png 757.59,323.3;1267.43,333.32;1352.99,856.94;795.87,894.82;
00005805.png 754.87,324.74;1270.31,332.02;1353.34,855.73;789.58,893.07;
00005839.png 755.64,329.85;1270.65,331.7;1353.36,857.98;787.92,893.28;
00005872.png 755.74,333.67;1274.65,335.04;1354.36,863.11;784.44,897.64;
00005905.png 758.62,340.45;1276.58,341.19;1353.04,866.67;783.32,901.68;
00005939.png 752.01,347.07;1274.79,342.12;1349.89,872.93;775.95,906.51;
00005972.png 740.15,348.87;1266.67,342.58;1339.9,875.45;760.54,909.22;
00006006.png 723.1,355.48;1253.22,343.28;1325.58,877.67;742.08,913.62;
00006039.png 714.84,359.1;1247.45,343.69;1317.89,882.91;730.07,918.98;
00006072.png 700.58,365.95;1237.02,346.13;1309.13,888.25;716.28,928.93;
00006106.png 694.14,374.02;1229.29,348.94;1303.54,890.73;711.1,931.05;
00006139.png 685.11,376.55;1221.44,347.36;1295.26,889.99;700.63,936.97;
00006172.png 675.77,376.81;1216.66,341.18;1291.32,889.16;693.3,937.18;
00006206.png 671.58,374.56;1212.01,336.13;1288.15,884.44;689.88,935.63;
00006239.png 666.42,370.19;1203.41,324.5;1281.71,870.38;685.46,925.9;
00006272.png 662.5,370.22;1199.56,314.37;1278.19,859.76;683.14,918.43;
00006306.png 661.97,367.31;1195.02,307.46;1272.52,849.39;686.12,909.98;
00006339.png 657.23,361.44;1186.44,295.59;1267.52,835.36;680.6,904.86;
00006373.png 655.9,358.52;1183.98,287.48;1266.38,829.81;680.07,897.35;
00006406.png 652.04,352.45;1176.08,275.95;1258.6,813.04;678.68,882.06;
00006439.png 642.12,343.73;1169.94,261.72;1253.45,803.82;669.5,880.29;
00006473.png 639.34,346.49;1165.17,258.83;1249.32,802.7;665.31,878.56;
00006506.png 637.91,348.59;1160.39,258.4;1243.66,800.26;662.54,879.1;
00006539.png 641.2,352.86;1159.04,259.94;1239.71,800.47;665.61,878.81;
00006573.png 642.65,356.67;1156.7,261.59;1237.25,802.29;664.88,879.18;
00006606.png 637.83,364.54;1150.26,266.34;1227.44,804.59;658.57,883.79;
00006639.png 629.3,370.37;1131.72,274.91;1207.56,808.16;642.2,886.8;
00006673.png 617.8,376.89;1121.55,278.48;1192.28,814.76;630.64,893.29;
00006706.png 603.7,384.22;1104.16,283.4;1169.35,822.59;611.58,899.67;
00006740.png 598.21,389.61;1093,286.96;1157.41,824.9;604.6,902.27;
00006773.png 591.66,390.39;1081.11,290.25;1142.29,829.17;594.68,904.86;
00006806.png 586.09,401.01;1072.64,293.33;1131.43,833.38;589.03,912.3;
00006840.png 586.55,401.64;1068.21,295.45;1125.84,836.89;587.32,916.43;
00006873.png 591.9,409.61;1062.78,299.94;1122.12,840.12;592.26,916.88;
00006906.png 592.02,409.99;1065.19,295.26;1124.78,838.73;596.14,920.98;
00006940.png 596.94,413.52;1064.01,294.13;1122.52,839.09;599.71,924.3;
00006973.png 599.26,418.33;1061.01,287.29;1120.4,835.67;602.69,923.37;
00007007.png 599.12,418.67;1053.51,283.42;1114.46,832.79;602.96,922.13;
00007040.png 591.46,419.92;1041.81,278.41;1103.9,828.88;598.02,923.53;
00007073.png 584.48,421.6;1026.07,272.86;1090.99,824.57;593.74,924.24;
00007107.png 579.39,425.2;1016.18,271.44;1082.06,823.27;591.05,925.98;
00007140.png 575.6,424.94;1002.02,269.66;1070.77,820.66;587.21,928.34;
00007173.png 571.59,436.07;987.45,271.54;1058.93,817.34;586.79,930.26;
00007207.png 569.29,436.12;982.26,267.57;1055.58,819.82;587.67,934.24;
00007240.png 569.36,444.06;977.46,267.73;1052.88,822.69;588.93,943.14;
00007273.png 571.51,449.26;974.81,267.09;1052.99,829.41;593.04,951.5;
00007307.png 573.45,451.67;974.17,265.48;1053.66,831.54;595.04,957.38;
00007340.png 576.56,455.48;971.81,262.28;1054.25,833.84;601.27,962.49;
00007374.png 576.35,456.66;969.4,260.54;1054.03,836.99;604.35,965.41;
00007407.png 572.4,459.52;962.42,256.9;1049.56,837.05;601.36,968.17;
00007440.png 571.53,461.26;957.61,250.02;1045.68,839.72;602.35,973.4;
00007474.png 575.81,458.66;953.97,247.33;1043.32,840.27;609.48,974.84;
00007507.png 577.29,459.44;947.2,245.22;1039.04,844.7;612.34,976.83;
00007540.png 575.17,461.64;940.65,242.54;1032.38,848.05;610.97,982.96;
00007574.png 574.8,463.47;937.01,241.23;1029.1,849.84;612.06,983.24;
00007607.png 573.94,464.18;934.88,240.31;1029.06,854.52;612.28,988.8;
00007640.png 575.84,465.89;933.59,239.69;1028.92,857.47;614.8,989.99;
00007674.png 583.39,466.72;932.71,237.76;1027.53,860.58;622.75,991.82;
00007707.png 585.51,464.28;930.29,235.34;1025.4,863.42;629.78,997.02;
00007741.png 584.64,460.8;923.96,237.42;1020.29,867.85;621.61,997.88;
00007774.png 580.54,466.83;918.89,234.81;1015.46,873.59;620.81,1002.38;
00007807.png 579.66,468.09;909.25,232.93;1003.3,877.59;622.54,1004.72;
00007841.png 576.26,472.66;900.29,234.9;994.7,882.89;614.47,1008.98;
00007874.png 577.24,474.65;889.13,239.31;982.46,890.57;613.63,1010.13;
00007907.png 572.2,480.28;881.85,242.44;970.6,897.7;609.21,1017.33;
00007941.png 573.15,479.45;878.04,244.01;967.51,903.79;609.76,1019.14;
00007974.png 573.55,482.53;874.04,243.64;960.5,908.87;608.98,1022.65;
00008008.png 578.35,478.68;874.68,243.01;959.39,913.03;612.6,1022.13;
00008041.png 582.35,476.26;876.2,238.47;959.17,915.74;614.8,1019.84;
00008074.png 583.95,466.46;877.99,228.19;956.72,910.22;621.75,1017.03;
00008108.png 582.91,462.79;873.67,221.3;949.95,909.81;615.15,1011.07;
00008141.png 577.88,442.85;865.38,207.49;938.24,899.66;605.22,996.95;
00008174.png 576.07,437.65;858.61,191.42;928.42,891.06;600.2,992.93;
00008208.png 574.61,430.03;856.87,182.6;921.55,884.2;597.27,986.41;
00008241.png 578.55,421.13;857.27,171.95;919.8,880.06;599.37,976.66;
00008274.png 584.05,418.16;859.29,169.78;919.12,877.13;602.65,970.89;
00008308.png 588.78,408.36;865.63,159.42;922.45,876.07;606.5,968.49;
00008341.png 595.73,402.31;870.24,152.68;922.95,873.5;609.97,962.85;
00008375.png 597.71,396.32;870.31,145.82;919.8,871.06;608.68,959.37;
00008408.png 597.52,390.35;867.94,138.67;912.97,863.35;607.86,954.41;
00008441.png 593.55,385.47;860.31,130.37;900.78,864.14;599.61,949.92;
00008475.png 588.92,381.19;855.1,125.19;891.72,867.05;593.65,949.11;
00008508.png 580.95,377.01;842.59,118.26;876.9,868.3;581.85,953.04;
00008541.png 576.71,374.83;833.22,113.01;862.99,869;574.49,949.57;
00008575.png 575.55,370.29;832.78,108.98;863.14,870.09;573.23,948.34;
00008608.png 576.52,370.47;828.9,106.78;852.89,868.81;569.98,947.81;
00008641.png 575.72,365.92;826.06,105.75;849.25,869.13;568.31,945.18;
00008675.png 574.93,364.77;822.66,102.42;842.36,864.59;572.56,944.45;
00008708.png 572.35,364.27;814.4,103.46;830.44,866.37;562.98,944.05;
00008742.png 568.43,362.23;811.15,98.29;826.93,865.7;561.63,942.03;
00008775.png 571.41,361.92;813.01,98.46;829.3,867.21;563.16,939.08;
00008808.png 585.19,363.48;828.86,98.08;844.86,863.28;574.67,939.52;
00008842.png 594.05,358.83;837.32,102.39;854.19,862.84;586.05,939.98;
00008875.png 610.86,363.87;859.14,106;878.56,859.81;603.96,936.99;
00008908.png 624.27,362.74;874.79,109.3;896.19,857.26;619.93,936.47;
00008942.png 640.62,366.92;898.96,114.31;924.38,857.91;634.31,934.07;
00008975.png 652.57,367.35;921.67,116.3;949.84,857.74;647.51,935.98;
00009009.png 658.83,370.4;932.66,120.06;960.79,854.76;653.44,931.9;
00009042.png 665.88,367.16;951.58,122.39;983.68,853.64;667.74,933.48;
00009075.png 673.81,370.68;971.78,129.02;1008.4,858.96;673.94,934.75;
00009109.png 674.39,370.74;979.6,131.44;1015.51,856.37;677.77,937.14;
00009142.png 673.36,367.77;990.58,130.32;1027.49,852.38;677.98,931.74;
00009175.png 673.34,365.69;998.78,127.87;1037.6,847.85;671.26,921.29;
00009209.png 671.4,359.92;1004.68,126.48;1043.88,845.57;669.7,917.23;
00009242.png 666.37,353.48;1013.38,123.73;1053.35,845.02;665.3,919.75;
00009275.png 664.27,350.54;1020.22,122.67;1061.81,841.67;667.52,918.64;
00009309.png 668.3,343.12;1032.39,119.85;1076.48,835.55;667.89,913.74;
00009342.png 662.71,344.69;1038.41,123.14;1081.85,834.79;660.63,907.92;
00009376.png 659.04,336.03;1045.06,115.49;1089.48,831.78;657.14,906.53;
00009409.png 647.6,328.58;1048.73,111.14;1094.23,827.31;654.53,903.09;
00009442.png 646.55,324.99;1052.52,109.18;1100.5,826.58;644.78,897.98;
00009476.png 641.89,321.96;1057.26,108.59;1107.75,824.66;645.73,898.17;
00009509.png 641.57,320.54;1066.55,110.89;1118.83,825.08;645.22,899.96;
00009542.png 636.72,323.43;1072.21,113.35;1126.45,828.06;640.93,901.61;
00009576.png 635.15,321.26;1082,116.5;1138.76,829.98;640.94,903.63;
00009609.png 631.34,320.58;1088.77,120.12;1147.28,834.77;638.09,906.08;
00009642.png 625.77,318.25;1092.04,122.48;1152.28,835.69;632.77,908.12;
00009676.png 617.73,313.6;1095.1,126.03;1155.55,834.04;627.51,908.13;
00009709.png 614.42,316.76;1102.65,127.02;1164.17,837.51;621.65,908.01;
00009743.png 615.45,310.8;1107.19,134.07;1170.41,835.34;623.53,904.47;
00009776.png 615.71,306.34;1124.35,132.12;1188.31,832.8;627.39,903.82;
00009809.png 614.17,308.38;1131.29,135.82;1198.6,834.4;623.7,902.76;
00009843.png 612.41,301.23;1134.66,135.95;1201.55,831.53;619.18,902.22;
00009876.png 597.94,299.12;1137.92,139.01;1204.46,826.78;615.14,894.1;
00009909.png 596.56,289.14;1137.36,137.45;1205.75,825.55;604.84,890.81;
00009943.png 584.58,282.78;1133.63,135.19;1199.88,815.4;593.49,882.1;
00009976.png 580.78,274.23;1137.46,133.09;1204.06,807.73;587.62,874.33;
00010010.png 583.28,267.6;1146.94,132.47;1212.15,801.62;591.47,867.8;
00010043.png 590.17,253.84;1158.42,133.24;1226.24,793.11;600.63,859.76;
00010076.png 600.91,251.9;1176.42,132.12;1244.01,789.17;609.04,852.26;
00010110.png 608.29,246.51;1188.54,132.67;1255.12,783.05;615.18,846.62;
00010143.png 616.85,245.81;1202.45,139.19;1268.64,785.92;625.23,844.86;
00010176.png 619.03,245.66;1208.34,144.85;1274.52,788.76;627.09,846.66;
00010210.png 619.42,251.85;1211.48,154.21;1279.12,794.96;626.5,853.19;
00010243.png 618.08,255.24;1210.64,168.6;1280.7,806.37;623.44,862.48;
00010276.png 61.71,327.49;1209.76,178.29;1280.94,815.68;13.94,914.21;
00010310.png 606.32,274.11;1207.75,192.38;1279.42,826.23;616.37,883.4;
00010343.png 606.19,277.27;1206.87,203.44;1282.94,833.24;615.89,890.79;
00010377.png 604.26,279.16;1204.16,206.11;1285.24,834.2;616.83,895.2;
00010410.png 607.47,285.28;1207.1,218.53;1288.9,837.75;618.04,901.16;
00010443.png 608.57,285.1;1212.19,221.41;1295.65,845.13;620.82,905.22;
00010477.png 608.73,290.27;1216.1,225.55;1300.58,849.66;622.54,908.71;
00010510.png 609.25,288.46;1219.16,230.03;1302.31,851.71;620.69,910.13;
00010543.png 610.76,290.38;1217.76,233.72;1300.17,850.58;619.13,909.03;
00010577.png 607.94,292.23;1208.89,239.43;1287.69,848.53;614.62,903.49;
00010610.png 592.92,287.42;1197.44,238.82;1272.72,849.51;591,900.01;
00010643.png 580.9,284.01;1183.4,239.69;1254.96,841.55;574.58,891.46;
00010677.png 565.44,277.63;1168.01,237.46;1234.44,837.06;552.28,882.4;
00010710.png 553.56,268.15;1150.86,235.81;1212.17,825.29;531.24,866.04;
00010744.png 552.9,264.76;1145.31,236.44;1204.63,817.23;526.57,854.9;
00010777.png 560.26,267.3;1147.36,240.14;1204.61,814.2;531.69,848.27;
00010810.png 578.42,273.91;1153.88,251.39;1211.03,809.9;549.18,837.31;
00010844.png 595.47,277.06;1163.5,258.97;1220.48,803.66;566.52,830.68;
00010877.png 611.33,283.86;1174.93,263.28;1236.47,801.49;583.22,826.71;
00010910.png 642.37,291.54;1193.1,270.45;1260.12,791.44;618.52,818.39;
00010944.png 664.16,287.26;1207.89,269.51;1279.42,780.63;642.13,807.88;
00010977.png 693.46,286.33;1226.51,264.69;1303.9,757.69;678.69,785.39;
00011011.png 707.75,285.84;1238.31,257.87;1320.66,743.04;696.28,775.53;
00011044.png 720.02,279.4;1244.42,250.55;1332.68,726.21;711.27,761.11;
00011077.png 733.46,268.05;1252.69,238.46;1343.85,699.09;727.08,734.63;
00011111.png 737.97,263.4;1257.87,229.87;1352.03,684.83;736.44,726.8;
00011144.png 746.59,256.83;1263.27,222.82;1359.78,670.74;746.01,713.01;
00011177.png 756.25,253.3;1268.15,219.42;1365.83,658.03;758,699.11;
00011211.png 759.94,252.12;1269.54,221.84;1366.76,654.56;759.56,695.34;
00011244.png 763.71,256.01;1267.75,226.17;1364.82,652.86;759.97,692.22;
00011277.png 764.3,267.16;1261.41,236.21;1353.12,649.09;758.02,685.41;
00011311.png 762.53,271.69;1262.74,240.19;1354.64,652.54;752.85,689.18;
