00000066.png 618.98,321.9;1176.39,285.61;1228.6,854.94;639.52,897.58;
00007374.png 635.28,256.23;1225.5,207.92;1326.43,784.5;661.24,849.82;
00007407.png 636.41,255.91;1219.56,209.57;1316.64,776.41;660.12,839.45;
00007440.png 634.44,255.37;1217.41,207.93;1315.1,775.02;656.95,837.12;
00007474.png 634.81,252.21;1203.9,212.62;1297.97,755.66;651.73,815.74;
00007507.png 636.22,248.84;1199.2,206.82;1290.4,747.11;650.16,802.81;
00007540.png 637.46,245.14;1189.24,207.35;1278.02,734.29;650.84,785.17;
00007574.png 636.33,241.45;1184.92,202.47;1271.26,725.28;641.99,774.8;
00007607.png 633.21,235.67;1178.03,199.15;1261.17,712.62;638.55,761.14;
00007640.png 633.28,227.32;1166.14,195.35;1242.75,689.64;632.56,734.22;
00007674.png 633.14,224.88;1158.77,193.69;1233.83,680.67;631.17,721.73;
00007707.png 633.51,221.86;1152.64,194.16;1224.44,670.16;628.68,709.95;
00007741.png 635.42,220.33;1146.03,192.86;1216.75,659.99;628.57,696.29;
00007774.png 635.94,218.58;1143.21,193.55;1209.33,650.78;628.32,688.52;
00007807.png 642,222.33;1134.87,199.12;1197.21,638.28;631.55,671.38;
00007841.png 643.74,223.89;1131.39,202.63;1190.85,634.01;631.45,663.81;
00007874.png 647.02,226.96;1126.63,206.95;1184.93,630.44;631.9,659.09;
00007907.png 648.3,228.36;1123.22,211.74;1179.63,625.02;635.33,652.5;
00007941.png 657.63,238.46;1114.56,222.64;1168.24,616.21;638.47,641.22;
00007974.png 658.97,240.52;1112.44,224.34;1166.17,614.44;642.13,637.38;
00008008.png 661.05,244.34;1111.31,226.93;1163.06,611.43;643.69,634.52;
00008041.png 665.55,247.26;1108.1,231.34;1157.53,604.08;651.4,624.91;
00008074.png 668.97,248.83;1107.97,232.76;1158.46,602.26;651.53,623.87;
00008108.png 677.84,250.47;1105.67,235.18;1155.94,590.91;661.43,610.34;
00008141.png 682.95,250.13;1106.23,236.06;1154.69,583.24;666.3,603.73;
00008174.png 687.65,245.64;1103.59,233.92;1154.83,573.52;671.64,592.55;
00008208.png 692.97,245.93;1106.84,231.85;1154.07,564.49;676.74,585.96;
00008241.png 702.57,237.75;1105.97,224.41;1153.92,543.68;688.52,561.34;
00008274.png 706.6,233.95;1105.25,220.02;1153.26,532.19;694.4,549.2;
00008308.png 711.56,227.25;1105.34,214.84;1152.94,520.29;699.86,537.1;
00008341.png 716.76,220.94;1106.46,209.43;1153.18,508.04;705.8,523.68;
00008375.png 721.68,213.93;1107.38,201.68;1152.77,495.29;709.51,510.74;
00008408.png 728.47,201.15;1107.29,189.89;1152.07,471.64;719.11,485.1;
00008441.png 733.11,196.49;1107.22,185.87;1150.85,460.54;722.83,474.78;
00008475.png 736.03,192.3;1105.96,180.81;1150.51,452.6;727.18,464.6;
00008508.png 738.95,189.02;1106.8,178.21;1149.48,443.68;730.06,458.74;
00008541.png 746.11,183.8;1102.77,177.07;1144.46,429.41;737.87,440.7;
00008575.png 749.18,184.13;1100.98,177.49;1141.43,425.77;739.24,436.29;
00008608.png 748.7,188.08;1098.83,180.18;1139.56,425.15;739.65,435.23;
00008641.png 748.52,190.63;1095.51,183.57;1135.01,424.37;740.56,434.59;
00008675.png 749.1,196.58;1091.21,188.29;1130.67,423.71;741.59,434.54;
00008708.png 750.47,208.33;1085.24,200;1121.87,427.29;743.3,436.41;
00008742.png 751.55,213.57;1080.94,207.31;1117.88,430.65;743.34,438.37;
00008775.png 752.49,219.53;1077.75,213.55;1114.02,433.22;743.03,440.59;
00008808.png 754.27,226.93;1071.61,223.82;1108.37,436.76;743.78,443.28;
00008842.png 750.45,241.19;1065.54,235.54;1100.97,445.2;741.37,450.82;
00008875.png 749.92,243.09;1063.37,242.97;1097.64,447.8;741.14,452.47;
00008908.png 749.45,251.9;1061.24,246.73;1092.39,448.69;738.34,457.32;
00008942.png 748.33,257.67;1056.97,253.07;1088.09,451.71;737.84,458;
00008975.png 748.66,263.58;1054.17,258.83;1084.11,454.57;738.97,459.54;
00009009.png 748.99,272.23;1047.57,268.27;1076.17,457.92;735.47,461.44;
00009042.png 746.37,273.81;1043.56,273.67;1070.94,457.98;736.22,463.08;
00009075.png 748.22,280.31;1041.81,276.94;1069.55,460.29;735.34,464.85;
00009109.png 747.84,283.31;1039.19,280.05;1065.67,460.35;736.81,464.12;
00009142.png 749.68,288.98;1037.91,284.02;1064.09,461.01;738.9,465.53;
00009175.png 754.46,292.65;1037.95,288.59;1062.61,458.98;742.24,464.57;
00009209.png 758,296.33;1037.06,291.68;1061.85,460.12;745.87,464.62;
00009242.png 759.35,296.29;1037.03,295.02;1061.15,459.62;748.95,463.27;
00009275.png 763.55,301.16;1039.21,296.74;1061.94,460.38;749.63,465.83;
00009309.png 769.52,306.74;1040.92,302.59;1063.14,462.2;757.63,466.72;
00009342.png 771.2,309.34;1041.42,305.08;1063.7,462.54;761.23,465.64;
00009376.png 775.09,313.48;1041.72,309.27;1064.88,463.08;764.16,467.71;
00009409.png 778.58,316.76;1044.34,312.65;1066.4,465;767.63,470.27;
00009442.png 782.82,320.64;1044.26,315.64;1066.13,466.02;771.56,471.15;
00009476.png 786.56,325.86;1046.35,322.33;1067.89,469.71;775.84,475.02;
00009509.png 790.14,329.87;1048.43,324.58;1069.76,471.2;779.97,476.69;
00009542.png 793.8,332.64;1049.01,327.63;1071.47,472.79;784.17,476.53;
00009576.png 795.43,336.17;1050.49,330.04;1071.69,473.11;786.5,479.01;
00009609.png 800.06,341.5;1051.37,335.31;1072.96,475.86;791.34,479.96;
00009642.png 800.97,339.18;1051.69,336.16;1073.67,475.13;794.62,480.92;
00009676.png 802.87,344.97;1051.27,338.84;1074.58,476.21;795.45,482.57;
00009709.png 804.66,346.14;1051.58,339.41;1074.03,475.33;797.19,481.41;
00009743.png 805.76,347.02;1053.13,340;1074.72,473.96;800.02,480.17;
00009776.png 810.47,345.17;1053.14,339.23;1075.81,469.15;804.23,476.48;
00009809.png 811.42,344.47;1053.09,337.3;1076.41,466.13;806.3,472.66;
00009843.png 813.09,342.55;1053.71,335.73;1076.73,462.98;808.24,470.21;
00009876.png 813.81,339.86;1053,333.44;1076.02,458.41;810.64,465.83;
00009909.png 816.74,332.28;1051.62,328.16;1075.29,450.9;813.13,457.65;
00009943.png 816.28,330.82;1049.73,325.18;1074.99,447.44;812.01,455.12;
00009976.png 815.6,330.51;1047.95,324.19;1072.36,442.02;813.5,448.94;
00010010.png 815.13,328.86;1047.37,320.66;1070.53,438.91;811.54,447.15;
00010043.png 814.73,325.56;1046.21,318.04;1069.31,434.59;813.48,441.82;
00010076.png 813.26,321.04;1040.69,313.53;1064.89,429;811.9,436.72;
00010110.png 812.75,315.82;1039.43,311.97;1063.66,424.94;811.66,433.73;
00010143.png 811.42,318.41;1037.26,310.06;1061.15,422.56;809.92,430.95;
00010176.png 810.42,317.33;1036.12,308.57;1058.96,419.99;807.56,430.22;
00010210.png 809.16,316.12;1031.63,308.3;1054.72,417.63;808.08,425.94;
00010243.png 809.65,313.82;1032.36,308.51;1053.44,416.98;807.21,424.92;
00010276.png 808.58,317.8;1029.58,309.8;1052.31,417.55;807.3,425.27;
00010310.png 809.51,318.63;1028.76,310.75;1050.92,417.75;807.71,424.65;
00010343.png 808.52,318.51;1027.79,311.53;1049.08,417.32;806.49,425.39;
00010377.png 809.1,320.11;1026.46,312.92;1047.57,418.13;805.9,425.26;
00010410.png 809.59,321.16;1025.27,313.35;1046.02,416.46;806.2,424.53;
00010443.png 809.69,319.73;1023.18,312.5;1044.18,416.03;807.06,422.39;
00010477.png 808.94,317.86;1023.69,311.58;1043.96,413.86;805.82,421;
00010510.png 807.29,313.02;1021.96,308.84;1040.4,409.02;804.7,417.22;
00010543.png 809.78,308.91;1021.6,302.63;1039.23,402.82;805.55,408.09;
00010577.png 810.03,301.15;1021.43,298.9;1038.58,398.64;805.56,403.14;
00010610.png 811.03,301.12;1019.88,295.42;1038.18,393.38;806.75,396.94;
00010643.png 811.59,293.85;1021.39,289.24;1037.54,386.21;805.95,391.78;
00010677.png 813.08,282.07;1023.22,277.24;1038.27,372.66;806.79,377.32;
00010710.png 814.8,274.84;1022.44,270.65;1038.11,366.03;809.33,369.5;
00010744.png 815.84,267.01;1023.33,263.22;1038.01,358.66;810.67,360.97;
00010777.png 817.65,258.06;1024.57,256.94;1039.48,351.06;811.31,352.56;
00010810.png 819.21,254.08;1026.29,249.81;1040.68,343.8;814.78,344.96;
00010844.png 824.17,240.99;1031.22,238.09;1044.8,332.48;817.2,333.37;
00010877.png 826.31,236.02;1034.55,232.41;1048.37,325.32;820.28,327.81;
00010910.png 828.95,231.33;1035.98,228.39;1050.08,320.94;822.74,323.25;
00010944.png 831.15,225.23;1037.33,224.48;1052.61,317.85;823.7,319.35;
00010977.png 835.99,222.7;1042.09,221.18;1054.99,312.67;827.27,313.99;
00011011.png 837.81,222.41;1044.43,219.51;1058.92,311.95;830.37,313.47;
00011044.png 838.79,222.3;1047.42,219.62;1062.67,313.9;832.46,315.06;
00011077.png 840.6,223.4;1050.18,220.99;1064.78,314.08;834.53,315.15;
00011111.png 843.28,225.6;1053,222.2;1069.4,317.93;837.46,318.79;
00011144.png 846.86,231.08;1057.17,227.63;1073.57,325.09;841.05,328.28;
00011177.png 846.67,234.02;1059.91,230.67;1077.27,329.4;842.63,331.07;
00011211.png 846.61,238.1;1062.04,233.52;1081.68,332.49;842.32,336.74;
00011244.png 848.39,241.53;1063.5,237.26;1081.34,338.2;843.36,340.8;
00011277.png 846.35,247.39;1064.46,243.46;1084.32,346.42;843.17,349.89;
00011311.png 845.21,250.03;1064.75,245.78;1084.9,350.02;840.76,356.23;
00011344.png 844.07,253.57;1061.99,249.11;1084,353.02;841.13,356.88;
00011378.png 841.78,253.54;1063.94,249.85;1083.89,358.1;840.41,360.93;
00011411.png 840.64,258.12;1063.43,251.36;1084.64,359.54;837.74,365.61;
