00000066.png 662.26,319.09;1187.87,305.22;1216.88,844.44;653.36,858.52;
00005905.png 216.08,252.95;781.36,219.64;819.52,784.15;219.64,829.36;
00005939.png 251.06,251.59;813.75,221.9;851.24,784.4;249.46,825.7;
00005972.png 333.87,249.98;889.96,228.21;924.86,783.31;330.88,816.48;
00006006.png 383.54,249.69;935.44,230.52;970.32,786.31;382.69,813.32;
00006039.png 487.44,244.7;1041.19,236.47;1073.08,791.52;473.32,810.39;
00006072.png 540.85,246.14;1097.87,237.37;1127.01,793.39;533.5,807.74;
00006106.png 603.13,244.37;1148.17,241.94;1180.98,796.02;592.2,804.12;
00006139.png 725.06,247.59;1271.99,250.36;1295.45,805.83;707.71,801.55;
00006172.png 776.72,247.17;1330.74,255.34;1351.46,810.91;761.81,803.09;
00006206.png 890.93,250.38;1441.03,263.98;1465.73,823.12;874.74,805.61;
00006239.png 946.68,252.74;1496.54,268.93;1517.2,827.67;932.1,806.21;
00006272.png 1046.6,256.44;1593.35,278.76;1620.96,838.54;1029.64,810.95;
00006306.png 1092.24,257.35;1648.12,281.57;1668.14,846.44;1070.44,816.09;
00006339.png 1131.16,259.35;1689.17,284.78;1709.37,850.46;1113.54,818.3;
00006373.png 1200.58,262.03;1750.29,288.69;1771.1,849.95;1181.93,818.92;
00006406.png 1214.82,263.34;1774.25,290.56;1794.7,849.91;1201.18,821.43;
00006439.png 1224.66,254.35;1786.48,278.23;1809.5,849.55;1209.06,819.04;
00006473.png 1217.42,251.58;1778.01,273.48;1800.95,843.38;1201.43,815.43;
00006506.png 1169.82,243.39;1731.33,259.04;1754.52,829.39;1154.7,807.88;
00006539.png 1127.34,240.65;1691.44,250.21;1713.82,820.42;1111.68,803.29;
00006573.png 1074.83,235.98;1643.44,241.4;1667.75,811.61;1057.76,796.24;
00006606.png 959.25,227.18;1520.29,224.04;1541.41,789.59;945.71,788.28;
00006639.png 891.33,224.83;1440.74,218.78;1471.25,777.22;879.41,781.35;
00006673.png 741.18,218.42;1291.45,203.46;1322.48,763.89;722.51,777.35;
00006706.png 663.18,212.64;1218.33,196.57;1243.67,755.74;645.06,775.16;
00006740.png 504.58,206.54;1066.64,187;1090.86,743.79;494.31,773.15;
00006773.png 436.8,207.13;990.05,180.62;1017.15,734.8;416.52,769.84;
00006806.png 299.14,198.48;864.51,170.09;896.78,734.13;284.33,771.71;
00006840.png 248.76,196.19;811.91,165.77;840.49,727.4;234.34,770.33;
00006873.png 205.71,191.17;779.87,160.32;806.71,729.73;193.25,768.29;
00006906.png 182.04,185.63;748.49,159.47;771.83,722.81;165.97,759.17;
00006940.png 187.75,183.09;756.06,159.39;778.62,724.88;170.76,757.07;
00006973.png 247.17,182.22;813.45,169.42;836.69,729.08;227.89,754.15;
00007007.png 296.87,185.26;859.38,178.54;880.18,734.62;277.21,752.35;
00007040.png 420.61,195.84;979.33,198.38;993.3,743.55;402.77,749.77;
00007073.png 499.75,203.1;1046.86,210.29;1065.45,751.48;480.76,752.79;
00007107.png 577.95,203.79;1128.45,218.01;1146.3,762.57;553.04,754.89;
00007140.png 755.34,213.56;1292.08,233.01;1307.16,786.47;725.62,765.43;
00007173.png 835.02,219.1;1384.75,245.1;1398.71,802.75;804.11,774.19;
00007207.png 988.83,230.65;1539.5,266.8;1551.88,826.45;954.44,786.56;
00007240.png 1052.37,240.64;1604.1,280.21;1615.32,838.52;1022.33,793.57;
00007273.png 1145.7,252.1;1696.54,296.74;1701.08,858.49;1106.44,807.25;
00007307.png 1174.47,254.91;1726.25,302.88;1730.35,866.11;1135.7,812.08;
00007340.png 1185.37,254.47;1740.4,300.11;1743.01,866.37;1147.2,813.51;
00007374.png 1157.15,255.12;1712.74,291.38;1716.55,858.68;1123.69,816.42;
00007407.png 1115.01,255.75;1674.75,283.75;1682.73,855.24;1080.92,817.16;
00007440.png 992.46,253.97;1545.91,268.16;1558.49,834.13;959.85,813.94;
00007474.png 910.52,250.33;1473.65,258.78;1484.27,828.74;876.06,813.39;
00007507.png 749.63,245.41;1292.29,241.66;1307.47,805.01;716.55,808.85;
00007540.png 665.98,239.95;1216.37,233.83;1230.23,792.81;632.77,808.56;
00007574.png 490.67,229.32;1065.62,212.54;1084.95,778.79;471.57,807.82;
00007607.png 418.58,228.65;988.63,206.08;1009.41,767.54;398.73,804.47;
00007640.png 349.67,224.24;926.77,195.78;955.21,766.54;338.25,806.21;
00007674.png 265.11,213.01;843.08,180.87;877.42,755.22;260.99,795.51;
00007707.png 259.01,208.68;832.03,177.75;867.35,752.35;251.38,792.88;
00007741.png 292.47,209.54;862.8,183.68;901.29,753.03;286.66,790.78;
00007774.png 338.27,214.39;900.02,193.39;938.06,752.38;328.53,788.22;
00007807.png 460.38,225.66;1015.49,212.71;1050.92,767.53;458.4,792.5;
00007841.png 535.2,230.8;1085.65,221.1;1121.32,772.78;532.26,793.53;
00007874.png 610.28,237.39;1155.75,230.36;1202.99,777.22;613.69,791.85;
00007907.png 783.6,243.3;1324.73,243.94;1367.92,796.01;785.73,794.58;
00007941.png 865.57,250.7;1409.56,254.84;1448.28,799.52;867.44,799.71;
00007974.png 1015.46,259.16;1565.58,270.92;1606.95,829.18;1007.16,813.1;
00008008.png 1071.64,265.97;1620.29,279.73;1658.97,837.26;1071.94,817.49;
00008041.png 1141.53,273.02;1694.58,288.91;1731.25,850.81;1138.11,835.09;
00008074.png 1151.4,272.09;1709.03,287.22;1745.93,855.74;1144.79,836.65;
00008108.png 1148.47,272.28;1710.3,284.61;1747.52,855.31;1143.11,840.79;
00008141.png 1110.79,275.23;1674.88,279.12;1714.49,854.74;1109.61,843.84;
00008174.png 1081.27,275.07;1647.52,274.45;1687.86,853.27;1078.59,845.87;
00008208.png 1005.72,273.5;1572.52,267.73;1617.65,838.39;1000.6,841.44;
00008241.png 969.01,269.48;1533.24,259.89;1579.43,833.11;968.56,840.43;
00008274.png 898.16,264.51;1457.23,249.13;1506,820.15;898.11,833.95;
00008308.png 862.61,263.87;1418.76,244.4;1466.73,809.31;866.88,826.67;
00008341.png 828.15,256.97;1387.14,239.34;1438.71,805.06;836.87,824.39;
00008375.png 775.84,252.09;1335.24,226.28;1389.16,792.46;787.13,818.79;
00008408.png 756.09,250.1;1311.54,223.98;1365.79,784.68;771.19,812.33;
00008441.png 725.87,249.13;1276.07,221.85;1332.55,777.26;739.73,810.15;
00008475.png 712.82,249.42;1262.92,221.76;1321.23,777.32;730.11,809.16;
00008508.png 699.02,250.81;1247.53,222.49;1305.78,772.84;715.81,812.25;
00008541.png 692.81,252.9;1242.77,223.09;1302.39,776.46;710.45,813.84;
00008575.png 689.21,257.55;1238.67,228.06;1299.18,778.03;708.06,817.48;
00008608.png 691.32,263.04;1238.91,232.21;1300.45,782.47;709.99,820.39;
00008641.png 691.48,267.86;1238.95,237.11;1302.42,785.44;711.2,824.58;
00008675.png 701.48,275.92;1242.31,247.97;1307.73,793.6;718.87,832.49;
00008708.png 703.58,282.95;1244.95,253.11;1310.73,797.33;723.11,837.15;
00008742.png 710.92,293.66;1249.38,260.64;1318.51,801.4;732.03,843.11;
00008775.png 718.18,300.16;1249.14,269.01;1321.6,800.41;741.57,841.23;
00008808.png 727.47,309.06;1253.41,274.35;1331.33,803.35;752.49,846.84;
00008842.png 729.81,309.32;1260.74,274.86;1339.77,803.51;755.8,848.73;
00008875.png 735.7,310.44;1261.15,276.67;1340.73,798.65;764.14,843.64;
00008908.png 741.76,308.5;1265.03,273.56;1351.47,793.85;770.72,842.06;
00008942.png 742.82,309.77;1263.48,272.32;1351.59,786.66;773.54,837.49;
00008975.png 741.95,310.32;1261.13,269.32;1354.83,780.18;776.26,832.93;
00009009.png 740.68,307.71;1259.56,267.61;1353.48,775.2;774.13,830.18;
00009042.png 738.12,312.54;1248.74,269.96;1345.66,767.57;772.66,824.18;
00009075.png 735.65,311.45;1245.12,269.96;1341.49,761.46;769.55,819.66;
00009109.png 734.33,309.79;1238.6,270.19;1336.17,755.32;768.86,812.15;
00009142.png 728.36,310.82;1227.05,267.87;1324.87,741.33;763.59,799.94;
00009175.png 726.48,309.1;1220.26,266.18;1318.03,732.84;760.9,789.56;
00009209.png 721.2,301.55;1206.83,259.72;1303.02,711;753.85,768.64;
00009242.png 718.13,296.72;1198.47,255.82;1294.52,700.25;750.26,754.45;
00009275.png 712.4,284.94;1182.79,245.94;1274.51,672.62;740.05,726.68;
00009309.png 708.97,279.37;1174.15,241.13;1263.87,658.79;736.55,710.58;
00009342.png 706.13,270.92;1164.63,233.85;1252.8,642.71;730,693.25;
00009376.png 703.86,252.12;1147.83,219.92;1229.42,607.14;724.59,651.21;
00009409.png 699.82,245.68;1139.17,212.76;1219.84,589.59;719.64,636.06;
00009442.png 697.87,225.75;1124.09,195.92;1198.19,555.19;713.39,597.13;
00009476.png 695.7,217.67;1115.16,189.49;1188.03,535.35;710.51,575.12;
00009509.png 694.06,204.76;1099.52,178.8;1164.7,503.63;703.47,541.73;
00009542.png 693.04,201.18;1092.49,173.57;1156.61,492.74;702.17,526.19;
00009576.png 693.76,190.39;1079.84,168.5;1139.77,467.5;701.78,499.03;
00009609.png 695.42,190.34;1075.07,169.11;1131.16,459.11;701.6,489.39;
00009642.png 694.82,192.53;1069.98,169.11;1126.87,452.65;700.46,485;
00009676.png 699.63,198.18;1063.56,175.07;1117.75,444.29;704.37,474.7;
00009709.png 702.36,202.99;1059.49,181.13;1113.67,444.16;706.78,472.66;
00009743.png 708.42,215.28;1057.65,195.25;1109.68,449.91;713.13,475.94;
00009776.png 711.35,225.36;1054.37,203.62;1103.95,451.02;716.33,479.73;
00009809.png 716.83,237.39;1054.02,218.29;1102.98,458.55;721.97,484.58;
00009843.png 719.32,248.97;1051.42,227.06;1101.64,462.33;724.13,490.96;
00009876.png 723.38,253.42;1050.81,233.41;1099.62,464.79;727.2,490.22;
00009909.png 725.59,263.16;1052.64,241.22;1101.72,469.5;730.58,498;
00009943.png 726.4,268.5;1053.01,244.97;1101.5,471.59;731.84,502.03;
00009976.png 731.94,272.22;1053.44,250.99;1102.96,473.44;737.83,501.22;
00010010.png 731.93,274.18;1055.14,252.37;1105.19,476.45;737.36,503.87;
00010043.png 734.81,277.72;1060.41,255.13;1111.45,483.16;741.1,512.95;
00010076.png 733.58,282.65;1063.08,257.17;1116.11,488.53;741.17,519.12;
00010110.png 734.43,285.41;1066.2,258.12;1120.31,492.63;742.32,526.61;
00010143.png 736.75,287.68;1074.63,262.76;1131.69,504.37;747.93,535.81;
00010176.png 738.01,291.99;1080.64,264.72;1137.67,511.57;746.79,547.46;
00010210.png 739.55,296.09;1095.08,265.39;1158.55,526.97;751.52,566.34;
00010243.png 740.72,296.04;1102.66,263.7;1169.25,534.16;753.24,572.21;
00010276.png 741.55,299.56;1118.96,265.85;1191.5,554.93;757.02,597.4;
00010310.png 742.96,299.44;1131.52,264.28;1205.8,564.74;757.67,611.06;
00010343.png 742.39,304.58;1137.81,267.04;1218.08,577.6;760.11,624.54;
00010377.png 741.44,305.97;1153.68,268.7;1240.61,600.23;760.12,650.31;
00010410.png 740.06,306.88;1162.3,270.55;1252.82,614.17;761.88,665.07;
00010443.png 736.16,318.62;1176.98,275.35;1274.78,644.82;759.48,702.61;
00010477.png 735.36,321.41;1185.69,277.95;1284.21,654.87;760.95,713.88;
00010510.png 730.08,327.7;1195.8,281.4;1305.6,687.2;759.44,748;
00010543.png 727.96,329.92;1204.81,283.36;1317.43,701.61;755.5,767.04;
00010577.png 718.58,335.36;1223.91,282.9;1348.03,736.69;750.48,812.48;
00010610.png 714.95,336.2;1231.74,283.1;1361.46,752.51;750.81,824.81;
00010643.png 711.31,335.69;1240.61,281.89;1378.1,768.77;748.17,847.43;
00010677.png 703.28,343.83;1257.05,283.7;1404.5,800.37;746.13,886.49;
00010710.png 695.55,345.42;1269.18,280.05;1423.71,817.9;739.66,911.04;
00010744.png 685.44,342.09;1285.66,273.97;1453.31,846.83;732.59,946.69;
00010777.png 678.11,345.97;1292.17,271.57;1465.6,860.94;727.53,964.78;
00010810.png 661.72,346.58;1298.8,267.29;1481.8,881.31;714.49,995.48;
00010844.png 653.81,347.6;1300.18,266.51;1485.05,889.93;708.19,1003.58;
00010877.png 647.65,348.47;1298.05,267.15;1484.63,893.03;702.8,1012.56;
00010910.png 638.86,350.62;1288.11,265.06;1475.57,892.05;693.73,1011.97;
00010944.png 633.99,350.5;1280.77,265.82;1466.29,886.41;688.86,1010.27;
00010977.png 627.79,348.76;1260.69,267.33;1440.47,867.18;684.22,988.11;
00011011.png 627.7,352.2;1248.83,270.3;1421.76,855.13;681.56,973.8;
00011044.png 629.26,354.62;1220.49,278.34;1384.16,828.56;681.11,938.61;
00011077.png 634.75,360.77;1204.9,285.65;1357.35,806.76;683.11,913.62;
00011111.png 633.58,356.96;1187.45,286.86;1336.76,790.92;680.64,891.27;
00011144.png 637.49,352.6;1154.51,285.29;1288.91,743.73;679.22,832.97;
00011177.png 640.31,346.2;1137.53,284.93;1262.9,716.1;680.11,802.84;
00011211.png 641.23,328.01;1108.89,274.67;1221.03,669.77;674.84,743.8;
00011244.png 641.31,324.01;1095.44,271.17;1200.48,646.85;671.61,721.06;
00011277.png 642.11,310.21;1066.85,265.45;1159.18,606.43;669.63,669.39;
00011311.png 641.84,304.67;1053.88,262.75;1141.89,588.59;665.64,647.88;
00011344.png 639.64,300.91;1027.4,262.54;1103.77,557.89;659.9,610.65;
00011378.png 634.77,300.38;1014.14,261.71;1088.8,549.54;653.55,600.1;
