00000066.png 802.98,230.13;1421.3,236.84;1419.71,867.71;789.88,854.77;
00001935.png 794.64,243.45;1408.07,245.73;1409.91,873.16;784.69,863.15;
00001968.png 794.23,247.16;1404.14,248.56;1408.31,870.09;784.21,862.02;
00002002.png 793.29,246.14;1404.27,247.83;1407.33,873.18;783.92,864.94;
00002035.png 793.11,247.11;1405.15,248.65;1408.08,874.26;783.16,864.64;
00002068.png 792.46,247.62;1405.58,248.34;1407.96,874.4;784.06,863.68;
00002102.png 795.87,251.6;1402.61,252.24;1408.37,870.73;786.44,863.44;
00002135.png 795.88,249.19;1403.49,250.48;1406.81,872.17;787.54,863.77;
00002168.png 796.74,249.1;1406.73,250.98;1409.69,874.9;787.83,866.26;
00002202.png 796.98,248.98;1407.03,251.36;1410.1,874.03;785.89,865.35;
00002235.png 798.45,250.29;1407.81,250.41;1411.05,876.14;788.32,865.78;
00002268.png 798.08,246.93;1409.54,249.57;1412.09,875.6;787.47,866.46;
00002302.png 798.82,247.83;1410.69,249.46;1412.87,874.04;788.13,863.91;
00002335.png 798.96,246.5;1411.48,250.05;1412.77,875.11;787.62,865.11;
00002369.png 800.61,251.38;1405.57,252.57;1409.66,874.39;788.89,862.6;
00002402.png 798.65,247.4;1408.91,249.56;1411.08,874.07;789.09,863.92;
00002435.png 799.67,249.64;1406.34,252.7;1407.61,870.43;791.62,862.88;
00002469.png 797.9,246.56;1409.36,248.01;1411.02,873.38;790.51,862.92;
00002502.png 798.59,248.13;1408.37,249.08;1410.47,873.25;790.79,863.02;
00002535.png 796.41,246.52;1405.97,249.07;1409.43,872.5;787.1,862.57;
00002569.png 795.57,246.51;1406.2,248.91;1408.47,873.39;784.95,863.3;
00002602.png 794.31,246;1404.57,247.92;1406.8,872.98;783.55,863.06;
00002635.png 792.79,248.49;1403.65,249.56;1406.06,873.19;783.85,862.89;
00002669.png 792.66,246.12;1402.85,247.4;1405.6,872.91;782.11,862.72;
00002702.png 792.82,245.84;1401.89,247.95;1404.71,872.43;782.97,863.05;
00002736.png 791.64,246.09;1401.88,248.11;1404.12,871.7;781.81,861.61;
00002769.png 793.17,244.77;1402.23,248.38;1404.46,872.45;783.06,862.89;
00002802.png 793.57,247.15;1401.03,250.17;1405.45,871.27;784.91,861.8;
00002836.png 793.82,246.45;1404.63,249.29;1406.55,875.25;783.36,863.55;
00002869.png 794.36,244.83;1404.69,248.39;1406.59,874.96;783.26,863.17;
00002902.png 793.02,243.87;1404.72,247.96;1406.63,874.07;782.25,863.25;
00002936.png 793.6,244.89;1404.17,248.78;1406.13,874.16;786.47,862.48;
00002969.png 793.34,245.02;1404.51,248.1;1405.46,873.43;781.56,861.64;
00003003.png 793.77,244.42;1403.61,249.57;1405.22,873.03;783.26,861.13;
00003036.png 794.66,245.84;1404.37,248.72;1403.97,872.11;782.89,860.03;
00003069.png 793.63,244.78;1401.5,248.15;1401.73,871.36;781.82,860.01;
00003103.png 791.56,244.75;1399.77,248.62;1400.13,872.48;778,858.71;
00003136.png 790.26,245.86;1397.6,249.32;1396.65,871.55;777.46,859.47;
00003169.png 788.1,244.68;1394.53,248.29;1394.85,871.36;775.26,859.08;
00003203.png 786.38,244.81;1394.36,248.89;1395.09,872.17;773.81,858.19;
00003236.png 786.9,244.2;1394.53,248.29;1395.01,870.69;774.21,859.04;
00003269.png 788.02,245.11;1395.19,248.43;1395.49,871.03;776.39,858.75;
00003303.png 789.22,246.12;1395.86,248.04;1396.43,869.62;779.48,857.9;
00003336.png 789.76,241.4;1398.11,246.22;1398.32,869.47;777.51,857.82;
00003370.png 790.43,242.94;1398.64,246.89;1399.03,869.09;778.96,857.52;
00003403.png 789.57,242.38;1397.85,246.2;1398.78,869.43;776.79,856.14;
00003436.png 789.01,241.84;1396.28,246.37;1397.09,870.11;775,857.96;
00003470.png 786.98,243.17;1395.79,246.67;1396.17,870.41;775.06,858.91;
00003503.png 786.64,244.19;1392.5,248.78;1393.04,867.52;775.65,856.16;
00003536.png 784.77,243.66;1393.36,247.45;1394.75,870.26;772.71,858.23;
00003570.png 785.63,244.89;1392.61,248.25;1394.74,871.03;772.7,857.16;
00003603.png 786.56,244.66;1395.53,248.35;1395.3,869.1;774.1,858.63;
00003636.png 787.32,246.21;1396.14,247.89;1397.47,871.06;776.04,861.24;
00003670.png 791.56,249.04;1394.23,252.95;1396.88,866.84;781.28,857.88;
00003703.png 791.79,247.59;1400.4,246.73;1403.16,871.55;781.31,860.29;
00003737.png 792.18,244.02;1401.52,245.52;1404.58,869.53;781.21,860.36;
00003770.png 792.6,244.95;1403.63,247.02;1405.19,871.04;781.27,860.27;
00003803.png 793.27,247.28;1398.05,247.83;1402.71,868.79;783.15,858.72;
00003837.png 791.31,245.18;1402.69,245.18;1405.29,870.72;782.17,861.7;
00003870.png 791.96,244.74;1399.75,244.63;1405.05,870.91;783.39,861.51;
00003903.png 789.53,245.05;1399.91,244.78;1403.91,870.42;779.95,860.96;
00003937.png 787.55,246.38;1397.69,245.76;1402.37,869.62;779.47,860.84;
00003970.png 787.64,248.3;1396.86,246.96;1400.76,871.91;780.17,862.63;
00004004.png 786.6,247.69;1395.25,247.3;1399.83,870.39;779.43,862.4;
00004037.png 786.63,248.4;1396.77,246.25;1401.02,871.28;777.51,861.43;
00004070.png 789,247.43;1396.28,247.55;1401.64,869.56;778.96,861.12;
00004104.png 789.28,248.3;1397.3,246.51;1402.4,869.49;779.58,862.53;
00004137.png 790.69,249.48;1395.23,249.94;1399.43,869.54;781.36,860.35;
00004170.png 788.86,248.8;1396.91,248.52;1401.23,872.33;781.06,863.03;
00004204.png 789.73,247.15;1397.36,246.67;1401.89,870.61;781.34,862.67;
00004237.png 790.1,247.61;1396.39,248.1;1402.6,868.21;782.72,860.81;
00004270.png 790.11,248.33;1397.59,247.68;1401.73,868.28;781.81,860.36;
00004304.png 789.39,248.14;1396.66,248.14;1401.65,869.84;780.62,862.62;
00004337.png 788.92,248.49;1395.26,248;1401.23,868.18;780.28,860.87;
00004371.png 788.26,248.58;1394.08,247.7;1399.29,867.74;778.97,859.87;
00004404.png 788.61,249.36;1393.61,247.95;1398.84,869.39;782.37,860.33;
00004437.png 789.73,247.53;1393.82,246.1;1399.47,866.32;780.48,859.5;
00004471.png 789.38,248.23;1394.53,245.96;1399.71,866.17;781.13,859.33;
00004504.png 788.95,248.21;1393.26,247.31;1400.69,865.58;780.61,857.44;
00004537.png 790.01,250.46;1394.09,247.04;1399.97,865.04;786.56,858.41;
00004571.png 790.71,248.47;1394.04,246.12;1401.02,863.62;782.37,856.83;
00004604.png 791.64,246.72;1395.2,244.8;1402.07,863.08;785.43,857.71;
00004637.png 792.52,247.76;1394.5,245.33;1402.8,864.86;785.55,856;
00004671.png 793.52,249.89;1393.91,245.15;1402.85,864.72;786.91,857.4;
00004704.png 792.4,248.57;1393.8,244.47;1401.46,862.97;787.54,855.04;
00004738.png 790.76,245.03;1391.67,242.77;1400.04,860.44;785.24,855.39;
00004771.png 790.03,248.02;1390.35,243.01;1398.65,857.57;783.91,853.67;
00004804.png 787.72,246.29;1389.2,243.07;1398.42,859.54;782.1,854.06;
00004838.png 788.33,246.82;1388.27,243.07;1397.15,857.75;783.05,853.09;
00004871.png 786.71,246.13;1386.92,243.24;1396.77,858.09;782.44,855.45;
00004904.png 786.68,247.99;1387.92,242.63;1397.14,857.19;781.82,853.12;
00004938.png 787.22,248.69;1388.05,242.75;1397.88,857.98;783.63,853.5;
00004971.png 786.35,248.03;1387.52,242.98;1397.64,859.04;783.08,855.45;
00005005.png 786.7,249.1;1386.2,243.12;1395.7,860.03;784.66,854.94;
00005038.png 785.42,248.42;1386.81,243.31;1396,859.74;779.39,854.34;
00005071.png 783.17,249.74;1383.67,243.09;1393.43,861.56;778.84,854.7;
00005105.png 782.8,247.06;1382.59,243.58;1391.8,858.13;778.34,855.11;
00005138.png 781.39,248.82;1380.83,244.07;1390.79,860.81;778.07,855.67;
00005171.png 780.11,247.11;1381.33,243.14;1390.33,859.82;772.78,854.44;
00005205.png 779.86,248.17;1380.76,242.53;1390.95,859.55;773.74,856.13;
00005238.png 778.44,247.59;1380.76,242.97;1389.64,862.13;774.4,855.4;
00005271.png 777.65,245.39;1381.86,241.83;1390.82,860.35;772.07,855.63;
00005305.png 778.62,244.43;1382.78,240.19;1390.25,860.39;771.17,854.54;
00005338.png 777.35,242.93;1382.5,240.69;1390.24,859.85;771.86,853.34;
00005372.png 780.68,243.85;1379.55,241.59;1388.53,857.26;771.86,851.49;
00005405.png 778.6,242.21;1382.06,238.35;1389.46,856.89;773.1,849.96;
00005438.png 779.85,240.88;1382.5,238.26;1389.3,856.89;771.6,849.46;
00005472.png 781.94,241.93;1383.4,238.56;1391.02,859.12;775.95,850.08;
00005505.png 781.41,242.36;1383.36,238.69;1391.76,857.52;774.81,850.21;
00005538.png 786.17,242.09;1382.28,239.76;1391.15,852.02;778.33,845.18;
00005572.png 784.84,239.64;1388.69,237.89;1394.44,854.3;777.53,846.94;
00005605.png 788.31,244.69;1386.85,240.93;1393.41,852.26;780.96,846.4;
00005638.png 788.91,238.22;1387.94,237.92;1395.31,850.91;780.76,846.88;
00005672.png 786.68,236.83;1387.37,236.35;1393.55,853.1;779.69,846.6;
00005705.png 787.55,238.38;1386.97,236.25;1393.05,853.02;779.2,845.11;
00005739.png 786.64,235.97;1387.62,234.88;1392.68,850.08;777.82,842.92;
00005772.png 786.78,235.49;1387.38,234.54;1393.25,849.75;777,840.71;
00005805.png 789.13,235.6;1387.23,235.16;1393.5,848.28;779.82,841.25;
00005839.png 787.78,234.92;1388.89,234.57;1393.74,849.05;778.96,840.5;
00005872.png 790.3,234.7;1387.61,233.66;1393.6,847.68;780.61,840;
00005905.png 790.86,234.28;1388.73,233.93;1393.93,847.52;780.65,839.88;
00005939.png 790.33,236.75;1387.15,235.64;1392.96,849.24;782.48,838.01;
00005972.png 790.37,235.91;1386.4,235.35;1393.24,847.35;780.17,838.75;
00006006.png 790.97,236.45;1387.71,236.03;1393.67,848.7;780.04,840.41;
00006039.png 791.43,238.86;1388.37,237.58;1392.8,850.58;784.64,841.31;
00006072.png 791.47,239.51;1387.15,238.18;1394.24,851.94;785.83,841.92;
00006106.png 789.97,241.37;1388.42,237.93;1393.37,852.85;782.77,843.12;
00006139.png 790.3,237.17;1387.69,238.38;1394.06,851.24;782.84,843.3;
00006172.png 790.79,239.16;1388.05,239.32;1393.88,852.11;780.86,843.76;
00006206.png 791.52,240.25;1388.06,239.59;1393.53,852.96;781.96,844.85;
00006239.png 794.12,246.09;1383.22,243.52;1389.56,850.61;783.03,842.57;
00006272.png 790.7,242.01;1386.62,242.37;1392.28,854.42;779.85,845.74;
00006306.png 790.34,246.97;1385.35,245.48;1390.46,856.74;782.14,848.26;
00006339.png 790.64,243.42;1386.76,245.53;1390.32,857.1;780.12,847.26;
00006373.png 788.34,247.21;1384.53,246.64;1390.36,859.65;778.54,850.3;
00006406.png 787.36,247.88;1386.11,248.02;1390.8,861.54;776.83,851.27;
00006439.png 789.08,248.96;1386.25,249.91;1390.62,863.04;776.4,852.94;
00006473.png 791.47,251.84;1382.99,254.54;1388.38,863.25;778.5,854.1;
00006506.png 787.45,253.26;1385.6,253.98;1388.85,867.13;778.01,858.11;
00006539.png 788.6,256.17;1385.53,255.93;1389.55,870.7;777.72,859.34;
00006573.png 787.72,255.76;1387.61,256.66;1391.56,871.73;776.81,861.17;
00006606.png 789.04,257.39;1388.14,259.55;1392.44,873.74;777.27,864.1;
00006639.png 789.89,260.33;1387.87,262.88;1392.51,876.98;783.07,866.54;
00006673.png 795.28,260.14;1389.65,262.69;1403.07,885.92;777.81,867.44;
00006706.png 790.08,262.11;1388.67,264.22;1392.75,879.85;778.18,870.46;
00006740.png 789.09,265.91;1386.19,267.15;1391.04,880;782.71,872.01;
00006773.png 788.33,261.37;1385.75,266.05;1391.22,881.8;776.39,873.39;
00006806.png 785.01,270.96;1385.52,269.79;1390.61,883.49;777.44,874.73;
00006840.png 784.34,265.1;1386.44,267.79;1392.52,886.91;777.27,874.34;
00006873.png 783.85,267.46;1387.5,267.11;1391.36,886.05;774.78,877.16;
00006906.png 784.95,272.09;1384.73,269.93;1390.9,884.87;778.23,877.88;
00006940.png 779.4,268.83;1383.01,268.85;1388.99,886.52;777.04,878.55;
00006973.png 785.38,271.71;1380.7,268.84;1387.55,881.24;777.85,877.86;
00007007.png 782.45,268.98;1388.03,267.29;1391.2,886.31;774.86,878.4;
00007040.png 784.72,269.66;1385.99,269.32;1391.72,886.77;775.59,879.17;
00007073.png 784.46,269.58;1386.35,267.39;1392.68,886.92;776.45,879.25;
00007107.png 786.32,272;1384.69,270.37;1391.76,889.48;778.18,882.56;
00007140.png 786.74,269.54;1388.08,268.28;1398.95,892.71;780.8,879.58;
00007173.png 790.44,270.95;1389.1,267.13;1395.07,887.14;779.36,880.8;
00007207.png 788.31,269.38;1390.48,266.81;1397.04,888.93;786.02,887.91;
00007240.png 786.12,267.43;1388.96,267.43;1396.88,888.52;781.23,879.19;
00007273.png 787.29,270.38;1389.65,266.55;1394.53,885.97;780.19,883.99;
00007307.png 787.29,270.47;1389.98,265.03;1394.87,884.38;781.05,875.75;
00007340.png 786.72,268.07;1389.62,263.3;1394.93,883.86;780.42,877.89;
00007374.png 788.15,268.14;1380.27,266.79;1393.03,875.86;786.22,878.15;
00007407.png 785.47,261.94;1386.4,259.3;1394.99,876.65;780.89,871.35;
00007440.png 784.34,264.51;1383.43,260.33;1392.07,874.66;777.64,867.09;
00007474.png 787.2,260.11;1384.38,256.35;1393.96,874.45;780.31,865.35;
00007507.png 789.85,257.81;1385.06,254.9;1394.15,871.88;779.89,869.67;
00007540.png 786.32,262.33;1386.43,256.19;1395.99,868.69;777.89,868.32;
00007574.png 790.71,261.46;1389.2,253.3;1396.83,870.34;786.94,873.8;
00007607.png 790.59,260.68;1390.59,253.36;1399.87,870.59;783.14,868.37;
00007640.png 790.55,256.7;1390.86,251.07;1401.69,868.26;787.85,869.63;
00007674.png 790.16,255.65;1391.13,250.16;1401.3,867.61;789.13,865.98;
00007707.png 789.2,261.66;1391.67,252.09;1401.97,868.96;785.68,869.3;
00007741.png 789.36,257.19;1390.29,251.66;1401.68,869.05;789.35,866.73;
00007774.png 793.8,258.15;1390.73,251.86;1401.88,871.42;786,866.58;
00007807.png 786.8,259.65;1392.96,250.53;1400.94,868.39;782.56,866.61;
00007841.png 787.64,263.88;1387.32,257.9;1399.97,870.44;782.9,868.82;
00007874.png 789.87,260.46;1390.09,251.79;1402.54,870.65;791.08,874.13;
00007907.png 788.88,262;1389.61,254.09;1401.55,870.84;787.47,873.38;
00007941.png 794.07,263.67;1388.19,254.63;1403.09,871.87;786.58,872.31;
00007974.png 788.06,266.01;1388.77,253.58;1400.84,869.45;779.49,879.96;
00008008.png 787.67,264.63;1384.41,257.77;1396.92,870.87;788.4,870.4;
00008041.png 785.17,262.35;1386.59,250.81;1401.9,868.97;784.05,873.37;
00008074.png 784.74,258.21;1386.54,251.75;1402.54,875.51;785.54,871.28;
00008108.png 783.87,259.06;1387.72,248.44;1402.15,872.71;785.72,872.08;
00008141.png 783.96,260.48;1380.1,251.29;1401.98,867.71;786.62,864.11;
00008174.png 788.03,256;1391,248.37;1406.08,868.96;790.08,869.2;
00008208.png 790.08,256.34;1392.98,247.54;1407.16,877.33;789.51,868.91;
00008241.png 787.6,256.57;1393.42,246.89;1408.15,866.62;790.67,868.01;
00008274.png 787.77,253.62;1390.65,245.97;1406.97,866.9;791.85,867.49;
00008308.png 794.56,257.74;1388.58,249.61;1406.61,862.21;797.34,864.38;
00008341.png 794.03,258.59;1393.46,248.83;1409.25,863.68;795.98,868.09;
00008375.png 796.38,255.33;1399.05,246.4;1414.98,864.31;798.46,868.14;
00008408.png 799.1,256.99;1402.06,246.56;1418.7,866.96;798.34,866.63;
00008441.png 798.48,255.25;1403.45,244.64;1421.16,867.31;801.05,867.73;
00008475.png 802.34,253.64;1408.28,244.37;1422.75,865.75;801.89,866.4;
00008508.png 801.89,251.2;1408.95,243.56;1423.74,868.36;804.38,867.4;
00008541.png 805.18,255.04;1407.24,245.26;1423.37,865.88;808.39,866.57;
00008575.png 802.74,249.47;1408.93,241.29;1424.38,864.3;806.22,865.74;
00008608.png 801.43,251.81;1407.64,240.44;1422.42,865.28;801.81,864.5;
00008641.png 799.09,251.46;1407.05,240.65;1420.21,863.14;799.62,863.99;
00008675.png 797.35,252.13;1401.62,241.5;1418.63,863.65;799.33,864;
00008708.png 796.73,253.97;1400.93,239.14;1417.56,862.63;797.36,864.13;
00008742.png 795.49,250.65;1398.17,240.7;1414.36,859.6;798.48,863.13;
00008775.png 793.51,251.21;1399.56,239.3;1414.81,859.81;795.3,862.07;
00008808.png 792.35,249.67;1398.09,236.64;1413.82,860.03;794.53,862.23;
00008842.png 792.04,250.17;1398.72,239.87;1414.22,861.09;796.81,861.94;
00008875.png 792.14,248.57;1398.5,238.27;1414.37,859.77;792.77,860.31;
00008908.png 790.86,248.09;1399.35,236.28;1413.78,859.01;793.81,861.85;
00008942.png 791.33,248.24;1397.54,237.76;1413.64,859.64;793.71,861.12;
00008975.png 792.44,245.79;1399.8,237.51;1413.94,860.77;791.41,860.32;
00009009.png 790.99,245.62;1399.87,236.2;1413.78,858.2;792.18,859.47;
00009042.png 791.22,243.65;1399.99,235;1415.06,858.71;794.03,859.92;
00009075.png 794.81,243.56;1401.8,235.67;1415.46,859.02;794.54,859.93;
00009109.png 793.68,241.21;1402.51,235.19;1416.49,859.93;796.02,859.35;
00009142.png 795,242.36;1403.47,235.74;1417.05,858.3;795.54,859.51;
00009175.png 795.52,242.82;1404.74,235.08;1417.42,857.64;795.72,858.62;
00009209.png 797.07,243.02;1403.33,235.14;1418.05,856.14;796.18,857.69;
00009242.png 796.64,243.72;1403.86,234.6;1417.11,857.11;794.8,856.78;
00009275.png 797.07,240.95;1403.49,236.04;1417.03,854.43;798.23,855.99;
00009309.png 797.39,240.93;1405.69,232.55;1417.5,857.09;794.77,853.69;
00009342.png 796.48,240.71;1407.91,231.45;1420.15,855.04;798.28,854.85;
00009376.png 797.7,241.69;1405.87,231.62;1419.07,854.27;798.3,853.37;
00009409.png 799.13,238.49;1406.22,230.81;1419.33,850.96;800.58,851.43;
00009442.png 800.34,237.5;1407.95,229.03;1420.8,850.6;799.11,850.45;
00009476.png 799.92,235.22;1409.09,225.59;1421.84,849.04;800.23,848.31;
00009509.png 802.9,234.96;1409.52,226.35;1422.64,846.5;803.27,847.67;
00009542.png 803.57,233.67;1411.9,223.45;1426.1,847.08;804.99,847.3;
00009576.png 803.94,230.07;1413.25,221.65;1427.91,845.38;806.06,847.64;
00009609.png 809.11,234.42;1409.19,225.19;1424.2,839.43;811.94,841.97;
00009642.png 804.34,229.31;1412.53,219.69;1427.74,843.39;806.44,844.7;
00009676.png 805.49,229.35;1412.74,218.67;1427.99,841.66;809.22,841.74;
00009709.png 806.67,229.63;1411.22,220.06;1426.46,839.33;810.6,840.81;
00009743.png 805.91,229.55;1414.17,218.43;1428.93,841.88;808.85,841.42;
00009776.png 806.98,227.35;1414.6,218.44;1429.53,841.1;809.46,843.51;
00009809.png 806.61,229.14;1415.68,220;1429.91,842.12;808.16,843.32;
00009843.png 807.46,230.61;1415.21,221.68;1429.35,844.47;808.67,843.8;
00009876.png 807.09,232.86;1414.17,224.25;1427.02,842.5;808.15,844.53;
00009909.png 806.72,233.99;1413.17,226.38;1426.96,845.1;807.33,845.39;
00009943.png 805.21,238.02;1411.36,228.51;1424.87,847.56;805.8,847.8;
00009976.png 807.61,236.99;1409.9,231.89;1422.41,848.66;806.08,849.47;
00010010.png 801.95,238.35;1409.09,232.51;1421.43,852.73;800.02,852.45;
00010043.png 800.29,241.6;1406.6,234.06;1419.27,855.24;800.75,852.7;
00010076.png 800.6,242.18;1404.86,236.93;1416.7,854.7;798.02,853.69;
00010110.png 799.16,240.29;1403.07,237.47;1415.02,857.45;797.1,856.73;
00010143.png 795.65,246.29;1399.96,240.23;1410.31,859.54;793.01,857.63;
00010176.png 796.26,246.74;1396.4,244.08;1404.71,856.41;794.74,853.93;
00010210.png 791.7,246.01;1396.93,242.18;1406.31,862.57;788.42,858.62;
00010243.png 789.98,244.99;1396.29,242.59;1405.16,862.9;784.92,859.23;
00010276.png 790.9,246.06;1395.77,243.99;1404.07,865.34;786.8,860.3;
00010310.png 789.91,243.91;1395.86,244.15;1403.45,864.8;783.86,859.99;
00010343.png 789.3,247.25;1395.81,245.32;1402.67,866.9;785.67,860.66;
00010377.png 788.15,245.08;1396.02,245.08;1402.97,866.05;781.87,860.83;
00010410.png 789.03,245.02;1398.13,244.73;1403.33,866.45;781.7,860.59;
00010443.png 789.6,243.43;1399.4,244.2;1404.72,867.07;782.71,860.26;
00010477.png 791.39,244.93;1399.07,243.35;1404.95,869;784.6,859.81;
00010510.png 791.65,242.45;1401.23,242.4;1406.18,866.05;782.99,857.65;
00010543.png 792.3,240.91;1403.75,241.56;1407.3,864.77;784.31,857.98;
00010577.png 793.13,239.96;1402.01,241.14;1407.43,862.41;786.66,856.46;
00010610.png 795.69,238.56;1403.31,240.41;1409.42,862.73;787.63,856.05;
00010643.png 795.66,238.88;1405.08,239.25;1409.9,861.24;787.32,855.1;
00010677.png 797.71,237.98;1403.27,239.09;1409.11,859.59;789.32,851.91;
00010710.png 798.03,235.13;1407.33,237.78;1412.31,859.06;790.61,851.89;
00010744.png 800.23,236.55;1407.86,236.78;1413.1,858.86;793.44,851.68;
00010777.png 800.3,233.27;1408.89,234.95;1413.56,857.56;792.76,850.1;
00010810.png 802.61,235.83;1406.36,238.23;1411.14,851.85;796.02,845.82;
00010844.png 800.14,228.97;1410.4,230.41;1415.41,854.45;792.94,847.23;
00010877.png 799.72,226.96;1408.1,229.9;1414.62,852.82;791.67,846.33;
00010910.png 799.07,228.02;1411.27,230.1;1415.35,850.4;791.89,845.3;
00010944.png 799.67,226.47;1411.2,227.97;1415.25,851.78;791.24,844.4;
00010977.png 799.58,225.18;1410.79,226.62;1416.09,851.01;792.61,844.73;
00011011.png 800.88,228.74;1411.87,227.7;1418.05,853.15;796,844.26;
00011044.png 802.35,226.82;1413.75,228.24;1418.48,851.96;793.17,844.09;
00011077.png 804.51,229.37;1413.38,228.79;1418.61,851.09;797.22,844.76;
00011111.png 803.93,227.51;1414.64,228.46;1418.68,850.53;795.35,843.78;
00011144.png 804.34,229.88;1413.82,229.73;1417.74,853.81;797.1,845.64;
00011177.png 804.22,230.41;1411.63,231.26;1417.62,854.95;797.18,845.77;
00011211.png 804.04,229.35;1412.21,230.73;1416.4,851.85;795.43,844.36;
00011244.png 801.93,232.2;1411.94,230.34;1416.39,853.51;794.77,845.88;
00011277.png 801.8,229.4;1411.44,229.62;1415.02,852.15;793.41,844.12;
00011311.png 803.04,230.96;1406.68,231.06;1413.22,848.98;795.17,842.65;
00011344.png 801.24,228.06;1412.01,228.93;1415.8,852.11;793.38,843.3;
00011378.png 800.56,227.89;1411.26,228.74;1414.71,851.78;791.59,843.38;
00011411.png 800.2,226.43;1408.83,228.76;1413.57,849.83;791.86,842.25;
