00000033.png 756.34,290.26;1003.99,282.4;1016.71,702.18;758.5,709.68
00000934.png 1280.76,305.78;1528.26,315.31;1527.42,733;1270.9,716.79
00000967.png 1306.02,307.36;1552.26,317.57;1551.29,737.26;1293.34,719.09
00001001.png 1350.57,307.54;1597.62,318.26;1595.87,736.52;1340.09,718.59
00001034.png 1372.02,307.12;1619.82,318.65;1618.4,738.92;1359.3,721.64
00001067.png 1392.31,305.8;1638.4,317.36;1637.1,738.44;1380.31,719.4
00001101.png 1405.61,305.89;1651.67,317.32;1650.48,736.87;1391.87,721.52
00001134.png 1416.03,304.21;1662.89,315.62;1662.35,737.74;1399.25,719.94
00001167.png 1423.45,300.8;1671.21,312.42;1669.53,735.06;1412.61,716.91
00001201.png 1422.89,300.25;1671.78,310.88;1670.55,733.15;1410.72,715.94
00001234.png 1418.64,298.03;1667.3,307.73;1664.76,731.53;1401.26,713.91
00001267.png 1407.63,295.43;1657.5,305.04;1655.01,729.67;1394.51,713.69
00001301.png 1391.47,294.79;1640.31,303.42;1636.74,725.72;1373.53,712.11
00001334.png 1368.66,291.86;1618.95,300.19;1616.42,722.41;1355.72,707.82
00001368.png 1343.79,289.3;1593.92,297.15;1591.27,721.45;1328.88,704.13
00001401.png 1311.92,288.75;1561.76,295.77;1560.54,721.56;1298.72,706.5
00001434.png 1278.33,288.13;1526.42,293.05;1524.47,720.97;1263.72,709.83
00001468.png 1197.69,287.9;1448.4,291.11;1448.45,713.28;1183.04,701.98
00001501.png 1155.6,288.5;1406.82,290.55;1406.19,711.73;1139.75,702.1
00001534.png 1110.51,287.99;1359.93,289.05;1354.69,713.02;1098.98,705.62
00001568.png 1070.22,290.41;1313.46,289.06;1309.12,709.65;1055.02,706.79
00001601.png 1022.2,290.21;1269.65,288.84;1268.97,714.25;1005.23,712.2
00001634.png 975.2,295.29;1220.5,293.26;1221.57,713.27;966.71,711.53
00001668.png 928.6,295.79;1173.11,291.97;1179.12,709.9;917.84,710.77
00001701.png 880.61,299.42;1128.44,295.12;1133.11,717.31;870.11,715.16
00001735.png 835.04,303.04;1078.96,297.79;1085,717.97;828.24,716.4
00001768.png 786.48,307.4;1031.97,301.03;1037.72,721.53;780.72,726.85
00001801.png 741.7,312.56;985.7,304.98;995.08,727.96;736.49,729.14
00001835.png 693.57,319.5;940.91,309.98;946.15,730.78;686.24,739.24
00001868.png 647.78,322.44;895.85,312.71;901.97,734.6;643.36,743.18
00001901.png 603.49,327.03;850.83,318.57;860.26,739.37;598.25,751
00001935.png 512.06,339.43;764.26,327.44;774.44,752.51;507.99,768.27
00001968.png 466.92,346.09;721.73,331.76;727.03,754.98;468.93,770.27
00002002.png 423.29,351.6;679,335.34;686.99,760.1;425.08,774.35
00002035.png 382.27,355.53;635.07,339.25;643.5,765.68;383.66,779.68
00002068.png 342.1,360.33;592.33,343.54;603.62,773.2;343.86,791.16
00002102.png 300.9,363.66;554.94,345.07;567.39,777.69;304.31,790.81
00002135.png 266.97,365.59;520.42,346.09;533.37,779.24;269.11,793.42
00002168.png 238.34,365.83;491.78,345.85;502.4,780.34;237.53,796.04
00002202.png 210.9,365.52;467.94,346.32;478.08,780.9;213.3,799.61
00002235.png 192.25,364.27;446.81,343.76;457.01,779.34;194.38,795.83
00002268.png 176.3,362.28;430.28,342.23;442.35,775.65;180.66,796.29
00002302.png 167.46,359.47;422.41,338.51;434.12,774.86;170.41,792.38
00002335.png 164.22,355.73;418.97,335.36;432.84,770.79;168.52,789.33
00002369.png 166.94,350.81;421.46,330.91;435.09,767.11;171.97,784.67
00002402.png 196.9,341.15;451.09,321.34;465.77,755.96;202.3,772.52
00002435.png 222.55,334.68;477.24,316.68;493.73,751.63;228.37,767.77
00002469.png 255.23,329.27;508.64,312.7;528,745.27;260.75,759.87
00002502.png 293.74,324.23;547.81,308.8;565.73,736.98;302.53,757.57
00002535.png 339.65,319.57;591.72,306.31;610.85,732.23;344.39,744.97
00002569.png 384.81,314.33;639.31,301.23;661.75,728.87;393.93,740.33
00002602.png 440.39,309.75;693.82,298.22;708.95,723.55;446.3,731.88
00002635.png 494.88,306;746.71,295.81;762.25,719.56;498.14,729.81
00002669.png 544.76,303.87;797.93,295.07;818.7,716.95;551.65,724.89
00002702.png 600.65,301.09;852.75,293.51;872.37,714.4;605.34,725.46
00002736.png 659.95,299.86;908.78,294.34;927.07,715.27;664.42,720.24
00002769.png 715.21,297.84;962.92,293.37;984.24,714.56;720.25,719.73
00002802.png 772.58,297.72;1020.82,293.9;1038.11,715.83;774.66,717.7
00002836.png 827.52,297.71;1080.33,295.16;1094.25,716.97;830.57,720.97
00002869.png 942.26,300.84;1191.16,299.97;1206.33,722.9;943.12,723.08
00002902.png 997.87,301.81;1251.43,302.5;1255.84,729.62;993.8,728.25
00002936.png 1052.9,305.72;1305.34,306.79;1314.23,730.69;1050.81,725.95
00002969.png 1105.53,308.77;1359.88,311.02;1371.33,738.94;1104.21,727.38
00003003.png 1159.73,311.02;1414.23,315.83;1426.42,745.3;1157.41,731.94
00003036.png 1210.15,315.43;1462.67,320.89;1474.51,751.75;1209.58,736.17
00003069.png 1258.07,317.89;1513.72,324.4;1523.94,755.01;1255,740.6
00003103.png 1306.37,321.27;1557.89,328.4;1568.8,761.6;1297.91,743.89
00003136.png 1348.09,323.33;1600.5,331.77;1609.87,764.55;1341.99,748.39
00003169.png 1385.5,325.11;1640.31,334.2;1649.1,767.78;1382.85,749.68
00003203.png 1420.71,326.18;1675.73,335.97;1682.32,770.54;1412.49,751.76
00003236.png 1449.83,327.05;1703.15,336.41;1708.2,772.8;1439.71,759.61
00003269.png 1472.93,325.88;1726.24,335.55;1731.15,769.74;1467.14,754.53
00003303.png 1483.96,325.18;1738.45,333.67;1743.59,769.27;1474.7,753.01
00003336.png 1480.08,318.88;1736.06,326.82;1740.81,765.57;1474.84,749.78
00003370.png 1464.13,314.76;1716.19,322.13;1722.28,761.19;1450.33,751.36
00003403.png 1432.07,312.09;1688.59,318.15;1693.46,755.46;1426.8,743.23
00003436.png 1392.75,311.16;1646.43,314.32;1643.93,750.11;1379.65,738.56
00003470.png 1340.56,307.54;1595.2,309.73;1606.98,747.76;1335.05,734.73
00003503.png 1285.82,305.23;1540.38,306.13;1551.57,742.05;1277.47,732.5
00003536.png 1221,304.67;1477.33,302.8;1487.3,736.96;1216.45,728.86
00003570.png 1153.53,303.43;1406,300.3;1409.64,736.34;1150.83,732.87
00003603.png 1076.43,300.7;1335.46,295.86;1345.76,730.18;1076.56,729.22
00003636.png 1009.15,300.17;1269.62,293.48;1279.49,725.8;1001.09,729.51
00003670.png 933.82,300.33;1184.94,292.46;1201.51,725.14;928.37,724.98
00003703.png 856.32,298.19;1106.76,289.7;1119.21,721.29;860.92,728.04
00003737.png 777.08,298.62;1036.84,288.28;1047.08,721.6;778.94,728.5
00003770.png 695.31,299.36;950.92,287.95;967.23,719.83;696.78,731.37
00003803.png 536.18,301.93;791.71,289.05;801.62,723.39;530.73,738.54
00003837.png 451.69,302.29;722.59,286.35;733.91,725.27;458.06,742.48
00003870.png 383.65,302.06;649.27,286.73;653,726.42;382.06,741.96
00003903.png 324.93,300.86;594.66,283.61;606.78,726.46;322.86,741.67
00003937.png 273,299.84;535.97,282.33;546.12,727.15;270.32,743.31
00003970.png 224.79,299.02;496.33,281.36;501.45,730.26;223.45,751.84
00004004.png 199.3,298.32;463.36,280.16;471.71,730.19;196.67,748.86
00004037.png 187.52,297.79;452.2,280.45;461.55,731;187.46,747.03
00004070.png 194.11,297.12;459.25,279.84;470.01,731.05;195.93,744.25
00004104.png 224.92,296.83;484.6,282.24;497.76,727.32;225.33,745.95
00004137.png 272.8,293.48;531.08,281.15;544.05,727.67;275.15,740.92
00004170.png 331.03,293.37;593.49,283.96;608.36,724.35;333.46,736.4
00004204.png 402.86,293.36;672.9,284.18;691.01,725.34;409.49,730.53
00004237.png 491.08,293.5;755.6,286.07;781.57,725.31;497.3,729.47
00004270.png 680.92,293.61;939.03,290.53;966.54,724.22;690.67,726.02
00004304.png 776.49,295.53;1039.63,294.31;1064.25,725.49;785.27,727.61
00004337.png 877.94,296.64;1139.85,296.99;1164.48,727.42;881.06,726.29
00004371.png 972.99,298.42;1238.91,299.07;1260.62,730.98;981.04,726.53
00004404.png 1069.76,299.12;1333.02,301.9;1352.67,732.05;1070.75,728.56
00004437.png 1154.53,301.58;1419.24,307.01;1419.06,735.14;1149.19,730.31
00004471.png 1235.59,300.27;1503.8,306.53;1524.12,739.85;1240.63,724.27
00004504.png 1318.91,295.66;1581.8,303.7;1597.96,737.93;1324.52,722.24
00004537.png 1385.22,292.26;1645.25,299.92;1659.69,736.02;1384.92,717.36
00004571.png 1437.25,285.72;1694.54,294.99;1710.69,730.78;1436.23,714.8
00004604.png 1475.6,279.54;1735.25,287.73;1743.93,726.28;1473.75,709.42
00004637.png 1492.08,272.65;1753.32,280.71;1760.66,722;1489.57,709.17
00004671.png 1491.08,267.49;1750.83,274.55;1759.26,717.21;1481.94,707.65
00004704.png 1465.48,259.49;1728.2,267.02;1732.61,717.1;1454.62,705.45
00004738.png 1355.99,257.63;1620.19,260.38;1631.58,712.63;1351.33,698.86
00004771.png 1271.87,257.43;1541.38,258.46;1539.01,710.58;1262.37,706.47
00004804.png 1179.04,262.58;1443.3,260.57;1460.49,707.18;1163.75,701.17
00004838.png 1092.16,264.58;1343,261.15;1337.23,711.23;1078.24,709.86
00004871.png 975.7,265.66;1240.95,260.15;1252.38,705.69;963.85,702.95
00004904.png 864.45,267.09;1132.4,261.12;1141.57,702.38;851.08,700.33
00004938.png 752.61,267.28;1018.14,260.43;1032.61,698.33;741.49,699.57
00004971.png 635.41,266.67;909.67,255.81;924.42,699.9;634.49,706.39
00005005.png 530.56,262.88;798.1,253.25;818.58,694.81;524.34,700.62
00005038.png 430.06,262.71;705.6,251.05;688.38,695.47;424.98,710.28
00005071.png 336.64,259.61;621.59,245.37;606.98,691.4;327.56,705.5
00005105.png 261.84,252.08;536.46,235.43;547.87,687.01;257.37,698.8
00005138.png 210.49,244.73;478.78,228.87;479.83,681.39;202.1,699.36
00005171.png 175.65,240.14;444.38,223.46;450.74,675.55;173.18,687.69
00005205.png 177.37,234.7;445.37,218.41;457.62,671.3;178.84,684.7
00005238.png 208.51,236.67;478.66,220.59;496.14,671.59;213.63,683.91
00005271.png 270.62,239.71;536.04,226.31;558.87,675.38;272.78,687.81
00005305.png 339.74,244.1;612.25,232.25;637.06,674.79;350.13,681.74
00005338.png 427.68,249.2;701.6,241.26;730.23,682.25;437.12,687.21
00005372.png 532.37,255.47;794.79,250.07;799.55,682.79;536.45,695.36
00005405.png 636.89,258.51;895.62,254.06;921.76,686.99;645.54,694.68
00005438.png 733.35,262.33;1006.69,259.53;1030.66,690.59;747.55,695.63
00005472.png 849.43,265.36;1105.96,261.76;1112.78,694.59;857.87,697.22
00005505.png 949.11,267.52;1212.42,265.79;1237.45,697.02;955.3,695.1
00005538.png 1044.34,266.94;1307.68,268.22;1309.16,698.05;1048.6,696.12
00005572.png 1137.87,266.74;1406.27,267.87;1430.9,702.51;1145.93,696.65
00005605.png 1220.24,265.86;1481.8,269.21;1512.57,706.4;1226.95,692.03
00005638.png 1300.45,264.05;1572.71,270.05;1587.82,708.16;1301.45,694.49
00005672.png 1408.47,256.39;1667.48,263.35;1681.48,705.65;1406.43,692.44
00005705.png 1424.8,247.82;1688.18,254.48;1696.15,700.86;1423.16,687.24
00005739.png 1416.39,240.32;1679.49,245.92;1687.28,691.1;1412.57,678.89
00005772.png 1383.43,234.46;1646.9,240.37;1654.64,689.69;1371.7,675.76
00005805.png 1326.74,233.34;1593.72,237.49;1600.09,688.74;1314.35,676.7
00005839.png 1240.26,237.26;1509.85,236.24;1500.92,692.43;1227.62,684.21
00005872.png 1143.47,238.39;1420.06,236.97;1428.66,687.31;1131.85,671.19
00005905.png 1026.88,238.49;1305.94,235.53;1314.94,685.63;1014.68,678.93
00005939.png 905.53,238.79;1182.82,235.8;1192.17,687;890.33,686.38
00005972.png 784.18,237.08;1063.54,232.93;1069.57,682.85;767.08,684.53
00006006.png 662.02,232.3;940.29,226.28;949.8,676.41;653.86,678.07
00006039.png 554.24,227.18;836.13,219.63;842.03,670.18;549.4,680.08
00006072.png 475.85,223.09;749.76,214.03;757.1,665.77;464.72,672.7
00006106.png 425.86,218.99;689.21,208.83;694.08,666.24;411.9,676.73
00006139.png 409.63,213.63;675.09,205.23;682.52,656.94;404.62,667.36
00006172.png 443.72,212.38;712.84,204.37;726.97,651.47;441.86,658.02
00006206.png 507.66,213.92;782,208.43;797.43,651.79;510.75,655.81
00006239.png 589.83,214.94;855.89,212.77;883.69,652.03;596.19,653.3
00006272.png 695.91,215.84;969.89,217.89;979.63,653.26;713.36,657.77
00006306.png 827.56,220.64;1101.19,223.97;1108.41,652.81;828.78,650.2
00006339.png 952.24,214.94;1222.86,221.78;1245.04,652.27;953.43,645.19
00006373.png 1083.93,211.33;1357.8,220.98;1375.13,649.35;1089.49,634.09
00006406.png 1207.75,209.7;1469.47,218.09;1461.85,655.96;1201.68,640.61
00006439.png 1310.93,200.76;1574.04,214.16;1587.24,652.54;1297.05,632.91
00006473.png 1387.6,193.28;1646.64,209.18;1650.8,655.2;1370.52,631.85
00006506.png 1413.09,190.72;1676.73,206.23;1672.22,655.04;1395.67,631.33
00006539.png 1403.81,188.91;1667.72,202.85;1662.07,650.16;1383.89,629
00006573.png 1354.33,187.28;1617.87,197.45;1603.41,648.89;1334.57,618.44
00006606.png 1156.71,190.02;1408.64,192.62;1406.07,642.61;1146.43,638.72
00006639.png 998.38,194.95;1275.55,194.79;1280.33,647.49;995.9,648.53
00006673.png 841.45,201.54;1132.76,195.55;1143.88,639.6;851.87,647.6
00006706.png 694.69,204.62;955.35,197.6;943.13,642.32;676.29,654.43
00006740.png 531.72,202;821.18,189.82;840.5,638.73;531.52,654.91
00006773.png 407.58,197.63;677.08,183.09;674.75,634.6;397.59,653.66
00006806.png 306.48,192.03;589.54,173.43;600.04,631.31;303.74,648.6
00006840.png 251.13,189.21;525.23,169.41;539.63,624.96;255.21,645.34
00006873.png 235.85,187.97;507.51,169.41;523.79,621.61;242.08,645.33
00006906.png 253.19,187.49;522.82,169.68;542.49,622.13;260.49,638.92
00006940.png 294.37,190.06;569.41,175.18;586.41,623.08;306.5,641.91
00006973.png 368.01,194.71;650.18,182.92;672.03,625.09;374.21,637.31
00007007.png 449.55,201.81;725,193.17;764.24,624.23;460.16,643.41
00007040.png 551.82,210.21;829.88,204.61;846.52,631.9;566.47,642.98
00007073.png 751.85,218.71;1002.09,216.2;1026.95,635.48;759.86,639.5
00007107.png 832.22,224.66;1082.99,223.68;1102.51,644.07;831.78,640.89
00007140.png 893.29,228.49;1142.37,229.75;1153.4,648.61;889.92,644.91
00007173.png 932.68,233.37;1179.99,235.58;1187.63,657.1;920.66,653.4
00007207.png 954.2,239.69;1202.34,242.65;1204.51,663.55;944.47,654.26
00007240.png 961.48,245.69;1210.84,249.43;1209.87,669.74;945.03,661.13
00007273.png 962.04,251.75;1209.27,256.77;1207.47,679.72;943.68,672.77
00007307.png 953.43,257.25;1204.06,261.75;1198.64,687.62;934.18,680.13
00007340.png 944.54,263.13;1196.82,268.32;1192.1,696.74;922.91,688.35
00007374.png 935.5,268.68;1188.39,273.5;1181.63,702.89;916.76,693.48
00007407.png 924.48,273.72;1175.66,279.2;1172.26,711.8;902.75,704.95
00007440.png 912.16,279.42;1165.45,284.16;1161.16,714.25;893.77,706.32
00007474.png 900.57,282.66;1153.33,287.62;1150.77,718.03;883.2,710.43
00007507.png 888.71,287.39;1142.37,291.52;1138.39,723.24;873.16,715.06
00007540.png 867.83,294.08;1119.85,298.22;1118.14,732.39;849.02,729.63
00007574.png 855.81,297.47;1110.38,299.52;1110.04,737.26;839.18,733.5
00007607.png 848.06,302.93;1101.93,304.36;1103.78,737.26;835.17,732.47
00007640.png 841.54,306.82;1096.28,306.59;1098.81,739.06;831.46,736.5
00007674.png 836.35,309.17;1091.13,309.17;1096.4,742.61;829.05,739.53
00007707.png 833.27,311.15;1087.16,309.78;1093.61,746.15;823.08,746.49
00007741.png 829.87,312.61;1084.49,310.7;1092.99,743.85;826.13,743.33
00007774.png 828.54,313.25;1083.01,310.43;1092.48,741.39;826.28,742.83
00007807.png 827.14,312.33;1080.97,308.56;1091.18,737.89;826.28,740.51
00007841.png 826.57,311.63;1077.97,306.26;1091.44,734.22;823.24,738.3
00007874.png 826.92,309;1077.98,303.8;1092.01,727.9;828.37,732.74
00007907.png 826.35,307.55;1077.05,300.87;1093.67,722.67;826.85,727.86
00007941.png 826,305.7;1075.62,298.44;1093.24,717.67;827.32,723.15
00007974.png 824.55,302.13;1073.41,294.77;1092.17,711.44;831.48,717.98
00008008.png 823.77,296.6;1067.75,287.48;1091.59,696.75;829.08,707.23
00008041.png 823.63,293.92;1065.24,283.53;1088.42,688.49;829.98,699.53
00008074.png 823.49,286.08;1063.63,275.87;1088.81,676.4;831.61,687.37
00008108.png 824.55,279.66;1064.31,268.85;1090.95,666.6;834.33,676.15
00008141.png 828.27,281.61;1063.26,269.6;1091.04,658.48;837.58,674.83
00008174.png 830.88,279.98;1063.5,268.07;1091.95,650.73;844.48,661.58
00008208.png 832.3,277.71;1060.72,267.04;1089.7,641.28;844.33,654.93
00008241.png 832.64,278.66;1057.68,265.9;1087.58,633.35;845.29,647.58
00008274.png 830.6,273.47;1053.6,260.74;1083.18,621.92;844.23,633.55
00008308.png 828.92,269.45;1049.11,256.72;1078.32,610.22;843.15,621.76
00008341.png 826.94,265.7;1043.3,252.68;1073.41,597.81;841.17,609.04
00008375.png 824.17,260.04;1036.63,248.53;1065.84,584.51;837.93,595.49
00008408.png 821.21,254.11;1029.98,241.43;1058.48,569.61;832.11,586.52
00008441.png 818.01,247.72;1022.81,236.19;1049.78,554.14;830.04,565.21
00008475.png 812.08,232.28;1009.57,221.79;1034.8,521.36;819.63,531.07
00008508.png 808.83,222.13;1001.58,212.68;1024.56,502.62;816.36,513.05
00008541.png 806.94,211.62;995.28,202.36;1016.98,480.39;813.59,489.63
00008575.png 803.8,199.78;986.08,191.9;1008.14,460.78;808.21,472.77
00008608.png 802.04,188.3;981,180.02;1001.42,437.46;805.82,445.88
00008641.png 799.7,176.46;976.6,168.85;994.21,417.52;803.89,425.98
00008675.png 798.76,165.55;969.2,158.44;985.14,396.52;800.74,402.36
00008708.png 798.06,155.77;964.85,150.02;979.06,375.07;799.26,384.67
00008742.png 800.77,148.46;962.79,141.94;975.65,358.82;800.13,366.63
00008775.png 803.66,142.39;960.88,136.8;972.93,343.95;802.68,351.4
00008808.png 804.92,137.84;958.74,132.63;970.97,332.1;802.51,338.13
00008842.png 808.03,135.66;958.38,130.2;969.72,323.66;805.89,328.63
00008875.png 812.16,134.01;958.12,129.16;968.35,315.49;808.41,320.54
00008908.png 815.49,133.45;958.31,128.91;967.89,307.03;813.51,311.4
00008942.png 823.04,140.33;960.4,136.3;968.02,302.84;819.54,307.06
00008975.png 828.07,145.59;961.35,141.18;969.32,301.41;824.16,304.53
00009009.png 830.36,148.99;962.4,147.27;971.57,305.52;825.95,308.26
00009042.png 836.11,158.2;964.51,154.96;971.68,306.04;831.09,309.9
00009075.png 840.21,164.79;966.39,161.83;972.62,307.05;836.21,311.49
00009109.png 844.25,171.66;967.48,167.53;974.47,308.85;839.29,313.57
00009142.png 846.35,178.47;966.78,175.05;972.86,314.46;842.62,317.93
00009175.png 847.96,186.42;967.68,182.11;975.03,317.01;844.57,320.13
00009209.png 849.44,192.92;967.6,188.54;974.07,321.27;845.25,325.61
00009242.png 849.36,198.57;966.25,194.93;972.65,325.39;845.51,329.21
00009275.png 847.79,204.98;964.74,200.84;970.21,330.95;844.71,335.1
00009309.png 849.3,210.47;964.55,205.98;970.54,332.64;845.87,336.73
00009342.png 849.33,217.22;963.01,212.5;969.69,338.34;845.54,342.93
00009376.png 848.53,222.24;962.18,217.73;968.02,340.94;845.03,346.21
00009409.png 847.31,233.91;958.86,229.25;965.69,351.39;843.88,355.44
00009442.png 844.96,239.33;957.33,234.78;964.67,356.32;842.24,360.15
00009476.png 842.52,245.48;955.21,240.74;961.24,363.22;839.84,368.63
00009509.png 841.21,252.2;953.81,247.9;960.5,369.93;837.2,374.75
00009542.png 838.56,258.74;951.25,254.98;956,380;835.16,383.08
00009576.png 836.95,268.5;949.59,264.46;956.08,389.1;833.41,393.71
00009609.png 835.7,275.42;949.65,270.96;957.1,396.97;830.92,402.5
00009642.png 835.2,277.76;951.37,272.65;959.37,400.56;833.91,406.02
00009676.png 834.88,279.05;952.68,273.92;959.68,405.41;832.46,410.44
00009709.png 835.25,281.8;955.06,276.63;963.39,409.72;834.47,414.51
00009743.png 836.69,283.84;957.57,278.38;966.63,415.74;834.63,420.77
00009776.png 837.59,284.43;960.51,279.6;970.16,420.67;835.06,427.13
00009809.png 838.21,285.4;964.24,279.96;974.89,424.99;837.09,431.89
00009843.png 839.94,287.06;967.75,281.14;979.54,430.77;840.73,436.59
00009876.png 845.55,292.03;979.12,286.23;992.53,447.07;846.43,452.1
00009909.png 849.07,295.44;986.06,289.62;1001.44,456.8;850.13,462.69
00009943.png 853.24,300.07;993.13,294.05;1010.17,468;854.21,476.85
00009976.png 856.63,304.31;1002.99,296.03;1022.14,481.71;859.37,491.03
00010010.png 860.42,310.59;1009.88,303.06;1028.66,495.97;865.62,503.59
00010043.png 863.85,317.12;1017.02,309.73;1037.94,510.14;868.27,519.87
00010076.png 868.12,323.53;1027.57,314.74;1050.87,525.5;873.05,535.06
00010110.png 870.79,331.15;1035.82,321.88;1061.13,544.22;878.65,554.07
00010143.png 872.93,340.65;1044,331.02;1070.32,564.12;882.21,575.76
00010176.png 875.38,347.6;1051.76,336.85;1080.58,585.31;885.39,596.99
00010210.png 875.91,353.51;1060.9,342.9;1093.83,606.64;884.74,620
00010243.png 876.22,366.65;1065.31,354.58;1100.66,628.04;887.17,636.92
00010276.png 875.49,370.37;1073.3,357.45;1110.32,649.57;888.42,661.14
00010310.png 871.59,370.76;1079.33,357.4;1118.7,671.15;881.78,686.91
00010343.png 861.45,388.36;1082.89,373.97;1126.71,713.4;879.18,729.16
00010377.png 853.46,389.81;1084.99,374.26;1133.36,731.51;866.67,748.68
00010410.png 843.99,399.58;1081.64,382.27;1130.8,753.4;862.23,771.47
00010443.png 836.38,405.6;1082.67,388.68;1134.02,773.54;848.96,797.85
00010477.png 824.85,405.47;1078.07,388;1132.38,789.09;839.1,812.72
00010510.png 814.9,411.18;1072.37,393.92;1128.2,803.82;831.8,821.99
00010543.png 804.24,413.81;1068.22,395.57;1124.05,813.8;820.94,833.91
00010577.png 793.26,411.63;1061,393.34;1117.82,817.53;809.69,837.22
00010610.png 785.99,413.51;1052.86,394.46;1107.76,815.32;802.48,838.48
00010643.png 778.22,410.41;1044.12,391.33;1098.52,810;793.64,830.72
00010677.png 769.52,401.92;1033.04,383.69;1086.66,792.2;782.64,818.78
00010710.png 763.03,392.04;1021.48,373.47;1072.83,771.03;776.77,794.78
00010744.png 754.98,383.84;1006.2,365.11;1055,749.29;772.21,769.42
00010777.png 745.66,370.75;991.67,353.67;1037.75,723.8;760.15,745.12
00010810.png 735.55,352.46;962.49,336.25;1003.16,668.84;746.44,688.4
00010844.png 730.98,340.85;950.17,325.45;988.16,644.92;737.47,664.9
00010877.png 727.58,332.45;937.55,317.35;970.99,615.28;737.6,631.6
00010910.png 724.86,321.23;926.29,307.21;959.14,588.39;734.16,607
00010944.png 721.93,309.42;915.4,296.34;944.73,559.09;728.44,577.75
00010977.png 719.22,298.17;905.26,286.09;932.56,535.29;724.5,552.62
00011011.png 718.17,285.83;896.6,274.31;922.01,508.87;724.49,522.2
00011044.png 717.04,272.79;889.47,261.83;913.23,484.47;722.13,500.57
00011077.png 719.25,263.11;883.14,252.48;904.99,460.67;724.65,472.52
00011111.png 721.12,251.14;878.9,240.96;898.91,438.02;724.59,449.88
00011144.png 722.11,241.18;874.58,231.09;893.34,418.62;726.36,428.7
00011177.png 723.18,229.47;869.96,220.95;889.11,401.49;725.78,411.97
00011211.png 727.07,223.88;868.02,215.08;885.55,384.9;729.76,394.46
00011244.png 728.64,216.47;867.04,208.36;883.07,369.45;732.28,379.86
00011277.png 732.24,204.95;864.64,197.11;878.53,347.35;733.66,357.1
00011311.png 735.26,198.68;864.44,191.89;878.58,337.31;736.55,346.29
00011344.png 739.67,196.15;866.64,189.05;879.78,329.48;741.54,336.46
00011378.png 742.83,191.2;868.82,185.14;881.32,326.59;744.49,333.33
00011411.png 745.72,188.58;871.21,185.82;884.21,322.84;748.11,332.85
00011444.png 751.56,191.73;875.39,185.81;888.81,323.96;754.16,330.43
00011478.png 756.08,195.94;879.24,189.08;891.51,326.55;758.6,335.62
00011511.png 760.07,200.3;884.95,193.93;898.67,333.75;760.88,340.76
00011544.png 763.7,206.27;888.6,201.66;902.48,344.54;764.54,351.2
00011578.png 763.31,212.26;894.54,206.82;909.07,358.26;764.2,364.48
00011611.png 765.23,224.05;899.27,218.72;915.64,376.61;768.94,382.52
00011644.png 769.74,238.35;906.29,233.64;923.35,397.9;769.97,404.97
00011678.png 771.74,252.93;917.1,247.93;935.4,424.19;775.27,430.77
00011711.png 773.16,267.92;925.84,263.48;946.37,450.32;776.84,453.58
00011745.png 780.28,302.72;952.1,295.77;977.43,520.08;784.96,530.35
00011778.png 786.34,322.27;967.79,314.82;998.25,556.85;791.87,565.72
00011811.png 789.29,329.9;985.03,322.12;1023.56,591.21;797.51,597.13
