00000033.png 727.79,359.59;1282.89,351.95;1289.31,744.08;730.62,752.59
00004037.png 682.03,359.58;1229.92,352.12;1239.15,738.1;684.47,748.61
00004070.png 680.96,357.04;1230.59,350.89;1239.12,738.11;684.21,747.3
00004104.png 681.47,356.29;1231.64,350.06;1239.83,738.12;683.58,747.43
00004137.png 681.81,356.23;1232.83,349.46;1240.64,738.57;684.29,747.76
00004170.png 681.75,356.61;1233.71,351.32;1241.42,740.44;683.44,749.78
00004204.png 682.05,358.19;1231.46,352.79;1240.45,741.12;683.96,750.56
00004237.png 682.22,361.57;1232.19,354.64;1239.37,742.92;683.35,752.06
00004270.png 683.65,361.75;1231.56,356.65;1238.73,742.77;685.11,751.8
00004304.png 682.27,362.98;1231.86,357.63;1239.04,744.82;684,753.58
00004337.png 681.28,363.04;1231.4,358.44;1238.18,745.46;683.19,753.97
00004371.png 681.56,363.65;1230.67,358.81;1236.2,744.31;681.95,753.01
00004404.png 678.82,363.26;1230.31,355.92;1236.74,745.73;681.94,753.57
00004437.png 679.16,359.78;1228.85,357.28;1236.32,743.41;679.69,752.44
00004471.png 678.81,361.25;1227.38,357.68;1234.56,742.96;680.54,751.78
00004504.png 676.71,359.19;1226.71,355.8;1233.78,743.02;676.34,750.22
00004537.png 675.45,359.67;1225.14,356.13;1231.24,742.41;676.51,750.39
00004571.png 673.96,359.35;1222.43,355.99;1228.59,741.65;674.56,750.49
00004604.png 672.84,360.72;1220.83,357.24;1226.82,742.47;673.43,750.59
00004637.png 671.71,359;1218.72,359;1228.07,743.03;671.71,750.87
00004671.png 671.71,359.14;1220.28,357.57;1228.07,744.74;670.15,754.15
00004704.png 671.23,362.98;1219.82,360.26;1225.13,744.96;671.01,752.27
00004738.png 671.95,359.92;1219.53,358.92;1226.51,749.16;668.96,755.18
00004771.png 672.71,364.12;1220.08,363.26;1225.02,748.13;672.38,754.74
00004804.png 671.65,364.86;1222.01,363.12;1226.64,750.24;670.6,755.5
00004838.png 672.95,366.38;1222.52,361.37;1228.5,748.6;672.95,755.62
00004871.png 674.74,365.51;1222.4,365.57;1227.3,750.86;673.77,755.42
00004904.png 674.73,363.68;1224.61,363.17;1228.13,750;672.56,756.46
00004938.png 676.42,362.32;1226.8,363.09;1230.03,749.28;674.8,755.19
00004971.png 677.49,361.99;1226.14,361.76;1229.71,747.95;676.34,751.89
00005005.png 678.82,360.12;1227.83,359.49;1231.57,746.04;677.26,749.6
00005038.png 678.55,358.92;1227.57,358.3;1231.54,744.13;676.84,749.77
00005071.png 678.93,359.6;1226.13,359.57;1230.2,744.13;677.26,748.99
00005105.png 677.52,358.43;1226.37,358.5;1229.67,744.19;675.2,750.18
00005138.png 678.28,358.6;1226.43,358.19;1230.42,743.35;676.76,748.32
00005171.png 677.84,358.49;1223.99,359.45;1229.95,742.55;677.08,748
00005205.png 676.45,356.47;1225.53,356.86;1230.19,743.48;674.62,748.56
00005238.png 674.21,355.89;1223.44,355.37;1228.58,741.53;673.76,747.54
00005271.png 673.55,356.35;1219.6,357.15;1224.84,741.14;671.76,746.63
00005305.png 672.65,355.67;1221.25,354.66;1225.15,741.6;670.69,746.89
00005338.png 671.95,353.78;1221.52,354.78;1227.51,745.02;669.96,748.03
00005372.png 670.72,358.27;1219.66,357.07;1225.32,742.63;669.53,748.2
00005405.png 669.53,357.9;1219.61,357.75;1225,745.57;668.42,750.75
00005438.png 670.07,362.27;1217.99,361.75;1223.18,745.6;669.28,752.9
00005472.png 670.26,364.51;1217.58,363.63;1223.01,749.12;669.18,754.94
00005505.png 669.21,365.89;1217.78,364.63;1225.26,757.13;666.72,759.64
00005538.png 669.23,369.37;1218.16,368.23;1223.06,754.92;668.43,762.13
00005572.png 670.47,371.86;1217.65,371.27;1223.46,757.53;669.16,761.6
00005605.png 670.21,373.22;1217.78,373.22;1223.76,758.44;669.21,765.46
00005638.png 669.7,372.66;1219.18,371.7;1223.28,759.22;667.51,764.5
00005672.png 669.56,372.57;1218.07,372.86;1223.3,758.39;667.25,765.19
00005705.png 671.45,372.59;1221.02,371.59;1224.01,757.82;668.46,767.85
00005739.png 670.22,373.05;1217.38,372.23;1222.35,756.61;668.32,763.08
00005772.png 667.37,373.87;1214.52,371.2;1220.58,756.56;664.18,764.95
00005805.png 668.1,372.42;1215.32,371.5;1221.29,757.48;666.36,763.78
00005839.png 667.63,371.73;1214.88,370.37;1221.69,756.53;665.74,763.7
00005872.png 668.3,371.59;1214.3,369.81;1221.78,753.83;667.36,762
00005905.png 666.31,370.5;1214.97,368.56;1221.78,753.16;666.91,761.66
00005939.png 665.07,367.13;1215.6,364.11;1220.23,752.9;665.06,759.31
00005972.png 665.25,367.77;1214.71,364.09;1220.76,750.16;665.89,758.67
00006006.png 667.08,366;1214.54,362.66;1222.34,748.46;667.23,757.56
00006039.png 665.76,364.81;1216.38,361.16;1222.4,748.57;666.57,756.41
00006072.png 664.09,361.82;1216.46,360.05;1222.87,748.15;665.89,756.5
00006106.png 666.35,364.81;1214.48,360.48;1221.85,746.51;665.99,755.22
00006139.png 665.58,363.97;1216.09,360.45;1222.58,747.43;665.86,754.8
00006172.png 666.76,363.35;1217.62,361.42;1224.57,748.24;666.03,758.67
00006206.png 668.57,365.95;1217.75,365.38;1224.82,751.3;667.53,759.35
00006239.png 668.93,369.27;1217.01,366.48;1224.53,753.39;669.15,758.34
00006272.png 669.28,371.2;1216.58,367;1225.01,755.09;669.38,763.22
00006306.png 669.98,372.2;1219.85,369.34;1226.58,757.14;672.54,764.85
00006339.png 671.79,372.24;1221.25,369.76;1228.46,757.85;671.82,766.14
00006373.png 672.64,372.76;1221.76,371.7;1228.26,757.34;673.34,762.88
00006406.png 674.49,372.03;1225.18,368.81;1231.55,757.99;675.85,765.16
00006439.png 675.37,369.46;1224.31,368.91;1230.4,755.23;674.93,762.54
00006473.png 677.35,371.46;1224.22,369.07;1230.64,755.03;675.4,763.97
00006506.png 675.75,370.95;1224.25,367.28;1229.67,753.16;675.24,760.55
00006539.png 671.79,379.06;1223.57,367.24;1230.22,753.71;679.93,761.85
00006573.png 674.25,371.35;1224.32,366.17;1231.71,754.28;675.3,760.73
00006606.png 675.25,370.66;1221.94,366.95;1231.36,752.78;674.41,760.03
00006639.png 676.14,371.1;1225.7,366.76;1232.06,753.58;673.38,761.55
00006673.png 677.13,370.69;1223.99,364.78;1235.95,750.01;668.39,756.26
00006706.png 678.77,372.73;1224.57,365.52;1233.08,752.05;679.53,759.17
00006740.png 670.46,368.85;1223.85,364.34;1233.78,752.1;678.7,774.77
00006773.png 665.19,370.92;1226.51,360.29;1233.86,750.14;677.04,765.68
00006806.png nan,nan;nan,nan;nan,nan;nan,nan
00006840.png nan,nan;nan,nan;nan,nan;nan,nan
00006873.png 674.27,362.51;1224.44,356.59;1233.87,744.36;676.4,750.14
00006906.png nan,nan;nan,nan;nan,nan;nan,nan
00006940.png nan,nan;nan,nan;nan,nan;nan,nan
00006973.png 673.48,365.26;1224.81,355.61;1234.73,740.35;678.67,745.74
00007007.png 674.01,359.61;1228.56,352.59;1238.54,740.82;679,754.87
00007040.png 674,360.97;1227.5,354.31;1236.82,742.37;679.42,753.47
00007073.png nan,nan;nan,nan;nan,nan;nan,nan
00007107.png 673.67,360.88;1223.92,353.29;1236.33,740.66;679.77,751.86
00007140.png 675.21,360.92;1227.14,353.4;1235.31,740.81;678.05,754.03
00007173.png 676.76,359.55;1225.29,353.35;1234.9,739.5;679.46,749.79
00007207.png 677.75,361.62;1226.32,352.59;1233.3,736.81;675.75,752.86
00007240.png 677.28,359.08;1226.19,352.9;1235.41,741.75;678.05,751.78
00007273.png 679.43,359.74;1227.01,352.71;1232.99,741.95;676.44,753.99
00007307.png 675.68,360.42;1223.16,353.48;1233.36,740.42;676.85,751.41
00007340.png 675.32,359.62;1225.16,352.79;1233.81,741.22;677.67,750.12
00007374.png 678.12,355.6;1221.71,350.58;1234.67,737.81;678.12,747.85
00007407.png 678.39,356.38;1227.13,349.82;1235.4,737.07;677.23,749.59
00007440.png 676.93,353.39;1226.02,348.06;1233.12,734.2;679,744.78
00007474.png 676.69,349.39;1222.77,346.88;1233.99,730.6;677.94,744.39
00007507.png 675.59,348.15;1223.76,344.14;1233.01,731.4;677.73,741.36
00007540.png 673.54,349.06;1221.3,343.78;1231.42,729.86;676.44,738.5
00007574.png 672.82,346.37;1222.48,341.77;1230.29,727.81;674.72,738.87
00007607.png 671.68,346.1;1219.64,341.06;1227.86,726.7;673.72,736.62
00007640.png 670.82,343.46;1219.92,340.58;1227.72,726.95;671.92,736.01
00007674.png 669.9,343.05;1220.69,340.08;1225.96,725.94;671.46,735.57
00007707.png 668.61,341.88;1217.98,339.43;1225.89,726.27;670.14,736.46
00007741.png 669.46,345;1218.4,340.41;1225.39,725.78;671.72,734.77
00007774.png 668.34,344.94;1218.64,340.23;1225.29,726.6;670.64,738.04
00007807.png 668.83,345.12;1218.43,341.08;1226.7,727.81;669.83,736.81
00007841.png 669.9,347.82;1218.82,343.14;1225.54,728.06;672.44,737.33
00007874.png 671.52,349.04;1219.79,345.03;1226.1,729.45;672.65,739.65
00007907.png 671.46,350.48;1219.87,345.98;1227.12,731.89;672.81,740.82
00007941.png 672.53,353.07;1219.94,349.7;1226.25,734.14;673.58,743.28
00007974.png 672.38,353.04;1221.81,349.44;1228.57,737.1;672.34,745.53
00008008.png 671.45,354.04;1221.55,349.5;1227.25,738.03;673.57,746.45
00008041.png 673.07,353.95;1222.33,351.36;1229.11,738.58;673.04,746.35
00008074.png 673.14,354.55;1223.26,350.71;1229.59,737.77;673.8,745.62
00008108.png 675.04,353.95;1223.96,350.55;1230.23,736.01;676.34,743.82
00008141.png 676.09,350.88;1225.06,347.67;1232.24,735.3;676.09,743.32
00008174.png 675.14,350.39;1224.57,347.51;1231.76,735.79;674.97,743.53
00008208.png 674.29,350.59;1223.8,346.32;1228.76,733.33;674.85,741.75
00008241.png 674.26,347.84;1223.83,345.83;1228.81,731.06;672.26,740.08
00008274.png 673.36,346.56;1221.34,343.4;1227.59,729;674.68,737.08
00008308.png 672.39,343.82;1222.5,340.79;1227.98,728.24;673.48,736.12
00008341.png 673.94,344.12;1221.34,342.65;1227.73,726.71;675.24,733.67
00008375.png 672.19,341.01;1221.03,337.93;1228.07,724.98;673.18,731.86
00008408.png 672.62,341.85;1220.66,338.02;1227.09,723.3;673.67,731.19
00008441.png 673.44,340.89;1220.03,337.87;1226.14,721.53;674.59,729.58
00008475.png 671.83,337.22;1220.96,335.75;1227.24,721.8;673.01,729.53
00008508.png 672.79,337.81;1222,333.78;1227.1,720.19;673.42,729.46
00008541.png 673.64,339.3;1220.61,335.2;1226.44,720.91;673.81,727.82
00008575.png 671.12,337.42;1221.42,334.26;1227.04,720.96;673.19,729.16
00008608.png 671.58,337.04;1221.15,335.03;1228.13,720.26;671.58,729.29
00008641.png 672.64,338.97;1221.2,335.08;1227.72,722.83;672.77,730.06
00008675.png 673.98,340.19;1221.27,337.19;1226.55,720.94;674.51,729.5
00008708.png 673.87,339.98;1221.73,336.86;1227.99,722.46;673.57,730.1
00008742.png 673.43,341.25;1221.47,338.97;1226.41,722.56;675.02,729.8
00008775.png 673.85,339.58;1224.04,336.4;1229.27,725.24;673.35,731.69
00008808.png 674.68,341.38;1224.01,338.38;1228.17,725.04;675.21,732.02
00008842.png 673.48,340.9;1222.77,340.35;1228.12,727.58;673.24,732.18
00008875.png 673.75,343.99;1220.42,342.98;1225.43,726.36;672.9,732.67
00008908.png 672.29,342.92;1221.58,342;1225.52,727.39;671.39,733.52
00008942.png 671.38,343.83;1220.98,343.43;1224.65,729.56;671.02,734.33
00008975.png 670.54,343.91;1220.29,343.16;1224.25,730.76;671.06,736.12
00009009.png 671.6,345.44;1219.13,344.75;1223.39,728.77;669.55,735.85
00009042.png 670.72,343.3;1220.2,343.1;1223.96,730.3;670.02,735.99
00009075.png 671.74,345.28;1218.98,344.51;1221.76,729.15;670.68,734.66
00009109.png 667.97,341.55;1217.78,344.06;1224.02,729.03;669.21,734.05
00009142.png 668.88,343.42;1217.09,342.73;1221.26,727.74;668.29,733.46
00009175.png 668.15,341.89;1219.04,341.8;1222.09,727.7;667.99,733.44
00009209.png 668.91,341.35;1217.99,340.39;1221.48,727.01;668.5,732.22
00009242.png 667.92,340.62;1217.16,340.1;1220.94,726.68;666.95,731.73
00009275.png 666.71,340.69;1216.02,338.64;1220.03,724.08;666.39,730.59
00009309.png 666.93,339.76;1215.93,339.14;1219.98,724.48;666.89,731.01
00009342.png 666.39,340.08;1215.06,338.88;1220.05,723.9;666.65,729.68
00009376.png 667.02,340.99;1214.62,340.69;1219.52,724.45;667.25,730.41
00009409.png 665.58,339.28;1216.16,338.53;1221.19,725.53;665.58,731.29
00009442.png 668.12,341.95;1215.71,340.63;1220.13,725.45;667.5,730.78
00009476.png 667.2,341.22;1216.94,341.29;1220.07,726.54;667.1,733.03
00009509.png 667.46,341.87;1214.04,341.87;1220.02,729.1;666.47,732.11
00009542.png 669.15,344.97;1217.38,344.65;1221.11,730.05;667.67,735.18
00009576.png 669.46,346.17;1217.88,346.12;1220.87,730.27;668.86,734.8
00009609.png 669.41,346.91;1217.99,347.33;1220.97,732.12;668.82,735.96
00009642.png 669.84,346.76;1218.41,346.76;1222.15,732.99;668.59,736.76
00009676.png 668.86,346.08;1218.18,348.11;1221.48,733.62;668.24,736.98
00009709.png 670.87,345.4;1218.24,347.01;1221.43,733.84;666.88,737.85
00009743.png 673.02,347.52;1220.25,348.6;1221.73,732.4;670.53,736.39
00009776.png 673.07,343.37;1219.9,345.82;1223.64,733.61;670.08,736.62
00009809.png 673.55,344.51;1221.33,346.62;1224.32,732.66;671.31,735.02
00009843.png 672.94,344.35;1221.96,345.48;1223.89,732.53;671.22,734.64
00009876.png 675.07,344.98;1222.88,345.98;1224.33,730.61;673.52,733.86
00009909.png 675.44,344.51;1220.91,346.75;1223.72,729.48;673.76,733.01
00009943.png 675.75,343.76;1223.19,345.6;1225.74,730.32;673.61,733.64
00009976.png 676.91,343.18;1224.33,345.14;1226.59,728.94;674.85,733.2
00010010.png 675.57,340.8;1226.13,342.81;1229.13,728.03;672.58,734.05
00010043.png 677.57,341.73;1226.11,342.87;1228.03,728.38;675.86,732.2
00010076.png 676.59,341.42;1224.95,342.86;1227.93,729.28;674.76,731.25
00010110.png 676.23,341.14;1224.71,342.09;1227.26,728.42;674.8,731.44
00010143.png 677.24,338.15;1227.13,340.7;1228.91,728.53;673.5,733.16
00010176.png 677.63,340.16;1225.97,341.12;1229.16,728.75;675.4,731.96
00010210.png 676.87,340.56;1225.63,341.65;1228.4,727.99;675.11,729.89
00010243.png 675.45,341;1225.06,342.3;1227.31,726.79;674.5,730.58
00010276.png 674.81,340.77;1223.82,341.39;1226.65,727.2;673.74,731.39
00010310.png 675.69,342.43;1224.22,342.32;1225.74,727.11;674.08,730.66
00010343.png 672.64,339.55;1221.21,340.81;1227.45,728.29;672.64,730.8
00010377.png 676.04,343.02;1225.18,343.46;1227.4,730.91;672.8,733.95
00010410.png 675.5,344.54;1224.17,346.04;1226.35,731.78;674.15,734.15
00010443.png 676.01,346.65;1224.75,346.93;1224.81,732.48;673.75,734.95
00010477.png 676.08,347.1;1223.93,348.42;1225.4,734.33;673.55,737.33
00010510.png 674.95,347.04;1223.42,348.36;1225.88,735.01;673.11,736.76
00010543.png 673.26,346.44;1221.83,348.45;1224.82,734.68;671.27,738.69
00010577.png 673.07,344.28;1220.65,346.28;1223.64,734.52;671.08,737.53
00010610.png 672.6,346.53;1220.11,347.67;1222.61,732.87;670.72,735.44
00010643.png 671.23,343.91;1220.41,345.92;1221.94,732.27;669.06,734.81
00010677.png 671.6,344.04;1220.56,344.88;1221.85,731.95;667.69,735.34
00010710.png 671.77,345.37;1217.87,346.95;1219.37,729.09;670.89,732.96
00010744.png 670.58,341.68;1219.15,344.69;1222.14,730.92;668.59,734.93
00010777.png 671.07,343.16;1219.84,345.1;1222.07,730.88;668.01,733.84
00010810.png 671.76,341.3;1220.34,344.31;1222.33,730.54;667.78,734.55
00010844.png 670.73,342.4;1220.26,343.61;1222.54,729.59;669.24,732.52
00010877.png 672.45,341.13;1219.95,343.27;1222.07,727.49;670.57,731.36
00010910.png 672.35,339.1;1223.73,340.59;1224.7,727.89;670,730.92
00010944.png 673.35,339.35;1222.57,340.45;1224.36,726.75;671.49,728.93
00010977.png 675.58,337.49;1225.19,339.58;1226.71,725.22;673.38,728.59
00011011.png 676.39,333.92;1223.4,335.49;1226.52,722.66;673.27,725.79
00011044.png 676.1,334.87;1226.81,334.12;1229.75,722.62;674.03,725.59
00011077.png 677.59,335.23;1226.14,334.71;1228.19,719.08;676.9,722.86
00011111.png 676.11,332.62;1227.82,332.2;1228.92,720.33;674.82,724.22
00011144.png 676.39,329.22;1226.52,330.78;1229.63,719.52;676.39,721.09
00011177.png 678.52,333.17;1227.61,333.83;1231.36,719.59;678.32,723.31
00011211.png 677.37,334.54;1227.94,331.33;1231.93,721.37;678.17,726.99
00011244.png 678.37,334.09;1228.15,334.31;1231.69,721.84;677.61,725.95
00011277.png 678.29,337.03;1226.39,337.06;1230.32,722.86;677.59,727.53
00011311.png 675.07,337.48;1225.63,338.48;1229.62,725.71;675.07,730.73
00011344.png 677,341.74;1224.59,340.84;1228.2,726.51;675.55,730.71
00011378.png 676.44,342.88;1226.47,342.56;1228.33,727.6;675.94,731.21
00011411.png 675.43,342.69;1225.71,343.03;1228.09,729.8;674.16,733.45
00011444.png 677.09,345.06;1223.49,345.04;1227.32,729.45;675.81,732.82
00011478.png 675.81,344.51;1225.2,344.67;1227.74,732.72;674.62,735.25
00011511.png 676.69,346.23;1225.35,346.46;1228.43,732.94;674.74,736.19
00011544.png 676.81,346.15;1227.56,346.8;1228.74,734.24;674.1,738.45
00011578.png 677.31,347.03;1226.76,348.34;1229.79,735.96;674.67,738.98
00011611.png 677.61,348.86;1228.59,348.34;1229.98,736.03;676.65,738.7
00011644.png 679.19,350.53;1227.34,351.68;1229.92,737.96;677.05,740.21
00011678.png 678.23,349.82;1228.16,352;1230.68,739.65;675.69,741.91
00011711.png 679.41,351.19;1229.26,353.02;1232.36,741.31;676.63,743.06
