00000033.png 652.19,379.42;1101.96,376.73;1102.98,666.38;653.13,669.43
00002068.png 559.38,545.3;928.04,290.24;1091.5,529.33;725.19,782.02
00002102.png 562.36,550.42;926.9,290.09;1095.39,528.73;731.14,785.09
00002135.png 565.27,555.66;926.37,290.45;1097.95,528.35;735.02,788.41
00002168.png 565.06,559.17;924.39,290.75;1097.06,525.18;739.64,789.11
00002202.png 565.82,562.09;922.6,289.82;1097.49,522.64;742.3,790.74
00002235.png 568.51,565.26;918.77,290.43;1096.34,518.62;746.44,790.14
00002268.png 568.12,565.04;917.47,285.19;1096.93,514.05;748.41,789.85
00002302.png 570.82,568.06;916.14,284.94;1097.93,510.54;752.91,790.83
00002335.png 569.9,573.93;915.02,283.61;1102.14,507.19;755.68,795.51
00002369.png 572.39,578.14;911.48,287.87;1100.57,508.78;760.57,796.61
00002402.png 570.78,584.84;910.03,289.67;1102.5,508.28;760.19,803.69
00002435.png 570.53,587.24;904.85,292.26;1096.64,509;764.41,803.98
00002469.png 569.17,595.13;900.71,291.65;1097.13,504.86;765.03,807.8
00002502.png 570.17,598.25;896.63,292.57;1093.9,505.67;767.73,807.86
00002535.png 571.32,604.68;893.58,294.61;1093.11,503.57;772.52,809.44
00002569.png 572.61,606.62;892.42,295.46;1094.86,502.59;773.94,811.57
00002602.png 573.78,610.43;890.59,294.61;1093.01,501.14;777.4,813.23
00002635.png 573.97,614.16;887.59,296.67;1092.29,501.11;779.07,815.39
00002669.png 576.06,620.15;884.68,298.87;1092.84,500.96;784.14,818.77
00002702.png 577.17,626.01;884.09,301.11;1093.24,500.42;786.93,823.89
00002736.png 580.78,631.41;882.81,303.93;1094.12,500.66;791.98,826.18
00002769.png 579.48,638.29;882.29,303.06;1097.79,496.78;795.68,832.55
00002802.png 584.25,640.46;879.03,305.44;1095.71,498.08;799.21,831.44
00002836.png 587.31,644.6;879.9,306.7;1097.52,497.69;805.18,833.11
00002869.png 591.51,646.34;879.53,305.82;1100.58,495.13;810.08,832.84
00002902.png 593.17,650.4;879.85,306.15;1101.22,492.55;815.5,833.59
00002936.png 596.51,653.36;879.6,305.41;1103.38,490.3;820.29,836
00002969.png 598.86,657.14;878.35,307.26;1103.04,490.99;823.76,836.78
00003003.png 599.29,659.86;877.1,309.17;1103.44,489.81;826.91,837.93
00003036.png 601.04,665.15;873.33,311.1;1101.91,487.59;831.09,840.34
00003069.png 604.39,668.5;872.45,311.56;1104.26,487.3;834.93,841.67
00003103.png 606.61,671.14;870.02,310.02;1104.55,482.67;840.2,841.27
00003136.png 608.26,674.67;866.03,308.14;1103.47,476.23;844.58,840.1
00003169.png 608.49,677.49;863.33,305.83;1104.69,470.71;847.32,842.24
00003203.png 608.87,682.35;859.11,305.85;1102.87,466.97;851.04,843.06
00003236.png 611.32,683.55;856.96,304.03;1101.89,462.1;854.18,842
00003269.png 613.65,684.5;851.18,303.7;1097.92,458.95;859.51,837.58
00003303.png 615.8,686.09;848.32,301.84;1096.35,455.7;861.88,836.05
00003336.png 615.5,690.23;845.49,300.9;1096.4,449.42;865.4,837.28
00003370.png 617.37,689.62;840.98,300.83;1094.03,448.82;868.44,834.91
00003403.png 617.69,692.86;835.58,300.2;1091.05,444.29;869.81,832.73
00003436.png 619.56,694.54;831.28,299.6;1087.16,440.4;872.99,831.47
00003470.png 619.63,694.94;828.49,298.28;1085.16,437.1;874.02,830.28
00003503.png 620.23,693.78;823.54,295.18;1083.45,430.51;876.99,825.94
00003536.png 620.2,696.02;821.73,295.78;1081.46,428.49;877.97,826.63
00003570.png 621.64,696.52;817.6,294.44;1077.95,423.92;880.8,823.59
00003603.png 622.97,697.81;814.48,292.93;1077.69,420.73;882.45,822.88
00003636.png 624.54,700.8;810.72,294.64;1074.65,418.51;885.6,822.03
00003670.png 624.27,704.98;807.6,295.84;1073.97,416.23;887.91,822.92
00003703.png 625.56,709.3;802.22,297.71;1069.8,414.44;889.8,824.19
00003737.png 626.35,710.08;797.5,298.25;1067.78,414.11;891.42,824.88
00003770.png 626.87,717.14;793.04,298.67;1064.47,407.06;895.09,822.84
00003803.png 628.74,720.25;785.11,299.19;1059.05,404;899.35,822.61
00003837.png 631.46,721.27;783.28,298.99;1057.83,398.91;902.98,820.57
00003870.png 635.57,726.26;778.76,301.54;1056.03,396.26;909.82,820.22
00003903.png 638.33,730.57;775.3,301.87;1053.18,394.46;911.97,821.01
00003937.png 638.85,734.17;768.43,304.44;1047.46,391.43;915.1,818.76
00003970.png 641.46,735.9;764.19,305.06;1044.49,385.12;917.82,816.56
00004004.png 644.2,738.22;759.35,304.94;1041.17,382.55;922.68,813.69
00004037.png 646.81,737.88;755.6,305.22;1038.33,379.77;924.69,810.3
00004070.png 650.86,735.68;752.08,302.1;1034.2,371.76;929.05,803.21
00004104.png 654.08,733.49;748.02,298.38;1031.36,363.16;932.87,796.44
00004137.png 654.66,733.09;744.96,297.68;1027.99,358.79;933.45,793.29
00004170.png 654.7,734.27;738.41,297.01;1022.72,355.55;934.66,790.42
00004204.png 656.12,737.2;734.56,298.44;1019.58,354.28;936.27,790.75
00004237.png 657.82,741.32;729.94,301.32;1016.3,352.35;939.33,790.51
00004270.png 658.74,743.25;725.71,303.56;1013.28,352.45;939.34,790.31
00004304.png 659.04,749.96;719.95,308.43;1007.23,352.13;941.77,792.43
00004337.png 661.74,753.43;717.8,312.21;1005.99,352.24;943.86,792.24
00004371.png 666.19,756.45;716.21,315.53;1003.4,351.61;949.2,791.41
00004404.png 671.27,756;713.79,314.34;1002.03,345.08;954.62,785.59
00004437.png 672.93,759.06;711.1,310.9;1002.09,337.72;958.74,786.06
00004471.png 679.15,755.77;708.88,312.64;999.02,334.6;962.89,778.12
00004504.png 678.53,759.26;705.41,312.17;995.87,332.57;965.84,777.82
00004537.png 681.67,759.18;700.39,311.71;991.09,325.22;968.53,771.86
00004571.png 682.9,758.14;695.45,311.54;987.07,324.15;968.56,769.39
00004604.png 682.99,756.16;687.26,309.43;980.62,317.24;969.77,763.58
00004637.png 680.6,756.45;681.24,309.08;972.51,313.57;968.06,759.66
00004671.png 679.8,756.84;671.72,308.8;964.84,309.89;966.33,755.86
00004704.png 678.66,760.2;667.1,307.92;960.72,304.38;966.14,755.68
00004738.png 679.63,760.65;659.52,313.05;952.2,304.27;966.23,752.14
00004771.png 681.92,762.6;655.9,318.5;946,306.53;965.5,748.4
00004804.png 681.78,766.01;650.62,319.6;940.94,302.92;966.7,750.61
00004838.png 681.44,771.09;644.39,325.85;935.12,306.56;966.2,748.95
00004871.png 684.82,773.37;641.41,328.65;932.53,306.12;968.46,749
00004904.png 686.9,775.35;635.36,332.52;926.79,304.79;970.58,747.23
00004938.png 689.29,779.49;633.5,335.3;924.14,302;973.02,746.92
00004971.png 695.45,782.85;632.6,340.77;922.72,305.21;979.78,745.71
00005005.png 702.26,786.93;633.89,346.29;920.72,306.21;983.36,745.88
00005038.png 707.78,796.74;629.74,351.98;919.08,304.76;991.52,750.64
00005071.png 715.31,803.52;629.66,365.77;916.83,314.61;996.28,752.76
00005105.png 717.96,812.41;625.99,372.35;914.38,316.44;999.55,756.16
00005138.png 727.1,818.17;627.47,380.59;912.7,318.25;1006.84,756.83
00005171.png 733.24,819.03;626.41,385.33;911.72,320.62;1010.75,754.03
00005205.png 741.2,821.18;628.98,391.2;911.85,322.82;1017.56,752.04
00005238.png 746.73,823.74;629.46,397.24;909.02,324.36;1021.56,752.06
00005271.png 753.4,827.01;628.13,401.7;908.19,324.22;1026.86,749.86
00005305.png 756.83,829.95;624.79,403.51;904.83,323.7;1029.06,749.45
00005338.png 758.2,833.35;619.77,408.31;901.06,323.18;1030.82,747.12
00005372.png 758.78,834.18;616.05,409.77;896.05,320.54;1032.72,745.57
00005405.png 765.66,834.66;616.06,411.33;893.23,317.63;1037.49,741.63
00005438.png 777.66,832.5;621.6,412.97;895.84,315.8;1046.75,735.94
00005472.png 786.8,828.88;626.08,414.37;898.92,313.85;1053.15,729.73
00005505.png 801.98,824.58;636.62,413.44;905.64,309.54;1065.91,721.31
00005538.png 811.45,822.87;642.48,413.04;910.04,305.72;1074.1,717.77
00005572.png 824.65,821.88;648.14,417.26;915.64,305.96;1085.46,712.71
00005605.png 831.64,825.59;651.34,421.64;916.79,306.75;1091.34,712.53
00005638.png 843.66,830.13;656.68,430.08;919.51,311.72;1100.02,712.96
00005672.png 851.99,830.26;661.13,434.05;921.52,313.26;1107.03,711.5
00005705.png 863.51,830.13;666.44,438.72;924.56,311.57;1116.31,707.31
00005739.png 873.17,831.3;670.93,442.61;926.28,312.41;1124.06,704.94
00005772.png 877.12,832.99;673,446.17;926.33,314.75;1127.43,704.3
00005805.png 882.3,838.18;670.18,452.57;922.3,316.9;1130.18,704.95
00005839.png 884.41,839.11;669.01,455.72;920.31,320.06;1129.02,705.13
00005872.png 886.76,840.01;666.8,461.4;916.04,320.88;1130.35,701.17
00005905.png 889.09,839.97;665.15,462.92;913.33,319.61;1133.03,700.34
00005939.png 890.56,841.54;663,467.33;909.44,321.51;1132.04,697.33
00005972.png 891.01,844.12;658.36,471.93;905.45,322.36;1132.44,698.98
00006006.png 893.39,844.25;656.04,474.59;901.56,322.49;1132.63,695.63
00006039.png 894.52,842.48;656.02,475.69;897.99,321.85;1132.01,691.66
00006072.png 899.39,841.08;655.08,479.01;895.67,322.49;1133.77,688.63
00006106.png 901.1,844.16;652.46,485.44;889.68,325.39;1133.21,688.62
00006139.png 903.75,847.77;653.49,489.87;888.48,328.24;1136.51,689.98
00006172.png 910.77,854.28;652.8,498.05;885.99,333.3;1140.56,691.92
00006206.png 916.18,856.9;654.88,506.21;886.56,339.29;1142.97,693.28
00006239.png 926.15,861;660.09,515.41;886.46,342.47;1150.7,693.55
00006272.png 931.58,863.22;662.48,520.47;887.46,346.09;1153.78,693.25
00006306.png 938.34,866.74;666.15,526.98;886.01,348.51;1159.3,691.19
00006339.png 943.19,865.96;664.82,530.31;885.31,352.77;1159.09,689.35
00006373.png 948.16,864.35;665.41,533.82;883.67,350.57;1165.74,685.21
00006406.png 958.76,860.8;668.59,535.69;882.84,349.68;1169.42,677.6
00006439.png 962.68,857.3;668.82,536.74;879.93,347.69;1170.74,671.64
00006473.png 969.12,851.93;668.83,537.39;876.92,342.36;1174.57,662.98
00006506.png 972.04,850.63;669.31,538.27;875.05,341.69;1175.87,658.53
00006539.png 978.14,849.08;668.29,543.2;870.09,341.13;1178.11,653.14
00006573.png 984.29,849.95;670.05,547.45;868.23,343.95;1181.26,652.25
00006606.png 991.7,855.68;673.73,560.11;866.3,353.1;1185.99,654.69
00006639.png 997.17,860.05;675.98,568.66;867.73,360.43;1187.3,656.72
00006673.png 1006.26,866.34;679.28,578.76;865.4,368.15;1192.38,658.27
00006706.png 1015.23,869.77;683.41,590.49;865.54,375.38;1197.96,659.24
00006740.png 1021.01,874.93;685.85,597.52;866.47,381.37;1200.99,660.38
00006773.png 1031.8,880.22;690.89,610.11;866.95,388.89;1208.47,663.58
00006806.png 1039.21,885.61;694.41,617.06;868.38,395.03;1213.18,664.64
00006840.png 1048.59,885.56;702.26,622.09;872.68,399.61;1220.94,664.92
00006873.png 1056.19,883.99;702.37,624.32;872.57,396.79;1225.54,660.69
00006906.png 1060.77,882.35;706.83,627.83;872.89,399.88;1228.35,656.85
00006940.png 1066.27,879.53;709.17,629.07;872.62,398.81;1230.35,651.84
00006973.png 1071.64,877.05;709.82,631.69;869.9,396.32;1233.15,646.66
00007007.png 1075.62,873.02;712.46,628.66;870.04,395.89;1233.2,639.2
00007040.png 1081.77,868;711.82,635.4;864.83,395.39;1234.78,631.17
00007073.png 1084.47,863.97;712.35,636.64;860.23,395.56;1234.47,626.86
00007107.png 1087.05,859.5;713.16,636.61;858.73,395.59;1232.37,621.58
00007140.png 1090.6,852.62;711.81,637.51;851.81,392.45;1232.72,611.23
00007173.png 1094.33,848.51;713.77,637.81;850.11,391.67;1233.29,604.94
00007207.png 1100.59,843.82;714.71,639.78;847.07,390.84;1234.22,597.29
00007240.png 1105.74,841.05;717,641.81;846.19,390.07;1236.52,592.11
00007273.png 1112.05,835.93;718.84,646.47;841.25,391.87;1237.82,585.57
00007307.png 1114.65,832.35;720.1,647.79;840.71,393.57;1237.38,580.27
00007340.png 1117.78,827.59;719.02,649.92;834.13,393.36;1235.12,572.31
00007374.png 1116.26,820.67;714,652.31;823.71,391.26;1228.51,564.75
00007407.png 1115.77,817.43;710.32,653.69;817.14,392.56;1224.16,558.66
00007440.png 1114.59,811.67;706.97,657.75;805.33,392.93;1217.85,550.48
00007474.png 1116.75,806.8;705.18,659.3;801.54,393.43;1214.69,545.22
00007507.png 1118.6,805.14;701.64,665.04;792.44,394.79;1212.3,538.94
00007540.png 1118.88,802.81;702.1,670.43;785.62,396.27;1207.86,533.35
00007574.png 1120.56,798.9;698.86,675.32;779.53,401.2;1204.34,528.87
00007607.png 1121.67,797.5;697.09,681.57;774.84,405;1201.54,526.56
00007640.png 1124.6,795.77;695.54,688.23;766.63,409.47;1198.58,522.81
00007674.png 1126.77,795.56;697.48,693.9;762.67,415.22;1196.4,520.09
00007707.png 1130.64,794.68;697.69,702.99;757.33,423.09;1193.94,518.66
00007741.png 1136.5,795.12;694.56,711.91;748.16,427.93;1193.45,514.54
00007774.png 1134.01,794.15;697.26,718.4;746.86,434.89;1186.72,514.16
00007807.png 1137.64,797.21;699.04,728.89;741.14,445.77;1185.98,516.06
00007841.png 1138.71,799.2;698.77,736.84;739,451.12;1184.07,516.67
00007874.png 1142.26,801.47;697.2,747.66;733.59,460.45;1181.61,517.74
00007907.png 1143.06,803.69;691.09,756;723.48,465.45;1179.27,518.2
00007941.png 1134.35,804.11;685.96,763.35;711.08,472.55;1164.56,518.1
00007974.png 1132.05,808.68;680.34,772.18;704.4,480.38;1159.91,521.85
00008008.png 1130.93,815.46;681.15,783.45;701.14,492.25;1155.27,527.83
00008041.png 1133.22,821.07;682.62,793.27;699.89,502.08;1154.13,532.33
00008074.png 1129.85,822.55;678.64,798.11;694.4,506.91;1150.46,535.02
00008108.png 1119.61,827.73;670.2,804.88;685.06,514.84;1137.79,540.2
00008141.png 1113.36,827.74;664.82,806.11;678.15,516.71;1130.67,541.65
00008174.png 1101.96,831.51;651.96,809.51;667.11,518.92;1119.54,543.98
00008208.png 1094.51,831.47;643.36,810.23;660.06,518.79;1113.19,545.65
00008241.png 1081.35,829.23;629.53,806.31;646.2,514.51;1100.14,543.84
00008274.png 1072.04,827.49;621.43,801.52;639.92,511.24;1092.35,542.11
00008308.png 1060.53,826.5;611.14,794.72;632.05,504.75;1083.56,540.19
00008341.png 1055.11,822.49;606.56,785.28;630.87,494.31;1081.94,536.61
00008375.png 1051.1,817.74;605.91,776.69;632.54,488.74;1081.21,534.84
00008408.png 1049.22,813.89;601.26,766.27;633.32,476.68;1083.92,530.5
00008441.png 1045.96,812.9;600.62,760.15;636.26,471.4;1083.3,529.29
00008475.png 1045.42,814.09;600.82,753.75;640.33,465.82;1087.33,532
00008508.png 1048.4,816.8;599.99,749.69;642.63,461.16;1093.72,533.24
00008541.png 1048.86,815.62;606.54,741.46;657.19,454.67;1098.2,534.46
00008575.png 1052.29,812.82;614.47,733.11;666.89,450.22;1106.2,533.59
00008608.png 1061.74,810.52;627.07,722.18;684.96,441.91;1120.02,535.31
00008641.png 1064.82,812.46;633.5,716.25;695.25,437.66;1128.79,537.48
00008675.png 1067.94,813.24;639.4,707.12;707.92,431.55;1137.92,540.14
00008708.png 1069.5,812.59;645.3,696.18;721.3,422.3;1146.13,542.24
00008742.png 1069.51,809.7;648.9,686.86;727.69,413.39;1150.12,540.2
00008775.png 1066.31,803.88;646.87,668.56;733.8,398.14;1155.17,535.44
00008808.png 1061.18,797.84;646.59,657.05;737.02,388.14;1153.42,533.21
00008842.png 1056.44,790.83;643.26,639.06;741.48,371.18;1155.4,527.5
00008875.png 1052.09,787.49;643.71,629.55;745.45,365.66;1154.61,526.27
00008908.png 1048.5,794.14;637.71,623.79;748.62,359.43;1160.78,534.08
00008942.png 1040.97,794.76;638.54,619.67;753.09,358.12;1155.51,536.87
00008975.png 1038.73,800.01;641.85,614.67;761.47,358.61;1159.59,545.56
00009009.png 1036.19,804.95;645.09,611.96;768.65,358.84;1160.35,554.46
00009042.png 1033.48,806.49;646.02,608.5;774.7,356.96;1162.59,558.92
00009075.png 1032.61,806.23;646.33,599.34;781.43,348.62;1168.04,559.95
00009109.png 1027.89,801.45;648.37,589.76;785.99,343.27;1166.46,559.42
00009142.png 1022.77,799.82;647.58,576.73;791.15,333.56;1167.39,560.87
00009175.png 1018.3,800.5;645.27,572.38;794.96,330.56;1166.64,562.79
00009209.png 1011.27,797.98;646.75,561.37;801.28,323.65;1166.54,564.79
00009242.png 1008.11,795.03;646.54,551.85;803.75,317.14;1165.31,563.48
00009275.png 1003.3,790.21;647.75,536.64;811.62,304.76;1167.94,562.2
00009309.png 999.21,785.3;649.74,527.95;816.83,301.11;1166.06,563.35
00009342.png 993.95,780.87;651.53,514.43;825.47,293.82;1166.68,562.71
00009376.png 990.07,775.49;654.92,502.63;833.4,285.07;1167.35,563.43
00009409.png 987.95,773.55;657.64,494.89;839.76,280.39;1168.55,563.33
00009442.png 983.47,771.82;658.91,484.31;847.35,274.42;1169.49,565.34
00009476.png 981.34,768.2;660.43,475.18;849.22,266.48;1170.73,565.62
00009509.png 976.79,763.25;662.85,463.8;857.7,260.3;1170.73,563.41
00009542.png 974.76,762.84;661.88,455.09;861.05,251.87;1173.88,564.79
00009576.png 965.85,754.92;661.46,445.51;864.63,247.2;1167.8,562.73
00009609.png 962.18,755.04;662.18,441.24;867.33,245.99;1165.82,565.3
00009642.png 960.43,753.81;667.4,433.9;876.5,243.84;1166.8,568.34
00009676.png 957.36,755.17;670.93,428.45;884.44,242.81;1168.72,573.04
00009709.png 956.54,757.05;674.72,425.22;891.39,242.2;1171.69,578.31
00009743.png 956.57,759.99;682.69,422.66;902.4,244.4;1174.27,585.79
00009776.png 955.5,764.39;685.99,421.18;909.34,246.84;1176.81,592.1
00009809.png 951.7,763.93;691.8,415.83;917.87,246.96;1175.74,598.23
00009843.png 949.96,764.5;694.71,413.18;924.84,247.8;1177.27,603.23
00009876.png 949.45,762.92;702.89,405.99;933.8,242.37;1180.35,606.57
00009909.png 948.72,761.93;707.51,400.16;943.57,241.88;1182.66,608.54
00009943.png 946.68,755.37;714.25,387.67;953.85,236.38;1182.59,607.4
00009976.png 943.12,751.85;715.91,379.12;958.41,231.44;1182.33,607.55
00010010.png 935.47,746.3;716.85,367.78;961.88,224;1179.84,607.44
00010043.png 933.48,738.69;724.38,355.83;972.57,220.47;1178.93,605.47
00010076.png 929.01,739.08;724.31,353.2;975.29,221.16;1176.99,609.69
00010110.png 925.9,742.2;731.29,355.76;983.14,228.13;1175.52,619.38
00010143.png 923.91,745.32;735.1,355.67;989.09,233.41;1174.72,626.66
00010176.png 924.22,749.1;744.75,356.59;998.89,233.68;1178.36,631.48
00010210.png 928.12,751.43;751.23,351.81;1008.68,235.71;1183.06,639.24
00010243.png 923.91,747.26;758.24,348.63;1017.08,240.24;1180.85,641.75
00010276.png 919.69,745.66;758.27,344.29;1020.11,240.56;1178.53,643.68
00010310.png 911.62,745.03;760.73,336.73;1024.55,236.17;1173.64,647.28
00010343.png 907.35,739.53;764.36,329.75;1031.15,236.03;1170.38,649.98
00010377.png 903.91,738.24;768.77,326.15;1035.88,238.92;1167.53,652.62
00010410.png 898.95,734.1;774.14,320.4;1045.63,240.23;1165.27,656.33
00010443.png 894.14,733.43;778.19,315.38;1050.32,240.84;1162.39,658.75
00010477.png 887.1,726.81;782.47,304.58;1058.59,237.7;1158.38,661.4
00010510.png 882.39,723.16;785.62,298.19;1062.87,236.56;1153.3,661.98
00010543.png 874.41,713.82;790.27,285.98;1069.38,230.64;1148.81,661.02
00010577.png 872.76,704.06;797.37,275.89;1075.3,229.08;1145.54,657.14
00010610.png 867.07,693.07;803.4,260.53;1084.42,220.04;1143.41,652.66
00010643.png 862.62,686.06;810.06,247.24;1094.02,212.49;1142.34,651.92
00010677.png 861.08,680.3;814.72,243.89;1098.81,213.94;1139.21,651.83
00010710.png 856.44,677.13;820.07,240.19;1104.62,216.66;1136.44,654.21
00010744.png 856.05,675.07;823.11,237.31;1109.89,217;1135.08,656.71
00010777.png 857.27,675.17;831.52,236.72;1117.2,220.86;1136.35,658.3
00010810.png 858.18,674.84;836.36,236.06;1123.33,224.45;1136.97,662
00010844.png 857.17,674.74;843.1,235.8;1128.71,226.01;1137.72,665.11
00010877.png 858.28,673.75;845.56,235.75;1131.95,229.5;1137.93,667.19
00010910.png 855.71,676.51;849.3,238.63;1135.69,234.31;1134.62,672.74
00010944.png 854.34,678.34;850.27,240.76;1136.04,239.58;1133.48,676.38
00010977.png 849.93,679.84;851.79,240.66;1138.29,241.95;1131,680.74
00011011.png 848.55,677.72;856.81,242.22;1140.46,247.03;1126.47,683.18
00011044.png 846.01,677.61;856.69,240.18;1143.04,245.8;1125.63,685.26
00011077.png 843.78,674.11;860.55,240.8;1142.68,253.35;1119.86,685.25
00011111.png 840.11,672.83;861.48,239.39;1144.66,254.89;1115.94,686.31
00011144.png 834.74,673.15;863.01,240.59;1145.94,258.76;1110.33,691.76
00011177.png 830.34,673.1;864.06,240.72;1144.94,262.84;1105.5,696.74
00011211.png 822.87,673.39;864.08,242.25;1144.99,269.45;1098.02,700.59
00011244.png 816.86,673.79;863.89,242.89;1143.84,275.34;1091.86,704.74
00011277.png 809.09,675.07;868.49,244.17;1145.47,279.45;1084.37,710.69
00011311.png 805.15,674.1;867.43,245.93;1145.17,287.52;1077.66,715.47
00011344.png 801.65,673.29;870.01,247.08;1146.98,293.59;1073.21,718.51
00011378.png 796.58,672.82;874.1,247.45;1148.79,300.41;1067.83,721.83
00011411.png 792.89,674.87;875.64,248.98;1153.6,303.81;1064.47,729.01
00011444.png 787.71,672.98;879.83,251.01;1153.47,313.34;1055.89,731.34
00011478.png 784.36,671.45;881.63,252.23;1153.45,316.7;1051.94,734.7
00011511.png 779.88,671.59;885.77,254.68;1155.11,325.88;1044.45,738.94
00011544.png 776.63,670.68;888.45,256.04;1158.76,329.68;1043,743.4
00011578.png 777.95,668.46;897.83,257.96;1164.94,337.5;1039.97,746.39
00011611.png 780.02,666.05;905.58,259.14;1169.7,342.22;1040.27,746.72
00011644.png 780.84,663.6;914.6,259.3;1176.74,348.35;1038.73,749.54
00011678.png 781.08,659.73;922.29,259.14;1183.5,352.34;1038.05,751.39
00011711.png 784.13,654.39;930.11,257.38;1187.59,353.32;1037.94,747.21
00011745.png 785.86,646.85;938.81,253.99;1195.75,355.01;1038.03,745.94
00011778.png 786.97,641.3;944.76,251.18;1200.22,355.66;1035.76,744.94
00011811.png 788.56,633.62;955.31,245.54;1206.91,354.06;1036.88,739.2
00011845.png 787.92,628.7;959.24,242.66;1210.85,354.91;1035.16,738.54
